"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"SMARCD1","Smarcd1",38.440837,39.336432,45.972087,2095,456,808,41.2497853333333,59.482809,94.670884,72.530496,942,1835,1459,0.399098,30.1978741541574
"SMARCD2","Smarcd2",25.878747,25.919722,21.430665,1082,239,374,24.4097113333333,13.537781,13.697806,11.910256,230,358,346,0.023643,24.8228252753483
"SMARCD3","Smarcd3",14.724354,16.103125,15.344774,568,138,244,15.390751,124.398725,117.811049,115.726101,1227,1564,1654,0,16.390751
"SMARCE1","Smarce1",29.985164,26.115691,27.797904,1386,300,527,27.966253,58.931657,50.923573,42.200292,1748,2149,1894,0,28.966253
"SMC1A","Smc1a",38.892422,37.717786,27.872408,4100,1098,1543,34.8275386666667,15.028478,11.372227,8.18021,1755,2047,1719,13.51393,2.46849327967454
"SMC1B","Smc1b",0,0,0.030932,0,0,2,0.0103106666666667,0.043858,0.03229,0.030563,3,3,3,0,1.01031066666667
"SMC2","Smc2",1.835575,1.316489,3.157668,309,66,122,2.103244,5.141628,3.848471,5.253587,393,421,623,0,3.103244
"SMC3","Smc3",10.171112,10.007742,10.757158,1819,448,721,10.312004,10.532671,10.927314,8.509164,946,1330,1082,0.240706,9.11739283923831
"SMC4","Smc4",20.321546,24.417658,22.201953,1411,319,604,22.313719,4.084067,3.036426,1.075094,72,65,46,4.465356,4.26572742928365
"SMC5","Smc5",10.74291,12.144803,18.617986,1244,336,537,13.835233,34.120156,16.34933,11.794333,446,492,435,0.050517,14.1218400083007
"SMC6","Smc6",25.986616,29.410284,30.638273,1765,463,694,28.678391,4.913745,3.778699,2.935942,268,357,288,0.167525333333333,25.4199118020565
"SMCHD1","Smchd1",11.096844,11.541385,9.193971,1385,344,547,10.6107333333333,12.299358,11.294265,11.238267,733,905,797,0,11.6107333333333
"SMCO1","Smco1",0.062643,0.081091,0.297879,3,1,6,0.147204333333333,0.116484,0.11452,0.027336,3,4,1,0.014839,1.13042988428049
"SMCO2","Smco2",0,0,0,0,0,0,0,2.975935,1.243117,2.056743,6,5,5,14.4694883333333,0.0646433791766222
"SMCO3","Smco3",7.315195,8.256973,9.040487,498,117,238,8.20421833333333,0.094325,0,0,3,0,0,14.5343076666667,0.592509079312471
"SMCO4","Smco4",1.782285,0.797482,2.581533,46,5,26,1.72043333333333,24.866247,36.68282,17.132692,19,21,21,0.0875846666666667,2.50135315135619
"SMCP","Smcp",0,0,0,0,0,0,0,0,0,0,0,0,0,0.720294666666667,0.581295762508903
"SMCR8","Smcr8",4.629943,4.140658,4.781222,1455,319,582,4.51727433333333,2.754563,2.294904,1.818728,385,437,367,0,5.51727433333333
"SMDT1","Smdt1",306.768476,254.804231,276.435685,2296,418,935,279.336130666667,60.128561,59.614176,56.26856,400,552,538,78.9919756666667,3.50455315461705
"SMG1","Smg1",17.928123,20.711838,16.027929,5130,1135,2069,18.22263,11.693146,9.268636,8.123943,1524,1956,1790,0.00958433333333333,19.0401429235068
"SMG5","Smg5",39.534353,34.432736,35.898622,4155,884,1585,36.6219036666667,28.482014,28.093878,21.826111,1081,1508,1347,0.137062333333333,33.0869316164725
"SMG6","Smg6",10.178733,7.638117,10.625604,1396,319,580,9.480818,22.086523,22.605595,13.875251,706,919,699,4.798658,1.80745579408201
"SMG7","Smg7",13.779587,12.115657,17.698548,2517,566,975,14.531264,49.62396,73.887103,69.216093,1088,1847,1681,686.657132666667,0.0225857673282196
"SMG8","Smg8",5.151522,4.618052,4.591893,673,150,240,4.78715566666667,9.724737,9.484281,7.128305,400,507,466,2.25203733333333,1.77954773376935
"SMG9","Smg9",25.146618,24.692913,28.279529,865,201,348,26.0396866666667,49.346336,42.970454,42.650391,562,743,735,0,27.0396866666667
"SMIM1","Smim1",5.83731,6.052809,3.502297,131,42,62,5.13080533333333,1.448916,1.174151,1.308629,7,8,11,0,6.13080533333333
"SMIM12","Smim12",38.683657,31.820472,37.358103,1365,272,518,35.9540773333333,15.187245,16.953566,17.188481,352,534,514,0.105489666666667,33.4277908221063
"SMIM13","Smim13",36.380155,36.905873,36.20816,6456,1626,2580,36.4980626666667,22.354859,18.063854,17.765194,1696,1872,1956,1.32868333333333,16.1026886437973
"SMIM14","Smim14",81.753706,70.318667,87.871049,5513,1232,2257,79.9811406666667,55.867887,47.45557,38.321981,1585,1854,1766,2.95859033333333,20.4570652297017
"SMIM15","Smim15",21.962531,20.349392,22.673988,1287,298,486,21.6619703333333,17.996281,18.920051,19.43803,454,583,538,0,22.6619703333333
"SMIM19","Smim19",10.747484,12.092114,10.722517,478,132,197,11.1873716666667,106.13586,117.458595,104.091234,246,327,391,0.204166,10.1210062953668
"SMIM20","Smim20",257.13579,175.390874,237.819056,878,196,315,223.448573333333,17.927912,10.262939,11.90305,125,135,152,83.982124,2.64112689550256
"SMIM23","Smim23",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160063333333333,0.984245833113245
"SMIM24","Smim24",0.84829,0.43547,0.814613,21,3,9,0.699457666666667,23.393019,3.889565,19.507453,128,35,153,0.015998,1.67269784651807
"SMIM3","Smim3",3.006292,1.87639,2.786553,237,37,87,2.55641166666667,7.175115,2.722294,4.418677,176,92,167,0.011557,3.51577979952357
"SMIM4","Smim4",25.761581,27.81433,18.460005,102,30,35,24.011972,15.534096,30.630524,31.893677,42,74,78,6.97277666666667,3.13717203500412
"SMIM5","Smim5",9.409758,8.084865,8.705078,300,59,104,8.73323366666667,0.069656,0.040721,0.038525,5,4,4,0,9.73323366666667
"SMIM7","Smim7",50.312194,54.346509,43.373468,2827,670,977,49.344057,34.679386,30.424212,24.729752,507,570,458,0.113799333333333,45.2002937093995
"SMIM8","Smim8",42.692528,47.420743,44.848091,367,89,135,44.9871206666667,10.160974,8.327584,10.548914,208,236,247,0.0517543333333333,43.7242036559235
"SMIM9","Smim9",0.31872,0.259789,0.343603,5,1,2,0.307370666666667,0,0,0,0,0,0,0.0335,1.2649933881632
"SMNDC1","Smndc1",11.752461,12.264202,12.360434,867,220,359,12.125699,8.977018,9.110101,9.207353,293,359,354,0.00694,13.0352344727591
"SMO","Smo",3.065517,2.805124,3.671312,455,100,225,3.180651,2.895068,3.226995,1.818175,79,121,96,11.029349,0.347537593264606
"SMOC1","Smoc1",2.26722,2.927767,2.410555,320,100,136,2.53518066666667,1.337797,2.165708,2.379171,51,116,124,0.109343666666667,3.18673173416954
"SMOC2","Smoc2",10.915084,14.551396,10.486395,1011,275,377,11.9842916666667,8.89977,4.030689,6.580736,341,146,386,0,12.9842916666667
"SMOX","Smox",30.387124,24.839475,33.165723,1038,244,425,29.4641073333333,28.342143,39.900821,40.652814,106,160,151,115.740486333333,0.26095580282532
"SMPD1","Smpd1",35.395287,29.22387,30.109717,2467,513,953,31.5762913333333,31.599503,24.18527,25.21893,530,605,623,0.906015666666667,17.091303027065
"SMPD2","Smpd2",7.396671,5.000955,7.99648,312,58,140,6.79803533333333,1.6086,4.087087,1.743355,28,68,38,1.35239,3.31494154172282
"SMPD3","Smpd3",8.976734,8.548428,8.947334,2003,464,781,8.82416533333333,45.542963,44.956691,32.575165,1891,2627,2313,0.318717,7.44979046553077
"SMPD4","Smpd4",19.492358,32.221691,27.859088,1051,234,432,26.524379,41.89198,36.529519,33.137445,869,1282,1209,12.533313,2.03382416412005
"SMPDL3A","Smpdl3a",23.400378,19.435389,30.814515,1252,294,557,24.550094,5.16992,2.858713,3.101626,131,98,107,1.03929266666667,12.5289000532538
"SMPDL3B","Smpdl3b",0.07502,0.205868,0.031881,6,4,1,0.104256333333333,2.080078,0.802613,2.054373,50,28,76,0.0954976666666667,1.00799514862804
"SMPX","Smpx",4.758968,4.474201,9.349419,115,19,65,6.194196,0,0,0,0,0,0,17.6711246666667,0.38531133653902
"SMR3A","Smr3a",0,0.421283,0,0,1,0,0.140427666666667,0,0,0,0,0,0,260.679289333333,0.00435811205988856
"SMS","Sms",85.580697,83.87735,87.274865,4458,1057,1787,85.5776373333333,63.671769,65.194442,76.360165,1460,2037,2371,0.016079,85.2075845808577
"SMTN","Smtn",11.208481,15.49959,14.607643,963,273,480,13.7719046666667,17.71809,13.423515,10.573176,314,436,347,0,14.7719046666667
"SMTNL1","Smtnl1",0.072453,0,0.111678,5,0,3,0.061377,1.301179,0.86147,1.236904,32,29,44,50.1270386666667,0.0207596025054349
"SMTNL2","Smtnl2",1.323161,0.73941,1.366133,89,20,51,1.14290133333333,2.879004,14.000165,9.886136,48,98,115,0,2.14290133333333
"SMU1","Smu1",34.931302,48.614356,42.520874,2027,587,787,42.0221773333333,7.147475,7.655493,6.147162,840,1223,1044,0,43.0221773333333
"SMUG1","Smug1",6.939227,9.378268,9.740319,692,159,286,8.685938,22.618548,18.412418,19.569589,289,381,403,0,9.685938
"SMURF1","Smurf1",9.229484,6.760321,7.225687,1615,344,553,7.73849733333333,7.046816,6.199958,4.818128,602,774,643,51.3752146666667,0.166844133984902
"SMURF2","Smurf2",8.165132,8.072483,8.213839,1453,332,583,8.15048466666667,8.586781,7.991498,5.51145,513,789,673,0,9.15048466666667
"SMYD1","Smyd1",1.404713,1.439658,2.217103,110,30,61,1.687158,0,0,0.025412,0,0,2,0,2.687158
"SMYD2","Smyd2",41.598646,38.143988,43.952134,2050,455,795,41.2315893333333,28.194603,32.201037,29.627795,452,714,752,1.85142066666667,14.810718680349
"SMYD3","Smyd3",12.526079,9.215169,10.974964,1319,317,467,10.905404,67.218888,59.40434,81.640552,467,631,770,10.0045773333333,1.0818592699547
"SMYD4","Smyd4",5.573293,5.794804,4.557165,457,96,173,5.30842066666667,3.970266,3.077501,2.518582,168,198,153,0.0390533333333333,6.07131555646807
"SMYD5","Smyd5",21.493215,16.520194,19.511243,1481,299,533,19.174884,34.541076,61.479477,39.653184,403,540,637,0.225858,16.4577659076337
"SNAI1","Snai1",0.269699,0.282204,0.360275,16,4,9,0.304059333333333,0.432207,0.456595,0.378854,11,16,14,94.612339,0.0136390276294081
"SNAI2","Snai2",0.130203,0.155492,0.326425,10,3,10,0.20404,1.02485,0.701588,0.340663,38,20,17,2.91718533333333,0.307373763950918
"SNAI3","Snai3",0,0,0,0,0,0,0,1.31812,0.314325,0.595803,33,11,23,0.504293,0.664764111778756
"SNAP23","Snap23",7.523255,8.318903,9.461151,288,79,144,8.43443633333333,21.817383,13.627672,6.562249,152,113,110,6.656851,1.23215618709745
"SNAP25","Snap25",515.832494,497.418531,545.27532,42122,10045,17554,519.508781666667,284.816628,254.963909,220.666921,7914,9605,9344,0.669567,311.762739480756
"SNAP29","Snap29",12.019785,11.116371,11.687036,1707,388,653,11.6077306666667,13.414227,9.498932,9.092342,384,428,428,2.14611366666667,4.00739833409282
"SNAP47","Snap47",102.155992,104.694769,99.067111,6078,1361,2183,101.972624,13.201607,15.783998,14.129987,333,534,555,0,102.972624
"SNAP91","Snap91",147.300345,126.854271,166.840211,11136,2386,4255,146.998275666667,401.457817,354.202524,343.408096,5486,6379,6363,0.301900666666667,113.678623458728
"SNAPC1","Snapc1",15.809433,15.064586,15.657011,1706,463,705,15.5103433333333,2.021264,1.596656,2.170347,71,76,106,26.3098863333333,0.604555549291374
"SNAPC2","Snapc2",30.439531,22.11713,24.147375,803,144,283,25.568012,58.021241,37.226175,54.967387,133,208,220,22.3753756666667,1.13658117751177
"SNAPC3","Snapc3",11.031122,10.432724,13.741421,644,151,284,11.735089,20.944151,19.984346,20.603195,1231,1526,1657,0.105193333333333,11.5229513388306
"SNAPC4","Snapc4",14.227417,17.252553,15.877068,672,156,267,15.7856793333333,4.88951,5.22465,3.238008,300,483,397,0.007383,16.6626589225085
"SNAPC5","Snapc5",17.523935,19.42994,17.295948,754,206,293,18.0832743333333,11.361818,11.376575,10.790076,121,154,158,10.4024006666667,1.67361899403523
"SNAPIN","Snapin",46.174342,41.287428,46.211338,2416,512,980,44.5577026666667,15.902191,13.821322,14.604232,199,238,269,0.198390333333333,38.0157461216727
"SNCA","Snca",11.784686,11.24674,11.9764,515,123,206,11.6692753333333,128.653271,59.022953,66.453852,981,547,756,8.014297,1.40546460065974
"SNCAIP","Sncaip",0.475825,0.796118,0.540499,59,19,23,0.604147333333333,8.216855,7.388737,5.164636,302,459,223,0.135627666666667,1.41256450544383
"SNCB","Sncb",88.135521,83.601438,89.210876,2286,483,939,86.9826116666667,25.12944,14.459983,36.797545,309,293,709,7.43578333333333,10.4296907815318
"SNCG","Sncg",1931.95762,1872.374414,1802.081067,53247,12492,19276,1868.804367,245.078587,287.022933,345.768039,2139,3436,4382,0,1869.804367
"SND1","Snd1",105.138281,86.792506,113.731056,2612,601,1003,101.887281,83.865611,98.666712,76.789365,1629,2413,2148,13.433925,7.12815682498004
"SNED1","Sned1",8.937601,11.46534,7.974054,1180,328,544,9.45899833333333,3.684414,1.537939,3.009789,279,213,452,3.73773133333333,2.20759633619298
"SNF8","Snf8",62.331405,53.314956,61.493071,1510,338,566,59.0464773333333,59.976916,74.300183,62.348733,625,989,896,6.49339733333333,8.01325148824352
"SNIP1","Snip1",4.542476,4.220112,4.557805,410,94,161,4.440131,3.757653,3.102325,4.143111,193,263,249,69.0118923333333,0.0777029561506353
"SNN","Snn",33.576562,34.189455,35.192938,3974,983,1629,34.3196516666667,36.714092,46.716421,37.247001,1925,3342,2830,0.0258373333333333,34.430070459514
"SNORC","Snorc",0,0,0,0,0,0,0,19.152568,19.789989,23.192637,106,243,255,0.268377,0.788409124416479
"SNPH","Snph",48.683651,46.473419,51.98612,5507,1232,2083,49.04773,15.187432,18.923927,13.649586,1266,2195,1728,0.042386,48.0126651739375
"SNRK","Snrk",42.963883,43.144458,45.128558,3333,707,1327,43.745633,12.79556,12.833157,11.657395,795,1297,968,0.0781346666666667,41.5028237041507
"SNRNP200","Snrnp200",21.51427,22.951958,27.386043,4315,1013,1688,23.950757,45.994825,50.604187,40.405311,2761,3979,3214,0,24.950757
"SNRNP25","Snrnp25",26.046879,31.186879,19.79808,513,125,157,25.6772793333333,30.309989,33.84754,29.080828,256,398,366,0.280552666666667,20.8326295573422
"SNRNP27","Snrnp27",26.075517,27.73393,28.144554,708,190,306,27.3180003333333,34.487585,40.083801,33.603619,456,538,516,6.84113566666667,3.61146669782995
"SNRNP35","Snrnp35",9.224898,8.623426,7.928359,230,62,76,8.59222766666667,12.574601,16.118357,13.983941,136,266,222,0.153057,8.31895358743468
"SNRNP40","Snrnp40",8.133345,7.575096,7.971867,477,108,186,7.893436,22.537739,24.763445,18.112168,255,411,332,0.114301,7.9811792325413
"SNRNP48","Snrnp48",21.367485,18.79975,19.637756,993,234,447,19.934997,3.115091,2.799624,3.210001,197,227,237,0.310744,15.9718427091789
"SNRNP70","Snrnp70",309.085708,419.392406,407.761322,4053,1245,2062,378.746478666667,129.276601,126.610059,81.420755,2285,3366,2756,0,379.746478666667
"SNRPA","Snrpa",32.443209,25.405383,26.701466,855,188,308,28.1833526666667,25.868256,28.547701,25.288303,207,257,258,0.0235686666666667,28.5113775138356
"SNRPA1","Snrpa1",14.832667,14.587358,16.864632,438,105,155,15.428219,63.352167,45.850804,52.165308,373,428,506,0.177677333333333,13.9496775007982
"SNRPB","Snrpb",38.341478,45.570136,37.46878,1581,334,590,40.4601313333333,33.068706,35.724221,32.692692,471,705,685,1.62131833333333,15.8165190416273
"SNRPB2","Snrpb2",28.403966,35.795982,35.306421,1049,265,438,33.1687896666667,35.3224,45.832959,39.257743,581,999,858,0.357165333333333,25.1765859526818
"SNRPC","Snrpc",28.43274,29.233465,23.773053,700,170,244,27.1464193333333,50.373838,58.986803,51.345331,416,621,597,0,28.1464193333333
"SNRPD1","Snrpd1",41.449595,43.647427,42.927736,852,230,360,42.6749193333333,75.221106,81.366258,74.519983,481,736,646,0.0138433333333333,43.0785683521123
"SNRPD2","Snrpd2",13.237895,10.782478,11.391795,699,137,234,11.804056,237.468029,233.369559,249.811926,682,931,1043,0.163167666666667,11.0079194658953
"SNRPD3","Snrpd3",71.515171,102.911565,68.542861,1660,478,677,80.9898656666667,43.952845,34.769973,34.856953,1322,1497,1246,0.0828443333333333,75.7171304708926
"SNRPE","Snrpe",54.598033,42.63657,59.925289,525,120,223,52.3866306666667,72.23288,90.121464,82.408472,191,287,258,0,53.3866306666667
"SNRPF","Snrpf",4.565763,3.190284,9.294654,118,21,94,5.683567,20.721453,26.19441,20.617266,265,434,384,0.143142666666667,5.84666043433482
"SNRPG","Snrpg",18.915425,17.400688,11.269405,161,28,42,15.8618393333333,52.267304,50.405491,49.739005,174,225,244,0.159409666666667,14.5434696795409
"SNRPN","Snrpn",321.559991,325.649281,318.083534,23581,5924,9125,321.764268666667,317.677227,361.052997,311.94669,6191,9348,8755,4.65657566666667,57.0600108063023
"SNTA1","Snta1",7.901448,7.040718,8.954489,619,132,287,7.96555166666667,2.117177,2.335599,3.14283,66,101,151,0,8.96555166666667
"SNTB1","Sntb1",5.640043,5.607195,5.468049,1139,282,439,5.57176233333333,0.347832,1.026753,0.672757,13,105,75,0.105183333333333,5.94630966204702
"SNTB2","Sntb2",2.961898,2.982406,3.341496,1239,289,532,3.09526666666667,2.942789,2.367041,2.409157,386,333,344,5.091485,0.672293647060884
"SNTG1","Sntg1",2.126284,3.245905,2.610671,261,65,102,2.66095333333333,3.284205,8.943632,6.582291,80,398,312,0.181745666666667,3.09791982877308
"SNTG2","Sntg2",0.378203,0.424333,0.509871,25,5,7,0.437469,0.701845,1.60186,3.167859,7,25,23,0.062439,1.35298967752502
"SNTN","Sntn",0,0,0,0,0,0,0,0.107568,0.132788,0.159821,3,5,3,0.144934666666667,0.873412282039965
"SNU13","Snu13",73.964361,75.731113,70.158398,2157,500,801,73.284624,128.72968,132.54441,127.392809,1408,1767,1945,0.804554,41.165087883211
"SNUPN","Snupn",10.002843,10.539271,9.812876,511,131,196,10.11833,11.960228,9.67583,9.807129,155,181,197,0,11.11833
"SNURF","Snurf",6687.412822,6550.802648,6567.572698,3591,860,1390,6601.92938933333,586.142087,696.461741,562.876887,899,1374,1221,0.049464,6291.71595150794
"SNW1","Snw1",22.201142,21.680162,19.946961,1963,472,701,21.2760883333333,30.695797,32.933742,26.181439,468,637,576,0.147503333333333,19.4126567533573
"SNX1","Snx1",37.377678,38.909449,36.900886,2614,600,939,37.7293376666667,30.734975,66.840958,25.385778,791,1174,899,0.0358686666666667,37.3882702633474
"SNX10","Snx10",105.152121,119.413606,103.846899,7934,2019,3134,109.470875333333,61.707561,48.032974,57.5321,1796,1856,2212,10.4779666666667,9.62460325435109
"SNX11","Snx11",29.732545,31.302716,26.011316,2162,469,793,29.0155256666667,8.873954,13.915622,8.919413,237,374,303,4.566474,5.39219722694594
"SNX12","Snx12",48.88703,52.08932,45.018972,2438,576,1003,48.6651073333333,36.99287,38.064376,37.242988,886,1326,1294,0.270521666666667,39.0903269391969
"SNX13","Snx13",21.593724,20.034595,24.594834,4402,1069,1847,22.0743843333333,4.613718,3.279667,3.513039,410,398,406,0,23.0743843333333
"SNX14","Snx14",14.840256,14.263588,14.734343,1634,390,659,14.612729,191.151045,187.07775,164.326064,1256,1799,1602,4.48617266666667,2.84583259562009
"SNX15","Snx15",35.141588,37.954857,25.719363,891,205,307,32.9386026666667,52.195073,56.725044,37.429218,365,684,582,0.112746,30.4998648987879
"SNX16","Snx16",17.548684,15.193449,16.788251,1562,336,585,16.510128,6.184009,6.645049,6.090867,212,255,210,0.435607333333333,12.1970176617469
"SNX17","Snx17",50.050342,49.054875,53.672063,2118,489,790,50.92576,34.608463,35.92247,30.940101,847,1155,1067,0.291221666666667,40.2144429112998
"SNX18","Snx18",10.348055,9.776022,9.747868,1675,390,664,9.957315,3.524818,1.913411,2.265866,280,195,267,11.4203736666667,0.882204939566901
"SNX19","Snx19",23.180375,21.914891,23.879269,4603,1058,1828,22.9915116666667,19.201023,14.777858,13.65162,974,1085,1048,0.012705,23.6905235647762
"SNX2","Snx2",42.543058,52.545376,42.091342,3054,806,1179,45.726592,34.370519,43.428078,30.377826,474,639,595,0.0423383333333333,44.8286228240031
"SNX20","Snx20",0.085867,0.079808,0.094997,6,3,3,0.0868906666666667,0.069788,0.050867,0.077012,3,3,5,0.0445556666666667,1.04052919471022
"SNX21","Snx21",84.955023,66.835922,70.089408,2518,532,919,73.9601176666667,6.676364,8.187791,8.424112,202,293,305,0,74.9601176666667
"SNX24","Snx24",2.576521,2.444638,2.690805,172,39,74,2.57065466666667,8.059663,5.919511,6.617221,138,162,171,0.0239106666666667,3.48727167604465
"SNX25","Snx25",34.887454,38.500861,41.156212,2048,528,819,38.181509,6.448064,3.877872,4.460421,259,232,292,2.113895,12.5827971078023
"SNX27","Snx27",25.323762,20.069397,24.669731,4299,960,1638,23.3542966666667,10.612813,11.690656,10.0755,1007,1615,1465,0,24.3542966666667
"SNX29","Snx29",9.403927,11.528923,11.563195,772,178,324,10.832015,4.642609,3.661739,3.156713,559,637,567,0.0345836666666667,11.4364989330652
"SNX3","Snx3",85.623035,65.143292,81.18421,3602,694,1390,77.3168456666667,49.310698,41.594389,45.732067,830,931,1086,0,78.3168456666667
"SNX30","Snx30",1.31449,2.137179,1.66491,408,99,173,1.70552633333333,14.833923,10.469499,12.163987,1540,1775,1648,0.0356633333333333,2.61236083798145
"SNX31","Snx31",0.491093,0.175457,0.118086,22,4,5,0.261545333333333,0,0.042372,0.714022,0,2,8,6.60603833333333,0.165861027521336
"SNX32","Snx32",57.458519,55.888628,42.49524,2618,596,887,51.9474623333333,22.067197,13.927322,17.62644,444,397,513,0,52.9474623333333
"SNX33","Snx33",0.797815,0.691536,0.87222,157,33,67,0.787190333333333,1.243204,0.412529,0.449962,95,40,65,0,1.78719033333333
"SNX4","Snx4",23.44008,25.50787,26.582226,2459,652,1099,25.1767253333333,35.535447,31.993807,22.860129,884,1070,802,0.226492666666667,21.3427491617017
"SNX5","Snx5",46.833049,42.565134,53.708595,1360,332,547,47.7022593333333,19.843561,19.234339,17.216741,326,481,441,0,48.7022593333333
"SNX6","Snx6",455.56772,450.249577,392.423945,4501,1027,1626,432.747080666667,36.056706,37.568642,36.561322,852,1338,1260,1.15275566666667,201.484584331989
"SNX7","Snx7",121.087376,126.145877,122.486916,6176,1608,2457,123.240056333333,4.372573,4.60957,2.522738,112,56,62,0.042147,119.2154814372
"SNX8","Snx8",9.834939,8.511809,8.186664,722,155,261,8.84447066666667,10.367099,9.891176,8.118073,191,290,243,0.065664,9.23787485236122
"SNX9","Snx9",12.980495,11.981203,12.390591,1666,390,638,12.450763,10.065351,7.679349,6.564078,681,706,636,0,13.450763
"SOAT1","Soat1",7.116438,11.258413,11.998052,1180,298,512,10.124301,4.847767,4.07247,3.874147,359,444,455,0,11.124301
"SOAT2","Soat2",0.605617,0.327352,0.414472,54,7,15,0.449147,0.178592,0,0,1,0,0,0,1.449147
"SOBP","Sobp",6.148474,5.715186,5.329988,1156,260,425,5.731216,13.838511,13.763173,9.503392,1103,1564,1228,0,6.731216
"SOCS1","Socs1",0.113841,0.07963,0.247415,12,2,11,0.146962,9.494743,8.150083,13.649519,136,167,353,0.040414,1.10240923324753
"SOCS2","Socs2",22.097918,24.756728,26.822791,1613,375,623,24.5591456666667,87.528895,76.975872,82.190236,1378,1676,1894,0.355432666666667,18.8568169376666
"SOCS3","Socs3",1.995888,4.81149,14.919605,191,49,91,7.24232766666667,29.443571,26.320196,23.725467,1192,1501,1489,0.301171,6.33454608707592
"SOCS4","Socs4",6.495072,5.378867,9.462573,1560,378,671,7.11217066666667,6.125006,4.087041,4.429525,535,601,668,0.263994,6.41788700473789
"SOCS5","Socs5",19.467332,17.331504,19.482002,3204,690,1233,18.7602793333333,6.23256,5.181666,4.777067,459,524,509,0.0438033333333333,18.9310368172804
"SOCS6","Socs6",6.890529,7.831232,5.922576,573,125,234,6.88144566666667,2.336015,2.011323,1.884838,214,250,240,1.25931233333333,3.48842678826906
"SOCS7","Socs7",20.667491,16.400106,19.839879,4941,1114,1811,18.9691586666667,11.294335,15.787084,8.542439,1276,1914,1588,3.47045866666667,4.46691495339479
"SOD1","Sod1",343.298237,321.62184,355.459681,6218,1404,2509,340.126586,140.388917,124.961967,125.993375,1559,1882,1992,0,341.126586
"SOD2","Sod2",70.650546,59.390312,66.658324,5835,1435,2353,65.566394,70.785182,64.046531,55.76551,2804,3206,2912,0.0451963333333333,63.6879329529476
"SOD3","Sod3",2.747826,2.675647,2.924509,424,100,182,2.78266066666667,1.75822,0,0.104297,3,0,3,0.0369033333333333,3.64803597892443
"SOGA1","Soga1",2.964918,2.000298,3.270703,830,154,340,2.74530633333333,13.01797,13.652438,9.232779,3040,4333,3164,0,3.74530633333333
"SOGA3","Soga3",95.734633,82.914175,98.080833,7427,1424,2683,92.2432136666667,3.060568,1.853634,1.517115,155,128,144,0.133258666666667,82.2788445474055
"SOHLH1","Sohlh1",0,0,0,0,0,0,0,0.992671,0.621705,1.622251,18,26,48,0.545444333333333,0.647063099220871
"SOHLH2","Sohlh2",0.010577,0,0,1,0,0,0.00352566666666667,2.91889,4.136267,4.43632,93,178,204,0,1.00352566666667
"SON","Son",80.354624,82.128371,78.895271,11793,2745,4874,80.459422,62.547342,52.676661,48.981593,2740,3379,3100,0,81.459422
"SORBS1","Sorbs1",234.856831,174.564632,227.678496,5498,1180,2069,212.366653,25.879202,22.911379,18.906616,1180,1628,1487,0.141870666666667,186.857110203958
"SORBS2","Sorbs2",15.31236,15.323225,18.841437,1358,329,564,16.4923406666667,34.457558,49.972304,35.421807,649,1553,1080,0,17.4923406666667
"SORBS3","Sorbs3",8.309432,8.566208,9.082493,1022,257,437,8.652711,16.372407,6.668212,5.443032,63,72,85,22.0054616666667,0.419583451089187
"SORCS1","Sorcs1",6.972979,7.577813,8.272632,1701,440,794,7.607808,1.735789,1.249425,0.730925,155,174,114,0,8.607808
"SORCS2","Sorcs2",2.402137,1.977369,1.876357,573,114,177,2.08528766666667,5.586805,4.52766,3.015235,215,252,223,0.140617333333333,2.70492791622782
"SORCS3","Sorcs3",2.977708,3.64166,3.261545,639,174,249,3.29363766666667,7.048662,5.432636,4.483659,450,585,587,0,4.29363766666667
"SORD","Sord",21.211523,21.775462,23.491096,2005,501,868,22.1593603333333,9.712526,13.502989,8.816159,436,694,585,0,23.1593603333333
"SORL1","Sorl1",160.874291,159.261138,196.372647,18365,4084,7047,172.169358666667,5.368521,2.203576,2.98304,811,479,622,0,173.169358666667
"SORT1","Sort1",9.135173,9.280438,9.062453,2619,645,1025,9.15935466666667,28.561186,30.905748,24.032096,2397,3683,3125,0.0180663333333333,9.97906947124271
"SOS1","Sos1",16.489984,15.040111,17.447735,5850,1322,2422,16.3259433333333,13.996217,10.651108,9.762122,1425,1600,1633,0.191553333333333,14.5406360325178
"SOS2","Sos2",13.75318,11.94976,10.875293,1621,385,644,12.1927443333333,8.354486,8.773914,7.517501,706,1001,903,2.52299733333333,3.74475001968021
"SOST","Sost",0.013226,0,0,1,0,0,0.00440866666666667,0,0,0,0,0,0,16.8570083333333,0.0562473090630616
"SOSTDC1","Sostdc1",11.764599,11.172151,10.621461,795,186,281,11.1860703333333,0.159979,0.147593,0.142177,4,6,5,0.0184956666666667,11.9647738641991
"SOWAHA","Sowaha",0.414273,0.354336,0.639714,54,11,38,0.469441,0.252473,0.458742,0.239192,11,28,18,7.01163933333333,0.183413273970812
"SOWAHB","Sowahb",0.34343,0.242489,0.34134,53,9,22,0.309086333333333,0.387098,0.060854,0.203968,23,5,19,0.076559,1.21599125856858
