"Hs_symbol","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"SMC1A","Smc1a",28.631625,8.765882,7.918142,1220,826,846,15.1052163333333,15.028478,11.372227,8.18021,1755,2047,1719,13.51393,1.1096385564305
"SMC1B","Smc1b",0.01642,0,0.058867,1,0,6,0.0250956666666667,0.043858,0.03229,0.030563,3,3,3,0,1.02509566666667
"SMC2","Smc2",1.751755,0.812796,0.710791,135,101,98,1.09178066666667,5.141628,3.848471,5.253587,393,421,623,0,2.09178066666667
"SMC3","Smc3",12.692238,5.52327,5.277727,906,697,642,7.83107833333333,10.532671,10.927314,8.509164,946,1330,1082,0.240706,7.11778482036303
"SMC4","Smc4",2.737912,2.858218,4.417819,111,154,157,3.337983,4.084067,3.036426,1.075094,72,65,46,4.465356,0.793723775724765
"SMC5","Smc5",8.956423,5.4701,6.075904,353,313,298,6.83414233333333,34.120156,16.34933,11.794333,446,492,435,0.050517,7.45741604689247
"SMC6","Smc6",25.275636,20.845656,21.344282,706,727,635,22.4885246666667,4.913745,3.778699,2.935942,268,357,288,0.167525333333333,20.1182141372521
"SMCHD1","Smchd1",14.636613,5.827177,4.546286,696,475,408,8.336692,12.299358,11.294265,11.238267,733,905,797,0,9.336692
"SMCO1","Smco1",0.053736,0,0,1,0,0,0.017912,0.116484,0.11452,0.027336,3,4,1,0.014839,1.0030280665209
"SMCO2","Smco2",0,0.034186,0.148884,0,1,2,0.0610233333333333,2.975935,1.243117,2.056743,6,5,5,14.4694883333333,0.0685881336519103
"SMCO3","Smco3",4.148588,5.23216,4.911241,97,216,201,4.76399633333333,0.094325,0,0,3,0,0,14.5343076666667,0.37104945112563
"SMCO4","Smco4",1.523325,2.860324,1.854955,14,47,32,2.07953466666667,24.866247,36.68282,17.132692,19,21,21,0.0875846666666667,2.8315355678056
"SMCP","Smcp",0,0,0,0,0,0,0,0,0,0,0,0,0,0.720294666666667,0.581295762508903
"SMCR8","Smcr8",6.627338,3.506336,3.367258,751,708,682,4.50031066666667,2.754563,2.294904,1.818728,385,437,367,0,5.50031066666667
"SMDT1","Smdt1",193.527309,224.571376,254.466785,495,1103,1306,224.18849,60.128561,59.614176,56.26856,400,552,538,78.9919756666667,2.8151384951208
"SMG1","Smg1",21.541717,6.104182,6.294381,2283,811,851,11.3134266666667,11.693146,9.268636,8.123943,1524,1956,1790,0.00958433333333333,12.1965310475962
"SMG5","Smg5",24.38188,21.03458,19.83779,1010,1620,1564,21.7514166666667,28.482014,28.093878,21.826111,1081,1508,1347,0.137062333333333,20.0089441006899
"SMG6","Smg6",8.734748,5.039106,5.33569,628,493,539,6.369848,22.086523,22.605595,13.875251,706,919,699,4.798658,1.27095752155068
"SMG7","Smg7",24.116747,8.533091,8.427653,1566,1101,988,13.692497,49.62396,73.887103,69.216093,1088,1847,1681,686.657132666667,0.0213660213819407
"SMG8","Smg8",4.576324,4.724675,4.861616,219,401,380,4.72087166666667,9.724737,9.484281,7.128305,400,507,466,2.25203733333333,1.75916543393516
"SMG9","Smg9",23.493891,16.098859,13.938086,260,379,394,17.843612,49.346336,42.970454,42.650391,562,743,735,0,18.843612
"SMIM1","Smim1",8.673739,19.149265,19.411152,93,263,295,15.7447186666667,1.448916,1.174151,1.308629,7,8,11,0,16.7447186666667
"SMIM12","Smim12",23.030424,31.334636,33.919884,283,714,786,29.4283146666667,15.187245,16.953566,17.188481,352,534,514,0.105489666666667,27.5247391125923
"SMIM13","Smim13",61.775168,46.223199,38.644456,4041,5292,4361,48.880941,22.354859,18.063854,17.765194,1696,1872,1956,1.32868333333333,21.4202336084053
"SMIM14","Smim14",56.093376,60.545084,63.368587,1613,2551,2324,60.002349,55.867887,47.45557,38.321981,1585,1854,1766,2.95859033333333,15.4101192251013
"SMIM15","Smim15",18.061697,21.458938,22.455741,404,796,757,20.658792,17.996281,18.920051,19.43803,454,583,538,0,21.658792
"SMIM19","Smim19",14.871122,15.671686,15.543057,239,455,462,15.361955,106.13586,117.458595,104.091234,246,327,391,0.204166,13.587790221614
"SMIM20","Smim20",125.820474,134.970821,192.175544,158,348,361,150.988946333333,17.927912,10.262939,11.90305,125,135,152,83.982124,1.7884813791349
"SMIM23","Smim23",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0160063333333333,0.984245833113245
"SMIM24","Smim24",1.037923,0.853853,0.653022,7,17,13,0.848266,23.393019,3.889565,19.507453,128,35,153,0.015998,1.81916302984848
"SMIM3","Smim3",3.6136,5.311418,3.49935,101,269,179,4.141456,7.175115,2.722294,4.418677,176,92,167,0.011557,5.08271506202814
"SMIM4","Smim4",26.753603,42.067609,43.355259,44,120,111,37.392157,15.534096,30.630524,31.893677,42,74,78,6.97277666666667,4.81540605050603
"SMIM5","Smim5",1.051661,1.665092,1.346972,10,33,31,1.354575,0.069656,0.040721,0.038525,5,4,4,0,2.354575
"SMIM7","Smim7",42.019554,57.04166,51.741696,930,2060,2072,50.2676366666667,34.679386,30.424212,24.729752,507,570,458,0.113799333333333,46.0295092054284
"SMIM8","Smim8",31.829655,29.679644,38.951055,80,215,196,33.4867846666667,10.160974,8.327584,10.548914,208,236,247,0.0517543333333333,32.7897718827242
"SMIM9","Smim9",0,0.211367,0.298394,0,1,3,0.169920333333333,0,0,0,0,0,0,0.0335,1.13199838735688
"SMNDC1","Smndc1",12.61738,12.490093,12.540442,341,597,553,12.549305,8.977018,9.110101,9.207353,293,359,354,0.00694,13.4559209088923
"SMO","Smo",4.309697,4.687417,4.801837,226,459,486,4.59965033333333,2.895068,3.226995,1.818175,79,121,96,11.029349,0.465499033516555
"SMOC1","Smoc1",4.18549,4.0932,4.386669,210,375,409,4.22178633333333,1.337797,2.165708,2.379171,51,116,124,0.109343666666667,4.70709527645626
"SMOC2","Smoc2",6.37739,5.16237,2.652237,145,223,200,4.73066566666667,8.89977,4.030689,6.580736,341,146,386,0,5.73066566666667
"SMOX","Smox",30.373884,44.749152,43.197466,378,847,802,39.4401673333333,28.342143,39.900821,40.652814,106,160,151,115.740486333333,0.346410817733473
"SMPD1","Smpd1",48.704603,55.624473,55.948693,1335,2801,2573,53.425923,31.599503,24.18527,25.21893,530,605,623,0.906015666666667,28.5548140825005
"SMPD2","Smpd2",7.891632,7.409236,8.18786,129,245,277,7.829576,1.6086,4.087087,1.743355,28,68,38,1.35239,3.75344904543889
"SMPD3","Smpd3",13.54958,6.738655,5.379481,1059,961,780,8.55590533333333,45.542963,44.956691,32.575165,1891,2627,2313,0.318717,7.24636546987211
"SMPD4","Smpd4",19.372913,10.340374,17.270006,400,320,362,15.6610976666667,41.89198,36.529519,33.137445,869,1282,1209,12.533313,1.23111744084148
"SMPDL3A","Smpdl3a",14.727186,17.575057,21.516476,282,609,612,17.939573,5.16992,2.858713,3.101626,131,98,107,1.03929266666667,9.28732462464927
"SMPDL3B","Smpdl3b",0.816222,0.897155,0.517789,23,46,27,0.743722,2.080078,0.802613,2.054373,50,28,76,0.0954976666666667,1.59171676312714
"SMPX","Smpx",0.292997,0.691098,0.908254,4,7,10,0.630783,0,0,0,0,0,0,17.6711246666667,0.087342515735617
"SMR3A","Smr3a",0,0,0,0,0,0,0,0,0,0,0,0,0,260.679289333333,0.00382147170510761
"SMS","Sms",79.399871,68.684631,54.393994,1562,2396,2144,67.492832,63.671769,65.194442,76.360165,1460,2037,2371,0.016079,67.40896327943
"SMTN","Smtn",3.285661,1.473776,1.906186,108,121,117,2.22187433333333,17.71809,13.423515,10.573176,314,436,347,0,3.22187433333333
"SMTNL1","Smtnl1",0,0,0,0,0,0,0,1.301179,0.86147,1.236904,32,29,44,50.1270386666667,0.0195591222585706
"SMTNL2","Smtnl2",0.501822,0.414312,0.817546,19,21,33,0.577893333333333,2.879004,14.000165,9.886136,48,98,115,0,1.57789333333333
"SMU1","Smu1",33.770255,60.740938,36.656046,801,1466,1473,43.722413,7.147475,7.655493,6.147162,840,1223,1044,0,44.722413
"SMUG1","Smug1",4.316142,4.784251,3.701727,160,285,274,4.26737333333333,22.618548,18.412418,19.569589,289,381,403,0,5.26737333333333
"SMURF1","Smurf1",9.908025,4.64911,4.329289,671,561,556,6.29547466666667,7.046816,6.199958,4.818128,602,774,643,51.3752146666667,0.139292501483717
"SMURF2","Smurf2",7.210159,5.769064,4.757194,446,683,560,5.912139,8.586781,7.991498,5.51145,513,789,673,0,6.912139
"SMYD1","Smyd1",1.044607,3.312199,1.932389,45,133,117,2.09639833333333,0,0,0.025412,0,0,2,0,3.09639833333333
"SMYD2","Smyd2",30.862825,44.14007,38.562513,494,1281,1223,37.855136,28.194603,32.201037,29.627795,452,714,752,1.85142066666667,13.6265884771825
"SMYD3","Smyd3",5.507449,7.381078,5.731103,399,445,447,6.20654333333333,67.218888,59.40434,81.640552,467,631,770,10.0045773333333,0.65486779864815
"SMYD4","Smyd4",3.930874,4.523572,4.088986,125,246,219,4.181144,3.970266,3.077501,2.518582,168,198,153,0.0390533333333333,4.9864081407435
"SMYD5","Smyd5",17.38953,20.406959,16.048087,417,802,741,17.948192,34.541076,61.479477,39.653184,403,540,637,0.225858,15.4570855678227
"SNAI1","Snai1",0.245843,0.225355,0.218844,5,9,9,0.230014,0.432207,0.456595,0.378854,11,16,14,94.612339,0.0128645948092536
"SNAI2","Snai2",0.141539,0.126926,0.146282,4,6,7,0.138249,1.02485,0.701588,0.340663,38,20,17,2.91718533333333,0.290578285973364
"SNAI3","Snai3",0.045683,0.048839,0.072102,1,2,3,0.0555413333333333,1.31812,0.314325,0.595803,33,11,23,0.504293,0.701685996899097
"SNAP23","Snap23",10.166727,4.657271,4.907198,130,136,163,6.57706533333333,21.817383,13.627672,6.562249,152,113,110,6.656851,0.989579832927836
"SNAP25","Snap25",902.412497,698.413539,657.578358,25982,35255,32682,752.801464666667,284.816628,254.963909,220.666921,7914,9605,9344,0.669567,451.495186875799
"SNAP29","Snap29",7.960115,7.620234,6.950631,411,691,634,7.51032666666667,13.414227,9.498932,9.092342,384,428,428,2.14611366666667,2.70502835191057
"SNAP47","Snap47",177.734566,213.912145,200.966871,3827,8376,8148,197.537860666667,13.201607,15.783998,14.129987,333,534,555,0,198.537860666667
"SNAP91","Snap91",175.503115,62.616035,84.209458,5409,4005,3976,107.442869333333,401.457817,354.202524,343.408096,5486,6379,6363,0.301900666666667,83.2958090504601
"SNAPC1","Snapc1",12.380656,11.183933,8.640739,725,679,597,10.7351093333333,2.021264,1.596656,2.170347,71,76,106,26.3098863333333,0.429701873896485
"SNAPC2","Snapc2",22.639277,26.572348,28.474859,237,482,527,25.8954946666667,58.021241,37.226175,54.967387,133,208,220,22.3753756666667,1.15059090601139
"SNAPC3","Snapc3",16.702899,9.881419,10.645273,254,315,265,12.4098636666667,20.944151,19.984346,20.603195,1231,1526,1657,0.105193333333333,12.1335003227188
"SNAPC4","Snapc4",17.269295,10.007872,8.415657,275,310,324,11.897608,4.88951,5.22465,3.238008,300,483,397,0.007383,12.8030828393967
"SNAPC5","Snapc5",8.294999,7.596135,9.373693,131,208,257,8.421609,11.361818,11.376575,10.790076,121,154,158,10.4024006666667,0.826282927203459
"SNAPIN","Snapin",21.439503,26.89928,27.531772,399,910,945,25.290185,15.902191,13.821322,14.604232,199,238,269,0.198390333333333,21.9379147751247
"SNCA","Snca",116.568789,112.965035,96.756014,1860,3160,2684,108.763279333333,128.653271,59.022953,66.453852,981,547,756,8.014297,12.1765767572705
"SNCAIP","Sncaip",1.565897,1.255706,1.173324,75,77,84,1.33164233333333,8.216855,7.388737,5.164636,302,459,223,0.135627666666667,2.05317499896533
"SNCB","Sncb",308.520126,349.541843,329.410115,2781,6040,6025,329.157361333333,25.12944,14.459983,36.797545,309,293,709,7.43578333333333,39.1377241789441
"SNCG","Sncg",6.199028,15.922604,19.334436,60,281,346,13.8186893333333,245.078587,287.022933,345.768039,2139,3436,4382,0,14.8186893333333
"SND1","Snd1",95.000109,69.925297,74.659118,908,1211,1240,79.861508,83.865611,98.666712,76.789365,1629,2413,2148,13.433925,5.60218429844966
"SNED1","Sned1",2.67863,0.917777,1.274361,197,92,117,1.62358933333333,3.684414,1.537939,3.009789,279,213,452,3.73773133333333,0.553764903230055
"SNF8","Snf8",54.553766,54.237628,59.100083,510,932,1016,55.9638256666667,59.976916,74.300183,62.348733,625,989,896,6.49339733333333,7.60186910325321
"SNIP1","Snip1",5.212921,5.447028,5.044339,151,306,290,5.23476266666667,3.757653,3.102325,4.143111,193,263,249,69.0118923333333,0.0890529088541467
"SNN","Snn",54.83938,54.664125,51.413099,2313,4117,3934,53.638868,36.714092,46.716421,37.247001,1925,3342,2830,0.0258373333333333,53.2627018188719
"SNORC","Snorc",0.82033,0.432366,0,3,4,0,0.417565333333333,19.152568,19.789989,23.192637,106,243,255,0.268377,1.11762144325649
"SNPH","Snph",72.570457,25.488435,28.096056,4331,2898,3199,42.0516493333333,15.187432,18.923927,13.649586,1266,2195,1728,0.042386,41.3010624982812
"SNRK","Snrk",41.251454,20.433686,29.962249,1420,1508,1502,30.5491296666667,12.79556,12.833157,11.657395,795,1297,968,0.0781346666666667,29.2626984755151
"SNRNP200","Snrnp200",24.685141,9.020655,8.654018,1979,1019,1141,14.119938,45.994825,50.604187,40.405311,2761,3979,3214,0,15.119938
"SNRNP25","Snrnp25",11.15716,16.703438,19.433345,77,216,252,15.7646476666667,30.309989,33.84754,29.080828,256,398,366,0.280552666666667,13.0917283631182
"SNRNP27","Snrnp27",25.675778,28.149511,28.246619,263,501,505,27.3573026666667,34.487585,40.083801,33.603619,456,538,516,6.84113566666667,3.61647902448825
"SNRNP35","Snrnp35",9.975214,9.615097,9.314867,103,189,157,9.63505933333333,12.574601,16.118357,13.983941,136,266,222,0.153057,9.22335958528792
"SNRNP40","Snrnp40",7.903861,11.28211,10.564089,168,433,410,9.91668666666667,22.537739,24.763445,18.112168,255,411,332,0.114301,9.79689210246304
"SNRNP48","Snrnp48",10.303875,6.198922,5.677586,190,155,124,7.393461,3.115091,2.799624,3.210001,197,227,237,0.310744,6.40358529201736
"SNRNP70","Snrnp70",411.649176,284.038371,247.647936,1568,1547,1488,314.445161,129.276601,126.610059,81.420755,2285,3366,2756,0,315.445161
"SNRPA","Snrpa",44.895118,45.678903,39.194418,420,758,703,43.2561463333333,25.868256,28.547701,25.288303,207,257,258,0.0235686666666667,43.2371054083328
"SNRPA1","Snrpa1",16.584651,19.867716,23.602855,187,349,381,20.0184073333333,63.352167,45.850804,52.165308,373,428,506,0.177677333333333,17.8473396221716
"SNRPB","Snrpb",32.968904,44.480392,45.802577,476,1212,1242,41.0839576666667,33.068706,35.724221,32.692692,471,705,685,1.62131833333333,16.0545009476784
"SNRPB2","Snrpb2",16.163227,12.031019,14.320226,192,293,327,14.1714906666667,35.3224,45.832959,39.257743,581,999,858,0.357165333333333,11.1788079860572
"SNRPC","Snrpc",24.883334,33.066545,34.626807,207,501,533,30.8588953333333,50.373838,58.986803,51.345331,416,621,597,0,31.8588953333333
"SNRPD1","Snrpd1",42.980915,41.082973,46.70324,315,514,591,43.5890426666667,75.221106,81.366258,74.519983,481,736,646,0.0138433333333333,43.9802099601187
"SNRPD2","Snrpd2",11.000667,17.114655,19.9864,207,574,681,16.0339073333333,237.468029,233.369559,249.811926,682,931,1043,0.163167666666667,14.6444126857034
"SNRPD3","Snrpd3",58.588204,60.896605,63.40203,672,1149,1201,60.9622796666667,43.952845,34.769973,34.856953,1322,1497,1246,0.0828443333333333,57.2217794924663
"SNRPE","Snrpe",37.57702,43.160689,48.331626,127,258,281,43.0231116666667,72.23288,90.121464,82.408472,191,287,258,0,44.0231116666667
"SNRPF","Snrpf",4.68868,5.374349,6.078907,44,87,90,5.38064533333333,20.721453,26.19441,20.617266,265,434,384,0.143142666666667,5.58167017940018
"SNRPG","Snrpg",20.063775,33.593682,24.715745,69,172,156,26.1244006666667,52.267304,50.405491,49.739005,174,225,244,0.159409666666667,23.3950099317785
"SNRPN","Snrpn",284.973345,318.645624,328.470971,7557,14840,14752,310.696646666667,317.677227,361.052997,311.94669,6191,9348,8755,4.65657566666667,55.1034168080606
"SNTA1","Snta1",11.487818,13.601906,14.665584,309,708,782,13.2517693333333,2.117177,2.335599,3.14283,66,101,151,0,14.2517693333333
"SNTB1","Sntb1",1.210695,0.589282,0.673591,88,76,74,0.824522666666667,0.347832,1.026753,0.672757,13,105,75,0.105183333333333,1.65087783324034
"SNTB2","Sntb2",2.849131,1.023144,0.819657,433,273,219,1.56397733333333,2.942789,2.367041,2.409157,386,333,344,5.091485,0.420911704343577
"SNTG1","Sntg1",5.264172,6.21398,5.86596,301,477,418,5.78137066666667,3.284205,8.943632,6.582291,80,398,312,0.181745666666667,5.73843497627944
"SNTG2","Sntg2",1.295268,1.563938,0.745141,19,45,35,1.201449,0.701845,1.60186,3.167859,7,25,23,0.062439,2.07207096125048
"SNTN","Sntn",0.372208,0.537331,0.467202,6,15,13,0.458913666666667,0.107568,0.132788,0.159821,3,5,3,0.144934666666667,1.27423311490263
"SNU13","Snu13",85.302796,102.140966,104.024628,914,1982,1973,97.15613,128.72968,132.54441,127.392809,1408,1767,1945,0.804554,54.3935676072869
"SNUPN","Snupn",4.946976,6.032051,5.633937,91,195,185,5.53765466666667,11.960228,9.67583,9.807129,155,181,197,0,6.53765466666667
"SNURF","Snurf",5010.601969,5831.913573,5621.636156,964,2007,1950,5488.050566,586.142087,696.461741,562.876887,899,1374,1221,0.049464,5230.33716830687
"SNW1","Snw1",28.868414,28.925876,27.223734,916,1607,1513,28.3393413333333,30.695797,32.933742,26.181439,468,637,576,0.147503333333333,25.5679791779835
"SNX1","Snx1",32.946361,42.392491,39.822137,873,1944,1879,38.3869963333333,30.734975,66.840958,25.385778,791,1174,899,0.0358686666666667,38.023156410433
"SNX10","Snx10",54.060256,64.985259,64.419312,1658,3078,2490,61.1549423333333,61.707561,48.032974,57.5321,1796,1856,2212,10.4779666666667,5.41515271287888
"SNX11","Snx11",11.342435,9.376805,8.974962,285,424,419,9.89806733333333,8.873954,13.915622,8.919413,237,374,303,4.566474,1.95780440784118
"SNX12","Snx12",24.194444,15.826862,13.875951,474,508,534,17.9657523333333,36.99287,38.064376,37.242988,886,1326,1294,0.270521666666667,14.9275316044722
"SNX13","Snx13",18.626999,11.627059,11.235945,1382,1669,1508,13.830001,4.613718,3.279667,3.513039,410,398,406,0,14.830001
"SNX14","Snx14",15.827009,14.425825,13.548892,688,1053,1006,14.6005753333333,191.151045,187.07775,164.326064,1256,1799,1602,4.48617266666667,2.84361726857789
"SNX15","Snx15",22.466716,27.493931,25.655957,259,512,524,25.2055346666667,52.195073,56.725044,37.429218,365,684,582,0.112746,23.5503292455481
"SNX16","Snx16",12.19395,12.330985,9.833831,404,700,524,11.452922,6.184009,6.645049,6.090867,212,255,210,0.435607333333333,8.67432320165542
"SNX17","Snx17",50.984392,64.690913,65.58836,751,1777,1808,60.4212216666667,34.608463,35.92247,30.940101,847,1155,1067,0.291221666666667,47.5683015955174
"SNX18","Snx18",5.491483,3.379191,3.138815,317,360,355,4.003163,3.524818,1.913411,2.265866,280,195,267,11.4203736666667,0.402819040253781
"SNX19","Snx19",17.210817,12.966274,13.515333,1217,1484,1440,14.5641413333333,19.201023,14.777858,13.65162,974,1085,1048,0.012705,15.3688797165348
"SNX2","Snx2",26.294854,28.03831,30.733229,696,1286,1330,28.3554643333333,34.370519,43.428078,30.377826,474,639,595,0.0423383333333333,28.1630862020169
"SNX20","Snx20",0.487439,0.493128,0.47002,9,18,18,0.483529,0.069788,0.050867,0.077012,3,3,5,0.0445556666666667,1.42024886498789
"SNX21","Snx21",28.120634,32.501018,37.626619,341,709,745,32.7494236666667,6.676364,8.187791,8.424112,202,293,305,0,33.7494236666667
"SNX24","Snx24",4.91494,5.351874,6.020953,135,246,267,5.42925566666667,8.059663,5.919511,6.617221,138,162,171,0.0239106666666667,6.27911777459752
"SNX25","Snx25",41.267251,25.797503,26.82029,760,978,871,31.2950146666667,6.448064,3.877872,4.460421,259,232,292,2.113895,10.3712600028796
"SNX27","Snx27",38.339391,20.348681,20.84537,2329,2544,2326,26.5111473333333,10.612813,11.690656,10.0755,1007,1615,1465,0,27.5111473333333
"SNX29","Snx29",4.471674,2.444137,2.360289,119,92,80,3.09203333333333,4.642609,3.661739,3.156713,559,637,567,0.0345836666666667,3.95524640990853
"SNX3","Snx3",81.580682,92.290947,87.361985,1233,2430,2368,87.0778713333333,49.310698,41.594389,45.732067,830,931,1086,0,88.0778713333333
"SNX30","Snx30",8.323479,3.008879,2.895635,930,596,580,4.74266433333333,14.833923,10.469499,12.163987,1540,1775,1648,0.0356633333333333,5.54491420957261
"SNX31","Snx31",0.089023,0.202584,0.380108,3,12,17,0.223905,0,0.042372,0.714022,0,2,8,6.60603833333333,0.160912283946329
"SNX32","Snx32",40.522526,44.205693,35.805263,679,1393,1352,40.1778273333333,22.067197,13.927322,17.62644,444,397,513,0,41.1778273333333
"SNX33","Snx33",2.143314,1.889269,2.125881,149,238,272,2.05282133333333,1.243204,0.412529,0.449962,95,40,65,0,3.05282133333333
"SNX4","Snx4",12.642073,11.864327,10.448996,493,819,694,11.6517986666667,35.535447,31.993807,22.860129,884,1070,802,0.226492666666667,10.3154295256012
"SNX5","Snx5",98.046021,108.550491,99.40178,1133,2129,2179,101.999430666667,19.843561,19.234339,17.216741,326,481,441,0,102.999430666667
"SNX6","Snx6",139.623004,123.061969,118.530494,510,936,897,127.071822333333,36.056706,37.568642,36.561322,852,1338,1260,1.15275566666667,59.4920381891922
"SNX7","Snx7",8.168663,7.428618,6.896393,141,244,222,7.49789133333333,4.372573,4.60957,2.522738,112,56,62,0.042147,8.1542156080988
"SNX8","Snx8",5.644412,6.676651,7.892344,164,391,371,6.73780233333333,10.367099,9.891176,8.118073,191,290,243,0.065664,7.26101504163914
"SNX9","Snx9",3.590481,3.577441,3.255695,176,295,278,3.474539,10.065351,7.679349,6.564078,681,706,636,0,4.474539
"SOAT1","Soat1",11.12734,6.458381,6.69906,527,470,436,8.094927,4.847767,4.07247,3.874147,359,444,455,0,9.094927
"SOAT2","Soat2",0.039007,0,0.017117,1,0,1,0.018708,0.178592,0,0,1,0,0,0,1.018708
"SOBP","Sobp",17.859856,6.959914,6.788342,1183,861,872,10.5360373333333,13.838511,13.763173,9.503392,1103,1564,1228,0,11.5360373333333
"SOCS1","Socs1",0.081097,0.156713,0.138194,3,11,10,0.125334666666667,9.494743,8.150083,13.649519,136,167,353,0.040414,1.08162199534672
"SOCS2","Socs2",11.16858,7.062923,5.018395,207,267,231,7.749966,87.528895,76.975872,82.190236,1378,1676,1894,0.355432666666667,6.45547817695604
"SOCS3","Socs3",0.579403,0.893649,1.820515,20,30,36,1.09785566666667,29.443571,26.320196,23.725467,1192,1501,1489,0.301171,1.61228283343747
"SOCS4","Socs4",2.610174,1.369033,1.483055,268,235,200,1.820754,6.125006,4.087041,4.429525,535,601,668,0.263994,2.23161977034701
"SOCS5","Socs5",29.351185,24.343037,21.820378,1890,2640,2299,25.1715333333333,6.23256,5.181666,4.777067,459,524,509,0.0438033333333333,25.0732417664886
"SOCS6","Socs6",5.543776,5.037259,3.300274,331,288,231,4.627103,2.336015,2.011323,1.884838,214,250,240,1.25931233333333,2.49062642512021
"SOCS7","Socs7",19.338346,8.350413,7.724701,1823,1397,1272,11.8044866666667,11.294335,15.787084,8.542439,1276,1914,1588,3.47045866666667,2.86424450406878
"SOD1","Sod1",224.699335,332.673337,353.380391,1471,3797,4105,303.584354333333,140.388917,124.961967,125.993375,1559,1882,1992,0,304.584354333333
"SOD2","Sod2",69.863577,79.613355,64.192761,2944,3968,3658,71.223231,70.785182,64.046531,55.76551,2804,3206,2912,0.0451963333333333,69.1001572591306
"SOD3","Sod3",3.018888,3.069166,2.87081,165,308,294,2.986288,1.75822,0,0.104297,3,0,3,0.0369033333333333,3.84441622652063
"SOGA1","Soga1",5.341287,0.861914,1.051462,448,132,227,2.418221,13.01797,13.652438,9.232779,3040,4333,3164,0,3.418221
"SOGA3","Soga3",32.989769,13.80159,15.317238,772,649,606,20.7028656666667,3.060568,1.853634,1.517115,155,128,144,0.133258666666667,19.1508490559378
"SOHLH1","Sohlh1",0,0,0,0,0,0,0,0.992671,0.621705,1.622251,18,26,48,0.545444333333333,0.647063099220871
"SOHLH2","Sohlh2",0,0,0,0,0,0,0,2.91889,4.136267,4.43632,93,178,204,0,1
"SON","Son",70.431034,28.371256,25.629868,4197,2757,2828,41.477386,62.547342,52.676661,48.981593,2740,3379,3100,0,42.477386
"SORBS1","Sorbs1",107.902157,45.890592,47.501041,1255,881,852,67.09793,25.879202,22.911379,18.906616,1180,1628,1487,0.141870666666667,59.6371655634088
"SORBS2","Sorbs2",51.018506,19.344764,16.439903,2215,1306,1054,28.934391,34.457558,49.972304,35.421807,649,1553,1080,0,29.934391
"SORBS3","Sorbs3",8.096022,6.031391,6.079421,346,483,488,6.73561133333333,16.372407,6.668212,5.443032,63,72,85,22.0054616666667,0.336251080087721
"SORCS1","Sorcs1",5.839824,2.756614,2.205352,576,449,370,3.60059666666667,1.735789,1.249425,0.730925,155,174,114,0,4.60059666666667
"SORCS2","Sorcs2",8.837901,3.138546,3.58234,754,491,574,5.18626233333333,5.586805,4.52766,3.015235,215,252,223,0.140617333333333,5.4236089111978
"SORCS3","Sorcs3",12.810634,2.552596,2.94271,950,372,384,6.10198,7.048662,5.432636,4.483659,450,585,587,0,7.10198
"SORD","Sord",6.220302,9.241537,9.234912,211,555,563,8.23225033333333,9.712526,13.502989,8.816159,436,694,585,0,9.23225033333333
"SORL1","Sorl1",182.538936,16.285818,37.98966,5973,1818,2183,78.938138,5.368521,2.203576,2.98304,811,479,622,0,79.938138
"SORT1","Sort1",81.068966,29.033145,28.233045,8351,5327,5267,46.1117186666667,28.561186,30.905748,24.032096,2397,3683,3125,0.0180663333333333,46.2756866857726
"SOS1","Sos1",8.285258,3.404356,3.255785,1083,768,718,4.98179966666667,13.996217,10.651108,9.762122,1425,1600,1633,0.191553333333333,5.02016947066295
"SOS2","Sos2",16.269644,8.081139,8.161397,647,630,604,10.8373933333333,8.354486,8.773914,7.517501,706,1001,903,2.52299733333333,3.36003471286571
"SOST","Sost",0,0.079213,0.057468,0,4,3,0.0455603333333333,0,0,0,0,0,0,16.8570083333333,0.0585518197570422
"SOSTDC1","Sostdc1",1.926756,3.59774,2.492528,47,155,106,2.67234133333333,0.159979,0.147593,0.142177,4,6,5,0.0184956666666667,3.60565238863723
"SOWAHA","Sowaha",19.473175,11.24884,8.321811,896,1013,768,13.0146086666667,0.252473,0.458742,0.239192,11,28,18,7.01163933333333,1.74928102521506
"SOWAHB","Sowahb",3.827009,1.999017,2.057944,208,204,215,2.62799,0.387098,0.060854,0.203968,23,5,19,0.076559,3.36998715351411
"SOWAHC","Sowahc",2.635119,2.068617,1.812011,174,243,206,2.17191566666667,2.539663,1.161772,1.258267,173,109,130,0,3.17191566666667
"SOWAHD","Sowahd",0.050865,0,0,1,0,0,0.016955,0.195797,0.20908,0.174571,4,6,6,0.676944333333333,0.606433367992935
"SOX1","Sox1",2.352814,1.731438,1.850508,138,196,216,1.97825333333333,0.0479,0,0.009838,3,0,1,0,2.97825333333333
"SOX10","Sox10",14.299477,9.064807,11.382642,431,636,827,11.5823086666667,0.610348,0.252562,0.218982,8,7,2,0.879894333333333,6.69309356571992
