"Mm_genes","Human_Symbol","mDRG1_read","mDRG1_TPM","mDRG2_read","mDRG2_TPM","mDRG3_read","mDRG3_TPM","mDRG_Avg_TPM","Hs_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"Acaa2","ACAA2",1153,6.62506,1196,6.34726,1042,6.30771,6.42667666667,"ACAA2",20.963765,13.131852,15.757114,326,408,95,16.617577,0.421549266773178
"Acaca","ACACA",5525,3.15292,5803,3.05863,5229,3.14371,3.11842,"ACACA",22.195442,21.317759,10.804532,2827,4307,669,18.105911,0.215557373841007
"Acacb","ACACB",288,0.428874,328,0.451134,279,0.437708,0.439238666667,"ACACB",2.966425,2.245241,1.899891,253,405,100,2.370519,0.427008026558224
"Acad11","ACAD11",684,1.6498,782,1.74211,723,1.8372,1.74303666667,"ACAD11",11.338964,9.925988,11.505482,562,777,163,10.923478,0.230053401085656
"Acad12","ACAD10",291,2.0378,312,2.01799,302,2.22802,2.09460333333,"ACAD10",3.266996,2.897114,5.625146,122,192,60,3.929752,0.627740164886591
"Acad8","ACAD8",735,4.48563,751,4.23322,639,4.10848,4.27577666667,"ACAD8",14.2754,12.586996,10.959902,352,475,104,12.6074326666667,0.387712862220789
"Acad9","ACAD9",1057,6.10441,1133,6.04357,966,5.87746,6.00848,"ACAD9",41.203767,34.89229,35.359212,975,1301,247,37.1517563333333,0.183700061899291
"Acadl","ACADL",3283,15.708,3290,14.5392,2889,14.5627,14.9366333333,"ACADL",25.651733,24.871783,24.52402,840,1274,288,25.0158453333333,0.612574111242922
"Acadm","ACADM",1534,10.6882,1588,10.2194,1361,9.99038,10.2993266667,"ACADM",58.745312,36.227401,29.691039,514,691,140,41.554584,0.265525487611393
"Acads","ACADS",332,5.69511,370,5.8622,310,5.60235,5.71988666667,"ACADS",6.529714,5.634912,4.78439,176,254,53,5.649672,1.01055911730233
"Acadsb","ACADSB",1236,5.00309,1298,4.85276,1148,4.89559,4.91714666667,"ACADSB",140.109473,139.144093,71.864677,1218,1759,269,117.039414333333,0.0501285668019368
"Acadvl","ACADVL",2096,62.2142,2226,61.0265,1855,58.0078,60.4161666667,"ACADVL",29.417193,26.697487,39.322243,974,1271,339,31.8123076666667,1.87174176502957
"Acan","ACAN",25,0.0629733,37,0.0860821,32,0.0849201,0.0779918333333,"ACAN",4.519357,3.856825,3.878308,545,722,134,4.08483,0.212001548396564
"Acap1","ACAP1",19,0.211048,28,0.287263,11,0.128725,0.209012,"ACAP1",0.160375,0.198819,0.333643,9,13,3,0.230945666666667,0.982181450196692
"Acap2","ACAP2",2522,3.59664,2425,3.19418,2265,3.40302,3.39794666667,"ACAP2",24.012689,28.211964,19.001302,1829,3174,501,23.741985,0.177752377857718
"Acap3","ACAP3",1843,18.5386,1860,17.2806,1658,17.5703,17.7965,"ACAP3",20.471759,17.416901,14.26148,821,1057,290,17.38338,1.02247247241802
"Acat1","ACAT1",2255,11.7209,2540,12.1939,2009,11.0011,11.6386333333,"ACAT1",41.162205,35.798947,46.975877,1423,1790,443,41.312343,0.298698498764297
"Acat2","ACAT2",4907,42.6482,5210,41.8232,4290,39.2813,41.2509,"ACAT2",40.665782,41.068989,46.124782,1183,1881,412,42.619851,0.968616330211673
"Acbd3","ACBD3",1927,10.6203,1892,9.63096,1682,9.76615,10.0058033333,"ACBD3",10.456161,8.817061,9.958128,748,956,223,9.74378333333333,1.02438805696628
"Acbd4","ACBD4",1209,17.8389,1276,17.3895,1043,16.2133,17.1472333333,"ACBD4",37.992496,31.489029,41.145971,339,368,124,36.875832,0.479124348563485
"Acbd5","ACBD5",3686,12.0717,3999,12.0965,3332,11.4964,11.8882,"ACBD5",39.799716,34.501608,29.768931,1629,2629,472,34.690085,0.361114298270794
"Acbd6","ACBD6",803,0.935605,895,0.963152,731,0.897301,0.932019333333,"ACBD6",35.28567,29.491404,43.187113,614,762,206,35.9880623333333,0.0522335913658251
"Acbd7","ACBD7",20,0.64322,26,0.772321,13,0.440471,0.618670666667,"ACBD7",0.916559,0.914463,0.98258,6,9,2,0.937867333333333,0.83528456196365
"Accs","ACCS",221,2.08176,241,2.09677,223,2.21303,2.13052,"ACCS",3.86236,2.573998,5.720381,126,178,54,4.05224633333333,0.619629327918096
"Accsl","ACCSL",11,0.123744,13,0.135074,24,0.284438,0.181085333333,"ACCSL",0.100077,0.118829,0.067827,4,3,1,0.0955776666666667,1.07804801911168
"Acd","ACD",744,22.0247,762,20.8347,731,22.7981,21.8858333333,"ACD",11.708988,8.977386,15.558951,321,353,126,12.081775,1.74944404205851
"Ace","ACE",138,0.9727,237,1.54292,123,0.913374,1.142998,"ACE",6.85104,5.450423,6.464917,583,638,164,6.25546,0.295363491770336
"Ace2","ACE2",48,0.151766,63,0.183979,43,0.143234,0.159659666667,"ACE2",0.703129,0.439627,0.086061,42,48,2,0.409605666666667,0.822683743467972
"Acer1","ACER1",7,0.0379391,3,0.0150178,5,0.0285498,0.0271689,"ACER1",0.021691,0.013217,0,1,1,0,0.011636,1.01535423808564
"Acer2","ACER2",164,0.42124,123,0.2918,104,0.281425,0.331488333333,"ACER2",3.578901,3.612412,3.507171,293,419,95,3.56616133333333,0.291599055778654
"Acer3","ACER3",1535,2.07495,1585,1.9789,1417,2.01796,2.02393666667,"ACER3",5.33321,5.297838,3.312498,588,759,160,4.64784866666667,0.535413897422063
"Ache","ACHE",1971,44.0295,2243,46.2787,1766,41.5616,43.9566,"ACHE",133.05904,101.056948,116.214608,3230,4242,1133,116.776865333333,0.381709938303786
"Acin1","ACIN1",2198,7.61988,2253,7.214,1930,7.0489,7.29426,"ACIN1",66.142631,56.196921,48.187616,1860,2205,484,56.8423893333333,0.143394145636031
"Ackr1","ACKR1",3242,269.806,3228,248.123,2902,254.437,257.455333333,"ACKR1",114.430787,96.035182,148.031874,588,717,265,119.499281,2.1448703360562
"Ackr2","ACKR2",9,0.109818,13,0.14651,5,0.0642753,0.106867766667,"ACKR2",0.032776,0.296782,0.051631,2,4,1,0.127063,0.982081539955619
"Ackr3","ACKR3",148,1.79854,188,2.11014,113,1.44671,1.78513,"ACKR3",1.888017,2.183048,2.652716,122,214,54,2.24126033333333,0.859273774265381
"Ackr4","ACKR4",337,1.22275,398,1.33378,359,1.37229,1.30960666667,"ACKR4",0.090908,0.281831,0.055977,4,16,1,0.142905333333333,2.02082062206669
"Acly","ACLY",18275,54.9188,19582,54.352,16975,53.7424,54.3377333333,"ACLY",104.42968,115.808562,122.784102,7508,12430,2500,114.340781333333,0.479775953427736
"Acmsd","ACMSD",29,0.116711,23,0.0854939,20,0.0847981,0.0956676666667,"ACMSD",0.250152,0.082175,0.159311,10,6,2,0.163879333333333,0.94139283625625
"Aco1","ACO1",834,2.34254,844,2.18957,733,2.16905,2.23372,"ACO1",9.548868,11.643803,10.725997,688,969,232,10.639556,0.277821593882103
"Aco2","ACO2",6267,22.7133,6891,23.0673,6195,23.654,23.1448666667,"ACO2",275.677282,225.355992,267.756615,9127,11839,3130,256.263296333333,0.0938527454589393
"Acod1","ACOD1",0,0,0,0,2,0.0340765,0.0113588333333,"ACOD1",0.108795,0.012087,0,6,1,0,0.040294,0.972185587279461
"Acot11","ACOT11",532,1.36608,514,1.21905,442,1.19572,1.26028333333,"ACOT11",31.291213,30.108627,23.60258,1932,2643,500,28.33414,0.0770529946788963
"Acot12","ACOT12",24,0.0834513,32,0.10277,24,0.0879179,0.0913797333333,"ACOT12",0.079966,0.252288,0,4,14,0,0.110751333333333,0.982559912899767
"Acot13","ACOT13",650,7.4219,781,8.23659,586,7.04926,7.56925,"ACOT13",157.51678,116.485561,68.278891,489,681,163,114.093744,0.0744545246525302
"Acot4","ACOT4",58,0.880576,49,0.687115,42,0.671787,0.746492666667,"ACOT4",3.018317,2.376966,0.237518,67,77,10,1.87760033333333,0.606926766874506
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0.45798,0.176757,0.788994,13,7,7,0.474577,0.776436903600151
"Acot5","ACOT2",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0.45798,0.176757,0.788994,13,7,7,0.474577,0.776436903600151
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT2",0.45798,0.176757,0.788994,13,7,7,0.474577,0.776436903600151
"Acot5","ACOT1",9,0.208614,6,0.128454,4,0.09768,0.144916,"ACOT1",0.45798,0.176757,0.788994,13,7,7,0.474577,0.776436903600151
"Acot6","ACOT6",247,3.5842,231,3.09601,234,3.5773,3.41917,"ACOT6",2.021448,1.857693,1.602341,145,199,36,1.82716066666667,1.56311243718963
"Acot7","ACOT7",8577,14.204,9087,13.8992,8333,14.5385,14.2139,"ACOT7",204.185837,177.859959,182.811225,3634,5205,1369,188.285673666667,0.0803753380025568
"Acot8","ACOT8",518,6.63462,525,6.2107,458,6.1801,6.34180666667,"ACOT8",6.812502,7.054797,4.571108,121,202,29,6.14613566666667,1.0273813721332
"Acot9","ACOT9",1229,5.41724,1321,5.37804,1041,4.83416,5.20981333333,"ACOT9",10.646338,8.355602,7.608419,333,370,83,8.87011966666667,0.629152790751034
"Acox1","ACOX1",4446,25.4091,4575,24.1493,4005,24.1138,24.5574,"ACOX1",38.281042,36.979115,36.155443,2815,4071,907,37.1385333333333,0.670120158439933
"Acox2","ACOX2",8,0.0366892,4,0.0169435,7,0.0338213,0.0291513333333,"ACOX2",0.478907,0.537406,1.920292,7,13,7,0.978868333333333,0.520070646438478
"Acox3","ACOX3",1340,6.43642,1479,6.56149,1216,6.15343,6.38378,"ACOX3",31.578703,26.301488,22.859586,995,1397,328,26.913259,0.264525901472128
"Acoxl","ACOXL",9,0.00490137,11,0.00553303,11,0.0063112,0.00558186666667,"ACOXL",0.032761,0.021899,0,2,2,0,0.01822,0.987588013068561
"Acp2","ACP2",2450,33.9096,2551,32.6108,2179,31.773,32.7644666667,"ACP2",14.948313,13.40809,13.834404,1522,1780,427,14.0636023333333,2.24146030408574
"Acp4","ACP4",63,1.86927,57,1.56208,51,1.59421,1.67518666667,"ACP4",0.091482,0.039542,0,3,2,0,0.0436746666666667,2.56323809718801
"Acp5","ACP5",10,0.172742,15,0.239323,9,0.163789,0.191951333333,"ACP5",0.426923,0.534385,0.367158,5,8,3,0.442822,0.826125005948759
"Acp6","ACP6",197,1.65071,181,1.40081,166,1.46541,1.50564333333,"ACP6",12.775913,9.182779,11.204909,262,304,72,11.0545336666667,0.207859001651688
"Acpp","ACPP",14226,44.6079,15493,44.8704,12554,41.472,43.6501,"ACP3",0.253367,0.296814,0.535873,12,28,9,0.362018,32.7823127153973
"Acr","ACR",18,0.446288,21,0.480902,14,0.365691,0.430960333333,"ACR",0.454999,0.859649,0.600143,13,15,5,0.638263666666667,0.873461557164689
"Acrbp","ACRBP",106,1.21159,114,1.20351,95,1.14398,1.18636,"ACRBP",5.73949,4.783652,6.789045,91,120,35,5.770729,0.322913529695251
"Acsbg1","ACSBG1",1651,4.49609,1683,4.23318,1333,3.82439,4.18455333333,"ACSBG1",108.813398,94.405486,84.872829,4262,5796,1577,96.030571,0.0534321634913392
"Acsbg2","ACSBG2",1,0.00495164,1,0.00457345,2,0.0104333,0.00665279666667,"ACSBG2",0.019263,0,0,1,0,0,0.006421,1.0002303177961
"Acsf2","ACSF2",154,0.533889,179,0.573163,144,0.52594,0.544330666667,"ACSF2",24.630047,17.495217,16.328537,485,643,130,19.4846003333333,0.0753898363422793
"Acsf3","ACSF3",475,1.73899,459,1.55206,400,1.54279,1.61128,"ACSF3",7.137229,5.689405,5.478674,331,399,80,6.10176933333333,0.367694285386534
"Acsl1","ACSL1",1240,2.96023,1385,3.05385,1140,2.86716,2.96041333333,"ACSL1",23.107288,34.423455,39.671238,803,1349,245,32.4006603333333,0.118572905260127
"Acsl3","ACSL3",2186,6.79675,2328,6.68542,1795,5.87976,6.45397666667,"ACSL3",141.226341,139.771625,112.269409,4160,6087,1311,131.089125,0.0564314183069197
"Acsl4","ACSL4",3311,7.08403,3420,6.75838,2842,6.40604,6.74948333333,"ACSL4",21.479562,22.663303,21.725103,816,1113,182,21.9559893333333,0.33758001978496
"Acsl5","ACSL5",2154,7.30228,2123,6.64749,1988,7.10024,7.01667,"ACSL5",45.183423,27.652313,57.118124,754,770,207,43.3179533333333,0.180889896690476
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.0999697130633609
"Acsl6","ACSL6",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.0999697130633609
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"ACSL6",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.0999697130633609
"Acsl6","AC034228.3",4082,10.3933,4417,10.3873,4019,10.7806,10.5204,"",131.3267,112.459272,98.930735,6556,8580,1883,114.238902333333,0.0999697130633609
"Acsm1","ACSM1",0,0,0,0,1,0.00294677,0.000982256666667,"ACSM1",0,0,0,0,0,0,0,1.00098225666667
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.04072,0.018053,0.021651,6,4,1,0.026808,0.977070016984675
"Acsm2","ACSM2B",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.04072,0.018053,0.021651,6,4,1,0.026808,0.977070016984675
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2B",0.04072,0.018053,0.021651,6,4,1,0.026808,0.977070016984675
"Acsm2","ACSM2A",2,0.00669712,1,0.00309281,0,0,0.00326331,"ACSM2A",0.04072,0.018053,0.021651,6,4,1,0.026808,0.977070016984675
"Acsm3","ACSM3",167,0.974762,175,0.943442,134,0.824007,0.914070333333,"ACSM3",3.148108,2.227132,1.721317,12,17,3,2.365519,0.568729617432854
"Acsm4","ACSM4",3,0.0189742,4,0.0233667,1,0.00666325,0.0163347166667,"ACSM4",0,0.044942,0,0,3,0,0.0149806666666667,1.00133406481966
"Acsm5","ACSM5",3,0.0178476,1,0.00549483,1,0.00626763,0.00987002,"ACSM5",1.284788,0.826242,0.714794,53,61,13,0.941941333333333,0.52003116812317
"Acss1","ACSS1",413,1.27195,383,1.08947,352,1.14211,1.16784333333,"ACSS1",9.81163,7.128186,8.411244,436,528,120,8.45035333333333,0.229392833988923
"Acss2","ACSS2",2985,6.83564,3050,6.45103,2588,6.24371,6.51012666667,"ACSS2",41.583731,44.676566,29.155586,1610,2683,462,38.471961,0.190264848170832
"Acss3","ACSS3",116,0.0946835,98,0.0738817,107,0.0920119,0.0868590333333,"ACSS3",2.178701,1.623659,1.218299,157,191,32,1.673553,0.406522344360968
"Acta1","ACTA1",86,4.47468,109,5.23824,234,12.827,7.51330666667,"ACTA1",6.487384,4.455121,0.373325,181,188,1,3.77194333333333,1.78403347902357
"Acta2","ACTA2",175,1.87308,231,2.28363,213,2.40183,2.18618,"ACTA2",15.069679,2.496488,19.462987,408,100,178,12.3430513333333,0.238789458303316
"Actb","ACTB",14586,621.945,16226,639.031,13863,622.754,627.91,"ACTB",907.491548,1110.026367,1271.568006,8257,14043,3318,1096.36197366667,0.573110801259673
"Actbl2","ACTBL2",1,0.0567077,2,0.104753,0,0,0.0538202333333,"ACTBL2",0.053245,0.023264,0,3,2,0,0.025503,1.02761301852193
"Actc1","ACTC1",2,0.0495322,5,0.114373,8,0.208733,0.124212733333,"ACTC1",0.988564,0.518019,0,7,6,0,0.502194333333333,0.748380358244595
"Actg1","ACTG1",52393,2850.29,54873,2757.2,47692,2733.41,2780.3,"ACTG1",576.738602,537.265372,794.751001,13658,19486,5374,636.251658333333,4.36452375388745
"Actg2","ACTG2",27,0.179386,28,0.171822,22,0.15399,0.168399333333,"ACTG2",0.289823,0.066606,0,7,2,0,0.118809666666667,1.04432359510629
"Actl10","ACTL10",35,3.61913,32,3.0562,27,2.94133,3.20555333333,"ACTL10",1.004756,0.51982,0.429127,30,24,4,0.651234333333333,2.54691490385879
"Actl6a","ACTL6A",490,3.6783,519,3.59843,473,3.74072,3.67248333333,"ACTL6A",9.661133,9.129784,11.273125,195,233,70,10.0213473333333,0.423948469457848
"Actl6b","ACTL6B",697,6.73352,780,6.95983,740,7.53156,7.07497,"ACTL6B",20.704586,15.42755,22.289875,464,520,151,19.4740036666667,0.394401121122524
"Actn1","ACTN1",1788,2.98964,1957,3.0223,1883,3.31701,3.10965,"ACTN1",12.095666,7.159796,10.301106,549,556,136,9.85218933333333,0.378693171835557
"Actn2","ACTN2",64,0.13925,54,0.108518,88,0.201716,0.149828,"ACTN2",3.391132,1.608143,1.393511,64,65,10,2.13092866666667,0.36724822645805
"Actn3","ACTN3",33,0.306811,57,0.48947,70,0.685644,0.493975,"ACTN3",2.054218,1.238977,0.7386,99,64,8,1.34393166666667,0.637379929306813
"Actr10","ACTR10",2892,16.71,3037,16.2076,2593,15.7843,16.2339666667,"ACTR10",125.586157,102.534199,134.49901,2166,2556,634,120.873122,0.141409084988403
"Actr1a","ACTR1A",8838,72.4331,9202,69.6562,8072,69.696,70.5951,"ACTR1A",62.352935,67.448044,69.459203,3183,4813,1166,66.4200606666667,1.06192577241921
"Actr1b","ACTR1B",7815,74.3736,8497,74.6879,7110,71.2858,73.4491,"ACTR1B",123.178924,130.20487,102.624512,3860,4762,1235,118.669435333333,0.622122932164138
"Actr2","ACTR2",9563,29.3275,10050,28.467,8511,27.4983,28.4309333333,"ACTR2",48.256756,42.50762,43.211249,3472,4667,970,44.6585416666667,0.644587677551389
"Actr3","ACTR3",7061,25.5921,6933,23.209,6101,23.2962,24.0324333333,"ACTR3",86.343814,65.597556,71.256507,2301,3077,725,74.3992923333333,0.331998253015876
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3C",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.204342164274094
"Actr3b","ACTR3B",1673,2.86315,1820,2.87683,1591,2.86855,2.86951,"ACTR3B",18.979007,15.299471,19.530796,733,908,245,17.9364246666667,0.204342164274094
"Actr5","ACTR5",136,1.47364,120,1.20096,132,1.50685,1.39381666667,"ACTR5",2.728636,2.676546,6.582844,119,122,40,3.99600866666667,0.479145819470156
"Actr8","ACTR8",967,5.35681,996,5.09605,945,5.51513,5.32266333333,"ACTR8",31.072604,22.185834,25.666657,807,980,234,26.308365,0.231528446808515
"Actrt3","ACTRT3",4,0.216546,4,0.200007,1,0.0570339,0.1578623,"ACTRT3",0.623369,0.419144,0.94944,25,25,12,0.663984333333333,0.695837260487028
"Acvr1","ACVR1",528,0.45907,554,0.444887,481,0.440589,0.448182,"ACVR1",6.144111,5.309225,6.386865,369,461,119,5.94673366666667,0.20846948645073
"Acvr1b","ACVR1B",1431,5.60614,1544,5.58684,1373,5.66681,5.61993,"ACVR1B",13.4585,8.663865,10.887607,1310,1277,335,11.003324,0.551508065599162
"Acvr1c","ACVR1C",40,0.0686439,34,0.0538909,34,0.0614702,0.061335,"ACVR1C",1.201653,0.810025,0.726638,142,214,43,0.912772,0.554867490741186
"Acvr2a","ACVR2A",1316,2.29086,1281,2.05962,1112,2.03935,2.12994333333,"ACVR2A",4.606203,3.970851,3.565358,391,502,88,4.04747066666667,0.620101341846332
"Acvr2b","ACVR2B",98,0.462634,110,0.479622,88,0.437661,0.459972333333,"ACVR2B",3.789204,2.330717,0.9235,109,127,16,2.347807,0.436098118360168
"Acvrl1","ACVRL1",181,1.6707,241,2.05462,232,2.25607,1.99379666667,"ACVRL1",17.458956,13.633657,17.679918,292,340,108,16.2575103333333,0.173477900858469
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,0.206014214918514
"Acy1","ABHD14A-ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,0.206014214918514
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ACY1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,0.206014214918514
"Acy1","ACY1",104,3.02336,107,2.873,110,3.36894,3.08843333333,"ABHD14A-ACY1",12.779082,21.125795,22.631306,211,432,94,18.8453943333333,0.206014214918514
"Acy3","ACY3",34,1.53494,53,2.20995,49,2.33051,2.02513333333,"ACY3",6.158622,10.285627,9.358693,103,275,46,8.60098066666667,0.315085868658486
"Acyp2","ACYP2",1322,1.4289,1372,1.36968,1226,1.39607,1.39821666667,"ACYP2",29.073172,29.490531,33.99376,341,557,125,30.8524876666667,0.0752913458994825
"Ada","ADA",99,0.649547,112,0.678717,97,0.670489,0.666251,"ADA",1.274145,1.440488,1.214389,43,65,13,1.309674,0.721422590374226
"Adad1","ADAD1",136,0.361421,177,0.434453,131,0.366767,0.387547,"ADAD1",0,0,0,0,0,0,0,1.387547
"Adal","ADAL",573,5.4719,583,5.14218,458,4.60779,5.07395666667,"ADAL",9.517798,7.488731,9.410691,396,421,98,8.80574,0.619428688367222
"Adam10","ADAM10",3259,4.99665,3564,5.04693,3160,5.10418,5.04925333333,"ADAM10",17.942483,15.258774,16.195392,1596,2130,457,16.4655496666667,0.346353447144874
"Adam11","ADAM11",6366,52.4894,6881,52.4024,6097,52.9621,52.6179666667,"ADAM11",39.428928,35.361299,38.397555,1761,2537,569,37.7292606666667,1.38443042143708
"Adam12","ADAM12",94,0.0418104,96,0.0394387,77,0.036082,0.0391103666667,"ADAM12",0.713418,0.778313,0.354136,68,135,17,0.615289,0.643296875461109
"Adam15","ADAM15",2021,27.3835,2149,26.8939,1833,26.1655,26.8143,"ADAM15",80.742162,70.489617,80.004418,1840,2395,628,77.0787323333333,0.35623401109095
"Adam17","ADAM17",810,2.50817,738,2.11068,688,2.24442,2.28775666667,"ADAM17",12.670071,11.518596,14.986136,520,720,171,13.0582676666667,0.233866415452136
"Adam2","ADAM2",804,2.47571,860,2.44589,730,2.36816,2.42992,"ADAM2",0.054981,0.025221,0.229336,2,2,2,0.103179333333333,3.10912278390519
"Adam21","ADAM21",36,0.56491,42,0.608725,43,0.710868,0.628167666667,"ADAM21",0.370266,0.359962,0.307278,23,33,6,0.345835333333333,1.20978222694926
"Adam22","ADAM22",9686,5.08218,9704,4.70274,8864,4.89981,4.89491,"ADAM22",41.63082,37.523169,26.093372,4496,5385,1022,35.0824536666667,0.16337331309167
"Adam23","ADAM23",10688,11.0308,10762,10.2588,9879,10.7415,10.6770333333,"ADAM23",91.311682,74.987058,56.776911,6057,8635,1731,74.3585503333333,0.154952998454044
"Adam28","ADAM28",3,0.00934694,10,0.0287768,6,0.0196944,0.0192727133333,"ADAM28",0.07544,0.143584,0,4,14,0,0.073008,0.94992088906448
"Adam29","ADAM29",3,0.0129208,1,0.00397799,1,0.00453746,0.00714541666667,"ADAM29",0,0,0,0,0,0,0,1.00714541666667
"Adam33","ADAM33",44,0.516425,41,0.44446,35,0.432779,0.464554666667,"ADAM33",2.53041,1.930884,2.055027,76,79,13,2.172107,0.461697750632939
"Adam7","ADAM7",46,0.196111,38,0.149631,29,0.130252,0.158664666667,"ADAM7",0.040358,0.097821,0,3,5,0,0.0460596666666667,1.10764682320575
"Adam8","ADAM8",338,3.84863,269,2.82902,261,3.13093,3.26952666667,"ADAM8",2.478647,2.541947,0.991776,78,76,21,2.00412333333333,1.42122216464814
"Adamdec1","ADAMDEC1",2,0.0165857,3,0.0229784,0,0,0.0131880333333,"ADAMDEC1",0,0,0,0,0,0,0,1.0131880333333
"Adamts1","ADAMTS1",311,5.19759,379,5.85027,302,5.31732,5.45506,"ADAMTS1",2.691414,2.970973,2.561618,264,405,76,2.741335,1.72533600973984
"Adamts10","ADAMTS10",278,1.45874,312,1.51211,261,1.44284,1.47123,"ADAMTS10",11.833806,11.353123,11.734057,533,786,166,11.6403286666667,0.195503619025096
"Adamts12","ADAMTS12",73,0.0398333,89,0.0448547,67,0.0385161,0.0410680333333,"ADAMTS12",0.164584,0.08406,0.049046,32,17,3,0.09923,0.947088446761187
"Adamts13","ADAMTS13",41,0.175726,34,0.134594,15,0.067731,0.126017,"ADAMTS13",0,0,0.043853,0,0,1,0.0146176666666667,1.10979439545865
"Adamts14","ADAMTS14",48,0.0976068,79,0.148375,49,0.104973,0.116984933333,"ADAMTS14",0.087685,0.079658,0.199128,9,14,5,0.122157,0.995390959850538
"Adamts15","ADAMTS15",623,4.15037,714,4.39331,623,4.37251,4.30539666667,"ADAMTS15",0.823185,0.830961,0.413378,55,46,17,0.689174666666667,3.14082182936085
"Adamts16","ADAMTS16",50,0.0680682,58,0.0729284,39,0.0559349,0.0656438333333,"ADAMTS16",1.494489,1.109385,1.393768,167,183,50,1.33254733333333,0.456858396013957
"Adamts17","ADAMTS17",373,0.184704,385,0.176085,334,0.174244,0.178344333333,"ADAMTS17",11.890968,8.694539,11.826279,103,97,16,10.8039286666667,0.0998264532604766
"Adamts18","ADAMTS18",42,0.0429962,41,0.0387667,39,0.0420619,0.0412749333333,"ADAMTS18",0.38014,0.26705,0.35413,38,41,11,0.333773333333333,0.780698569472049
"Adamts19","ADAMTS19",48,0.0342697,52,0.03429,46,0.0345996,0.0343864333333,"ADAMTS19",0.465309,0.216647,0.145104,47,33,4,0.275686666666667,0.810846785783317
"Adamts2","ADAMTS2",332,0.250764,373,0.260214,307,0.244292,0.251756666667,"ADAMTS2",19.526873,5.180184,24.828687,310,530,142,16.5119146666667,0.0714802858792863
"Adamts20","ADAMTS20",370,0.294113,396,0.290739,373,0.312367,0.299073,"ADAMTS20",3.751597,3.935783,2.995836,472,662,131,3.561072,0.28481747273448
"Adamts3","ADAMTS3",662,0.498179,678,0.47125,599,0.474895,0.481441333333,"ADAMTS3",3.27191,2.048252,1.528996,215,254,42,2.28305266666667,0.451238979007038
"Adamts4","ADAMTS4",23,0.349399,23,0.322713,30,0.48013,0.384080666667,"ADAMTS4",12.562325,15.864071,11.656136,1218,2333,357,13.360844,0.0963787829369221
"Adamts5","ADAMTS5",1236,4.20182,1497,4.70041,1203,4.30853,4.40358666667,"ADAMTS5",1.54468,0.888462,1.126345,358,320,81,1.18649566666667,2.47134570127359
"Adamts6","ADAMTS6",258,0.191725,306,0.210027,269,0.210599,0.204117,"ADAMTS6",2.731915,1.989051,1.395974,280,344,65,2.03898,0.39622406202081
"Adamts7","ADAMTS7",489,1.68649,502,1.59909,397,1.44248,1.57602,"ADAMTS7",0.259872,0.04394,0.234565,19,8,3,0.179459,2.1840691367822
"Adamts8","ADAMTS8",140,1.02126,180,1.21276,145,1.11434,1.11612,"ADAMTS8",0.210193,0.147677,0.166907,16,17,4,0.174925666666667,1.80106713133909
"Adamts9","ADAMTS9",577,0.524349,682,0.572432,625,0.598368,0.565049666667,"ADAMTS9",1.108764,0.923247,0.808643,154,211,37,0.946884666666667,0.803873847004291
"Adamtsl1","ADAMTSL1",164,0.0278428,180,0.0282252,141,0.0252193,0.0270957666667,"ADAMTSL1",3.983811,4.023896,3.886144,398,509,115,3.964617,0.206883182865204
"Adamtsl2","ADAMTSL2",92,0.482358,105,0.50847,99,0.54684,0.512556,"ADAMTSL2",4.492102,2.482548,1.742764,104,129,22,2.90580466666667,0.387258485532729
"Adamtsl3","ADAMTSL3",315,0.175389,266,0.136794,256,0.150167,0.154116666667,"ADAMTSL3",0.345573,0.945448,1.177327,48,86,11,0.822782666666667,0.633161971403612
