"Hs_symbol","Heart","dHs_Avg_TPM","Brain_2_Hippocampus","dHs_Avg__TPM","FoldChange"
"AC007875.3",0.24036,0.24036,0.76758,0.76758,0.701727786012514
"AC007881.4",0,0,11.74184,11.74184,0.0784816007735147
"AC007881.5",0,0,0,0,1
"AC007899.3",0.8223,0.8223,0,0,1.8223
"AC007919.18",0,0,0,0,1
"AC007919.19",0,0,0,0,1
"AC007952.1",0,0,0,0,1
"AC007952.5",0.7464,0.7464,0.41491,0.41491,1.23428345265777
"AC007952.6",0,0,0,0,1
"AC007956.1",0,0,0,0,1
"AC007967.2",0,0,0,0,1
"AC007967.3",0,0,0,0,1
"AC007967.4",0,0,0,0,1
"AC007969.4",0,0,0,0,1
"AC007969.5",0,0,0.80907,0.80907,0.552770207896875
"AC008060.7",0,0,3.79639,3.79639,0.208490135289249
"AC008065.1",0,0,0,0,1
"AC008069.2",0,0,0,0,1
"AC008070.1",0,0,0,0,1
"AC008072.1",0,0,0,0,1
"AC008073.5",137.02057,137.02057,41.09645,41.09645,3.27867480512015
"AC008074.5",0,0,0,0,1
"AC008103.1",0,0,0,0,1
"AC008132.1",0,0,0,0,1
"AC008132.12",0.29097,0.29097,0,0,1.29097
"AC008132.13",0,0,0,0,1
"AC008132.14",0,0,0,0,1
"AC008147.1",0,0,0,0,1
"AC008147.2",0,0,0,0,1
"AC008155.1",0,0,0,0,1
"AC008155.2",0,0,0,0,1
"AC008163.6",0,0,0,0,1
"AC008171.1",0,0,0,0,1
"AC008173.1",0,0,0,0,1
"AC008264.4",0,0,1.47292,1.47292,0.404380246833703
"AC008265.2",0,0,0,0,1
"AC008268.2",0,0,0,0,1
"AC008271.1",0,0,0,0,1
"AC008279.1",0,0,0,0,1
"AC008280.1",0,0,0,0,1
"AC008280.3",0.60724,0.60724,0,0,1.60724
"AC008394.1",0,0,0,0,1
"AC008427.2",0,0,0,0,1
"AC008537.1",0,0,0,0,1
"AC008537.2",0.12651,0.12651,2.15751,2.15751,0.356771633343996
"AC008555.1",0,0,0,0,1
"AC008555.2",0,0,0,0,1
"AC008565.1",0,0,0,0,1
"AC008592.3",1.68255,1.68255,0,0,2.68255
"AC008676.1",0,0,0.51863,0.51863,0.658488242692427
"AC008686.1",0,0,0,0,1
"AC008687.1",0,0,0.02075,0.02075,0.979671809943669
"AC008694.2",0,0,0,0,1
"AC008731.1",3.84584,3.84584,10.64234,10.64234,0.416225604131128
"AC008734.1",0,0,0,0,1
"AC008734.2",0,0,0,0,1
"AC008738.1",0.7464,0.7464,10.64234,10.64234,0.150004208775899
"AC008746.10",0,0,0,0,1
"AC008746.5",6.16093,6.16093,6.51403,6.51403,0.953007906542827
"AC008746.9",0,0,0,0,1
"AC008753.3",0,0,0,0,1
"AC008834.2",0,0,0,0,1
"AC008850.3",0.43013,0.43013,0,0,1.43013
"AC008865.1",87.80905,87.80905,14.87439,14.87439,5.59448583536123
"AC008984.5",0,0,0,0,1
"AC008984.6",0,0,0,0,1
"AC008984.7",0,0,0,0,1
"AC008993.5",12.70138,12.70138,8.81676,8.81676,1.3957130458522
"AC009041.1",0,0,0,0,1
"AC009061.1",0.24036,0.24036,0.2282,0.2282,1.00990066764371
"AC009065.1",8.34951,8.34951,103.12492,103.12492,0.0897912814722931
"AC009093.1",0.32892,0.32892,1.20323,1.20323,0.603168983719358
"AC009107.1",0,0,5.35229,5.35229,0.157423543320598
"AC009113.1",0.75905,0.75905,0.78832,0.78832,0.983632683188691
"AC009120.3",6.56575,6.56575,9.27315,9.27315,0.736458632454505
"AC009120.8",0,0,0,0,1
"AC009133.19",0,0,4.2113,4.2113,0.191890699057817
"AC009161.1",0,0,0,0,1
"AC009166.3",0,0,0,0,1
"AC009223.1",0,0,0,0,1
"AC009229.4",0,0,0.43565,0.43565,0.696548601678682
"AC009234.1",0,0,0,0,1
"AC009237.1",0.58194,0.58194,0.26969,0.26969,1.24592617095512
"AC009237.10",0,0,0,0,1
"AC009237.11",0.39217,0.39217,0,0,1.39217
"AC009237.13",0,0,0,0,1
"AC009237.14",0,0,0,0,1
"AC009237.16",0,0,0,0,1
"AC009237.17",0,0,0,0,1
"AC009237.2",0,0,0,0,1
"AC009237.4",0,0,0,0,1
"AC009237.5",0,0,0,0,1
"AC009237.6",0,0,0,0,1
"AC009237.8",0,0,3.73416,3.73416,0.211230714635754
"AC009237.9",0.10121,0.10121,0.58087,0.58087,0.696584791918374
"AC009238.6",0,0,0,0,1
"AC009238.7",0,0,0,0,1
"AC009238.8",0.45543,0.45543,0,0,1.45543
"AC009245.3",0.24036,0.24036,0.35267,0.35267,0.916971619094088
"AC009263.2",0,0,0,0,1
"AC009274.6",0,0,0,0,1
"AC009294.1",0,0,0,0,1
"AC009299.4",0.15181,0.15181,0.4564,0.4564,0.790861027190332
"AC009299.5",0,0,0,0,1
"AC009302.2",0,0,0,0,1
"AC009302.4",0,0,0,0,1
"AC009303.3",0,0,1.53515,1.53515,0.394453977082224
"AC009310.1",0,0,0,0,1
"AC009313.2",0,0,0,0,1
"AC009336.1",0,0,0.14522,0.14522,0.873194670019734
"AC009362.2",0,0,0,0,1
"AC009365.3",0,0,0,0,1
"AC009403.2",5.19947,5.19947,30.01846,30.01846,0.199863887504409
"AC009413.2",0,0,0,0,1
"AC009414.1",0,0,0,0,1
"AC009469.1",421.53656,421.53656,34.41647,34.41647,11.9305102964807
"AC009474.1",0,0,0,0,1
"AC009474.2",0,0,0,0,1
"AC009476.1",0,0,0,0,1
"AC009477.7",0,0,0,0,1
"AC009480.4",0,0,0,0,1
"AC009487.6",0.0506,0.0506,0.04149,0.04149,1.00874708350536
"AC009487.7",0,0,0,0,1
"AC009494.3",0,0,0,0,1
"AC009498.2",0,0,0,0,1
"AC009500.2",0,0,0,0,1
"AC009502.1",0,0,0,0,1
"AC009502.2",0,0,0,0,1
"AC009506.2",0,0,0,0,1
"AC009517.2",0,0,0,0,1
"AC009518.2",0,0,0,0,1
"AC009518.3",0,0,0,0,1
"AC009541.1",0,0,0,0,1
"AC009784.4",0,0,0,0,1
"AC009892.10",0,0,7.34384,7.34384,0.119848894513797
"AC009892.2",0,0,0,0,1
"AC009892.5",0,0,0,0,1
"AC009892.9",0,0,0,0,1
"AC009945.3",0,0,0,0,1
"AC009945.4",0,0,0,0,1
"AC009947.2",0,0,0,0,1
"AC009947.3",0,0,0,0,1
"AC009947.5",0,0,0,0,1
"AC009948.7",0.45543,0.45543,2.28198,2.28198,0.443460959542715
"AC009951.1",0.08856,0.08856,0.08298,0.08298,1.00515244972206
"AC009951.2",0,0,4.39801,4.39801,0.185253454513793
"AC009960.1",0,0,0,0,1
"AC009960.2",0,0,0,0,1
"AC009960.3",0,0,0,0,1
"AC009960.4",0,0,0,0,1
"AC009960.5",0,0,0,0,1
"AC009960.6",0,0,0,0,1
"AC009960.7",0,0,0,0,1
"AC009961.2",0.41748,0.41748,0.41491,0.41491,1.00181636994579
"AC009961.5",0,0,0,0,1
"AC009963.3",30.41247,30.41247,323.91723,323.91723,0.0966783755973791
"AC009963.4",0,0,0,0,1
"AC009963.5",0,0,0,0,1
"AC009963.6",0,0,0,0,1
"AC009965.1",0,0,0,0,1
"AC009967.3",0.12651,0.12651,0.78832,0.78832,0.629926411380514
"AC009967.6",0,0,0.2282,0.2282,0.814199641752158
"AC009969.1",0,0,0,0,1
"AC009974.11",0,0,0,0,1
"AC010086.1",0,0,0,0,1
"AC010086.4",0,0,0,0,1
"AC010086.5",0,0,0,0,1
"AC010091.4",0,0,0,0,1
"AC010095.6",0,0,0,0,1
"AC010095.7",0,0,0,0,1
"AC010132.11",2.17593,2.17593,0,0,3.17593
"AC010138.3",0,0,0,0,1
"AC010141.1",0,0,0,0,1
"AC010141.4",0,0,0,0,1
"AC010141.6",0,0,0,0,1
"AC010141.8",0,0,0,0,1
"AC010146.1",0,0,0,0,1
"AC010150.1",0,0,0.78832,0.78832,0.559184038650801
"AC010153.3",0,0,0,0,1
"AC010154.2",0,0,0,0,1
"AC010170.1",0,0,0,0,1
"AC010240.2",0.0759,0.0759,0,0,1.0759
"AC010240.3",0,0,0,0,1
"AC010243.1",0,0,0,0,1
"AC010296.1",0,0,0.66385,0.66385,0.601015716560988
"AC010325.1",0,0,3.15329,3.15329,0.240772977567182
"AC010335.1",1.60665,1.60665,0.08298,0.08298,2.40692348889176
"AC010336.1",0,0,38.12988,38.12988,0.0255559178816802
"AC010336.2",0.11386,0.11386,0.10373,0.10373,1.00917796924973
"AC010423.1",0,0,0,0,1
"AC010468.1",0.37952,0.37952,0.39416,0.39416,0.989499053193321
"AC010468.3",0,0,0,0,1
"AC010487.1",103.52131,103.52131,0,0,104.52131
"AC010492.2",0.22771,0.22771,0,0,1.22771
"AC010492.4",0,0,0,0,1
"AC010492.5",0,0,0,0,1
"AC010507.5",0.06325,0.06325,28.5248,28.5248,0.0360120983037988
"AC010518.3",0,0,0,0,1
"AC010525.1",0,0,0,0,1
"AC010525.5",4.60488,4.60488,0,0,5.60488
"AC010536.1",0.72109,0.72109,2.199,2.199,0.53800875273523
"AC010536.2",0.03795,0.03795,0.78832,0.78832,0.580405072917599
"AC010547.9",0.30362,0.30362,0,0,1.30362
"AC010606.1",0,0,0,0,1
"AC010615.1",0,0,0,0,1
"AC010620.1",3.55487,3.55487,15.7042,15.7042,0.272678128853821
"AC010642.1",0.64519,0.64519,0.35267,0.35267,1.2162537795619
"AC010677.5",0,0,0,0,1
"AC010731.6",0,0,0,0,1
"AC010733.5",1.08797,1.08797,0,0,2.08797
"AC010733.7",0,0,0,0,1
"AC010740.1",0,0,0,0,1
"AC010746.4",0,0,0,0,1
"AC010747.2",0,0,0,0,1
"AC010872.2",0,0,0,0,1
"AC010878.3",0,0,0,0,1
"AC010886.2",0,0,0,0,1
"AC010894.4",0,0,0,0,1
"AC010900.2",0.18976,0.18976,0.35267,0.35267,0.879564121330406
"AC010904.1",0,0,0,0,1
"AC010967.1",0,0,0,0,1
"AC010975.2",0,0,0,0,1
"AC010980.2",1.17652,1.17652,19.89475,19.89475,0.104165878988741
"AC010984.3",0,0,3.54745,3.54745,0.219903462380015
"AC010984.4",0,0,0,0,1
"AC010997.1",0,0,1.68037,1.68037,0.373082820655357
"AC011225.1",0,0,0,0,1
"AC011233.2",0,0,0,0,1
"AC011239.1",0,0,0,0,1
"AC011242.5",0,0,0,0,1
"AC011242.6",2.66931,2.66931,0.60161,0.60161,2.29101341774839
"AC011290.5",3.66873,3.66873,2.90434,2.90434,1.19577956837775
"AC011294.3",0,0,0,0,1
"AC011298.2",0,0,0.14522,0.14522,0.873194670019734
"AC011322.1",0,0,3.21552,3.21552,0.237218658670816
"AC011330.5",0,0,0.08298,0.08298,0.923378086391254
"AC011330.6",0,0,0,0,1
"AC011366.3",0,0,0,0,1
"AC011385.1",0.41748,0.41748,0.18671,0.18671,1.19446199998315
"AC011385.2",0,0,8.8375,8.8375,0.101651842439644
"AC011406.2",0,0,0,0,1
"AC011431.1",0,0,0,0,1
"AC011443.1",0,0,4.16981,4.16981,0.19343070635091
"AC011450.1",1.44219,1.44219,0.70534,0.70534,1.43208392461327
"AC011450.2",0,0,0,0,1
"AC011467.1",0,0,0,0,1
"AC011475.1",0,0,0,0,1
"AC011483.1",0,0,0,0,1
"AC011484.1",0.31627,0.31627,12.88284,12.88284,0.0948127328414071
"AC011491.1",0,0,0,0,1
"AC011497.1",0.06325,0.06325,1.41068,1.41068,0.441058124678514
"AC011498.1",0.0506,0.0506,0.26969,0.26969,0.827446069513031
"AC011500.1",0,0,0,0,1
"AC011515.2",0,0,0,0,1
"AC011537.1",0,0,0.72609,0.72609,0.579344066647741
"AC011551.1",0,0,0,0,1
"AC011718.1",0,0,0.29043,0.29043,0.774935486620739
"AC011737.2",0,0,0,0,1
"AC011742.3",0,0,0,0,1
"AC011742.5",0,0,0,0,1
"AC011753.6",0,0,0,0,1
"AC011753.7",0,0,0,0,1
"AC011816.1",0,0,0,0,1
"AC011816.3",0.22771,0.22771,0,0,1.22771
"AC011897.1",0.69579,0.69579,2.82136,2.82136,0.443766093746729
"AC011933.1",0,0,0,0,1
"AC011933.2",0,0,0,0,1
"AC011997.1",0,0,0.85056,0.85056,0.54037696697216
"AC011998.2",0,0,0,0,1
"AC011998.4",0,0,0,0,1
"AC011999.1",0,0,0,0,1
"AC012005.2",0,0,0,0,1
"AC012065.5",0,0,0,0,1
"AC012066.1",0.15181,0.15181,0.4564,0.4564,0.790861027190332
"AC012074.1",0,0,7.11564,7.11564,0.123218871216565
"AC012075.1",0,0,0,0,1
"AC012078.2",0,0,0,0,1
"AC012123.1",0,0,0,0,1
"AC012215.1",0,0,0.02075,0.02075,0.979671809943669
"AC012306.2",0,0,0,0,1
"AC012313.1",6.4772,6.4772,17.675,17.675,0.400385542168675
"AC012314.19",0,0,0,0,1
"AC012314.2",0,0,0,0,1
"AC012314.21",0,0,0,0,1
"AC012318.1",5.17417,5.17417,6.51403,6.51403,0.821685566866249
"AC012354.8",0,0,0,0,1
"AC012358.4",0.26567,0.26567,1.90857,1.90857,0.435151981901759
"AC012362.3",0,0,0,0,1
"AC012363.10",0,0,0,0,1
"AC012363.7",0.34157,0.34157,0.51863,0.51863,0.883408071748879
"AC012363.8",0.68314,0.68314,0,0,1.68314
"AC012365.3",0,0,0,0,1
"AC012379.1",0.70844,0.70844,5.7257,5.7257,0.254016682278425
"AC012414.1",0,0,0,0,1
"AC012454.4",0,0,1.72186,1.72186,0.367395824913846
"AC012493.1",0,0,0,0,1
"AC012497.2",0,0,0,0,1
"AC012501.1",0,0,0,0,1
"AC012501.3",0,0,0,0,1
"AC012512.1",0,0,0,0,1
"AC012513.4",0.08856,0.08856,0,0,1.08856
"AC012615.1",3.39041,3.39041,27.1971,27.1971,0.155704310017697
"AC012671.2",0,0,0,0,1
"AC013262.1",0,0,0,0,1
"AC013267.1",0,0,0,0,1
"AC013268.2",0,0,0,0,1
"AC013268.3",0,0,0,0,1
"AC013268.4",0,0,0,0,1
"AC013269.1",0,0,0,0,1
"AC013269.5",0,0,0,0,1
"AC013399.3",0,0,0,0,1
"AC013401.4",0,0,0,0,1
"AC013403.13",0,0,0,0,1
"AC013404.1",0,0,0,0,1
"AC013409.1",0,0,0,0,1
"AC013410.1",0,0,0,0,1
"AC013410.2",0,0,0,0,1
"AC013429.4",0,0,0,0,1
"AC013429.5",0.13916,0.13916,0,0,1.13916
"AC013437.2",0,0,0,0,1
"AC013437.4",0,0,0,0,1
"AC013437.6",0,0,0,0,1
"AC013437.7",0,0,0,0,1
"AC013439.4",0,0,0,0,1
"AC013442.1",0,0,0,0,1
"AC013444.1",0,0,0,0,1
"AC013461.1",343.64572,343.64572,9.97849,9.97849,31.3928163162694
"AC013467.1",0,0,0,0,1
"AC013468.1",0,0,0,0,1
"AC013470.6",0,0,0,0,1
"AC013470.8",0,0,0,0,1
"AC013474.4",0,0,0,0,1
"AC013717.3",0,0,0.85056,0.85056,0.54037696697216
"AC013718.1",0,0,0,0,1
"AC013733.5",0,0,0,0,1
"AC013734.2",0,0,0,0,1
"AC013791.2",0,0,0,0,1
"AC015688.3",0,0,6.11987,6.11987,0.14045200263488
"AC015691.7",0,0,0.31118,0.31118,0.762671791821108
"AC015726.1",0,0,1.28621,1.28621,0.437405137760748
"AC015804.1",0,0,0,0,1
"AC015815.1",0,0,0,0,1
"AC015815.2",0,0,0,0,1
"AC015815.3",0,0,0,0,1
"AC015815.4",0,0,0,0,1
"AC015815.5",0,0,0,0,1
"AC015815.6",0,0,0,0,1
"AC015815.7",0,0,0,0,1
"AC015815.8",0,0,0,0,1
"AC015818.3",0,0,0,0,1
"AC015818.5",0,0,0,0,1
"AC015818.6",0,0,0,0,1
"AC015849.14",0,0,0,0,1
"AC015849.15",0,0,0.04149,0.04149,0.960162843618278
"AC015871.1",0,0,0,0,1
"AC015871.2",1.35363,1.35363,2.36497,2.36497,0.699450515160611
"AC015922.5",0.20241,0.20241,0,0,1.20241
"AC015922.7",11.68932,11.68932,13.29774,13.29774,0.88750529804011
"AC015977.5",0,0,0,0,1
"AC015987.2",106.40569,106.40569,52.52712,52.52712,2.00656583055468
"AC015989.1",0,0,0,0,1
"AC016251.1",0,0,0,0,1
"AC016292.3",0,0,0,0,1
"AC016405.1",0,0,0,0,1
"AC016561.1",0,0,0,0,1
"AC016586.1",0.08856,0.08856,0.12447,0.12447,0.968064955045488
"AC016626.1",0,0,0,0,1
"AC016629.2",4.71874,4.71874,19.62506,19.62506,0.277271435816429
"AC016691.2",0,0,0,0,1
"AC016694.2",0,0,0,0,1
"AC016696.1",0,0,0,0,1
"AC016697.1",0,0,0,0,1
"AC016697.2",0,0,0,0,1
"AC016697.6",0.25302,0.25302,0,0,1.25302
"AC016700.4",0,0,0,0,1
"AC016700.6",0,0,0,0,1
"AC016708.2",0,0,4.2113,4.2113,0.191890699057817
"AC016712.1",0.11386,0.11386,0.33192,0.33192,0.836281458345847
"AC016712.2",0,0,4.00384,4.00384,0.199846517874273
"AC016716.1",0,0,0,0,1
"AC016717.1",0,0,5.60123,5.60123,0.151486919861905
"AC016722.1",0.25302,0.25302,0.49789,0.49789,0.836523376215877
"AC016722.2",1.11327,1.11327,8.33961,8.33961,0.226269619395242
"AC016724.6",0,0,0,0,1
"AC016727.3",0,0,0,0,1
"AC016732.2",0,0,0,0,1
"AC016734.1",0,0,0,0,1
"AC016734.2",0.15181,0.15181,0,0,1.15181
"AC016734.3",0.13916,0.13916,0,0,1.13916
"AC016737.1",0,0,0,0,1
"AC016739.1",0,0,0,0,1
"AC016739.2",0,0,6.74222,6.74222,0.129161919966108
"AC016745.1",0,0,0,0,1
"AC016745.2",0,0,0,0,1
"AC016753.7",0.36687,0.36687,0,0,1.36687
"AC016757.1",0,0,0,0,1
"AC016757.3",0.11386,0.11386,15.28929,15.28929,0.0683798986941727
"AC016772.4",0,0,0,0,1
"AC016773.1",0.10121,0.10121,0.24894,0.24894,0.881715694909283
"AC016831.3",0,0,0,0,1
"AC016831.5",0,0,0,0,1
"AC016831.6",0,0,0,0,1
"AC016831.7",0.45543,0.45543,0,0,1.45543
"AC016894.1",0,0,0,0,1
"AC016906.1",0,0,0,0,1
"AC016907.2",0,0,0,0,1
"AC016908.1",0,0,0,0,1
"AC016908.2",0,0,0,0,1
"AC016909.2",0,0,0,0,1
"AC017019.1",0,0,0,0,1
"AC017028.1",0,0,0,0,1
"AC017035.1",0.10121,0.10121,0,0,1.10121
"AC017035.2",0,0,0,0,1
"AC017040.1",0,0,0,0,1
"AC017071.1",0.22771,0.22771,0.72609,0.72609,0.711266504064099
"AC017078.1",0,0,0,0,1
"AC017079.3",0,0,2.15751,2.15751,0.316705251923193
"AC017079.4",0.26567,0.26567,0,0,1.26567
"AC017080.1",0,0,0,0,1
"AC017081.2",0,0,0,0,1
"AC017081.3",0,0,0.29043,0.29043,0.774935486620739
"AC017083.2",0,0,0.80907,0.80907,0.552770207896875
"AC017104.2",0,0,2.51018,2.51018,0.284885675378471
"AC017104.4",0,0,0,0,1
"AC018442.1",0,0,0,0,1
"AC018462.3",0.25302,0.25302,0,0,1.25302
"AC018463.4",0,0,0,0,1
"AC018463.5",0,0,0,0,1
"AC018470.3",0,0,0,0,1
"AC018633.4",2.37835,2.37835,2.55167,2.55167,0.951200421210304
"AC018634.9",0,0,0,0,1
"AC018638.1",0,0,77.42149,77.42149,0.0127516067343275
"AC018641.7",0,0,0,0,1
"AC018648.5",0.7717,0.7717,1.63888,1.63888,0.671383314133269
"AC018693.5",0,0,0,0,1
"AC018696.1",0,0,0,0,1
"AC018696.2",0,0,0,0,1
"AC018696.3",0,0,0,0,1
"AC018696.4",0,0,0,0,1
"AC018696.5",0,0,0,0,1
"AC018696.6",0,0,0,0,1
"AC018696.7",0,0,10.76681,10.76681,0.0849848004684362
"AC018712.2",0,0,0.49789,0.49789,0.66760576544339
"AC018717.2",0,0,0,0,1
"AC018720.10",1.53074,1.53074,2.92509,2.92509,0.644759737993269
"AC018735.1",0,0,0,0,1
"AC018737.4",0.18976,0.18976,0,0,1.18976
"AC018737.6",0,0,0,0,1
"AC018738.2",0,0,0,0,1
"AC018755.10",0,0,0,0,1
"AC018755.11",1.6699,1.6699,7.75875,7.75875,0.304826601969459
"AC018804.6",0,0,0,0,1
"AC018804.7",1.11327,1.11327,2.80062,2.80062,0.556032963042872
"AC018814.1",0,0,0,0,1
"AC018816.3",1.80906,1.80906,8.8375,8.8375,0.285546124523507
"AC018865.11",0,0,0,0,1
"AC018865.5",0,0,0,0,1
"AC018865.8",0,0,3.67192,3.67192,0.214044761040429
"AC018865.9",0,0,0.53938,0.53938,0.649612181527628
"AC018867.1",0,0,0,0,1
"AC018867.2",0,0,0,0,1
"AC018880.1",0,0,0,0,1
"AC018880.2",0,0,0,0,1
"AC018892.3",0,0,0,0,1
"AC018892.5",0,0,0,0,1
"AC018892.6",0,0,0,0,1
"AC018892.7",0,0,0,0,1
"AC018892.8",0,0,0,0,1
"AC018892.9",0,0,0,0,1
"AC019050.1",0,0,0.82981,0.82981,0.546504828370159
"AC019070.1",0,0,0,0,1
"AC019080.1",0,0,0,0,1
"AC019084.7",0,0,0,0,1
"AC019097.7",0.44278,0.44278,0,0,1.44278
"AC019100.4",0,0,0,0,1
"AC019100.7",0,0,0,0,1
"AC019102.1",0,0,0,0,1
"AC019109.1",0.0506,0.0506,0.14522,0.14522,0.917378320322733
"AC019129.1",0,0,0,0,1
"AC019129.2",0,0,0,0,1
"AC019171.4",0,0,0,0,1
"AC019178.1",0,0,20.41338,20.41338,0.0466997736928967
"AC019178.2",0,0,0,0,1
"AC019178.3",0,0,0,0,1
"AC019181.3",0.59459,0.59459,0,0,1.59459
"AC019185.2",0,0,0,0,1
"AC019185.3",0,0,0,0,1
"AC019294.1",0,0,1.0995,1.0995,0.476303881876637
"AC019349.4",0,0,0,0,1
"AC020550.7",0,0,0,0,1
"AC020581.4",0,0,0,0,1
"AC020663.1",20.14004,20.14004,14.33501,14.33501,1.37854751969513
"AC020907.1",0.15181,0.15181,6.14061,6.14061,0.161304146284421
"AC020907.2",1.07532,1.07532,0.51863,0.51863,1.36657381982445
"AC020907.3",0.17711,0.17711,30.0807,30.0807,0.0378726991348329
"AC020910.2",1.93557,1.93557,1.99155,1.99155,0.981287292540656
"AC020922.1",0,0,3.19478,3.19478,0.238391524704514
"AC020947.2",0,0,0.29043,0.29043,0.774935486620739
"AC020983.5",0,0,0,0,1
"AC021016.7",0,0,0,0,1
"AC021021.1",0,0,0,0,1
"AC021066.1",0,0,1.01652,1.01652,0.495903834328447
"AC021106.1",0,0,0,0,1
"AC021218.2",0,0,0,0,1
"AC021224.1",0.35422,0.35422,0.35267,0.35267,1.00114588184849
"AC021593.1",7.90674,7.90674,22.36344,22.36344,0.381225538704917
"AC021849.1",0,0,0,0,1
"AC021860.1",0.50603,0.50603,3.90012,3.90012,0.307345534395076
"AC021876.4",0,0,0,0,1
"AC022002.5",0,0,0,0,1
"AC022007.4",3.35246,3.35246,0,0,4.35246
"AC022153.1",0,0,0,0,1
"AC022182.2",0,0,0.35267,0.35267,0.739278611930478
"AC022210.2",0,0,0,0,1
"AC022400.1",0.94881,0.94881,11.70035,11.70035,0.153445377489597
"AC022415.1",2.94763,2.94763,0.41491,0.41491,2.79002198019662
"AC022431.1",2.47955,2.47955,0,0,3.47955
"AC022431.2",0,0,0,0,1
"AC022498.1",0.11386,0.11386,0,0,1.11386
"AC022532.1",0.53133,0.53133,0.74683,0.74683,0.876633673568693
"AC022555.1",0,0,0,0,1
"AC022558.1",0,0,0,0,1
"AC022596.2",0,0,0.29043,0.29043,0.774935486620739
"AC022596.6",0.15181,0.15181,0.89205,0.89205,0.608762981950794
"AC022692.1",63.60811,63.60811,8.58856,8.58856,6.73804095714059
"AC022762.1",0,0,0,0,1
"AC022819.2",0.10121,0.10121,0,0,1.10121
"AC023085.1",0,0,0,0,1
"AC023128.2",0,0,0,0,1
"AC023271.1",0.08856,0.08856,0,0,1.08856
"AC023271.2",0,0,0,0,1
"AC023274.4",0,0,0,0,1
"AC023274.6",0,0,0,0,1
"AC023347.2",0,0,0,0,1
"AC023449.2",0,0,0,0,1
"AC023468.1",0,0,0.31118,0.31118,0.762671791821108
"AC023468.2",0,0,0,0,1
"AC023469.1",0,0,0,0,1
"AC023480.1",0,0,0,0,1
"AC023590.1",0,0,2.40646,2.40646,0.29355988328059
"AC023632.1",0.10121,0.10121,0,0,1.10121
"AC023669.2",0,0,0,0,1
"AC023672.1",0,0,0,0,1
"AC023881.1",0,0,0,0,1
"AC024067.1",0,0,0,0,1
"AC024082.3",0,0,0,0,1
"AC024082.4",0,0,0,0,1
"AC024162.2",0,0,0,0,1
"AC024168.1",0,0,0,0,1
"AC024183.3",0,0,0,0,1
"AC024560.3",66.26477,66.26477,24.56244,24.56244,2.63139082184643
"AC024563.1",0,0,0,0,1
"AC024580.1",0.91086,0.91086,1.80484,1.80484,0.681272372042612
"AC024592.12",0,0,1.12025,1.12025,0.471642494988799
"AC024937.2",0,0,1.72186,1.72186,0.367395824913846
"AC024937.4",0.0759,0.0759,1.9708,1.9708,0.362158341187559
"AC024937.6",0.69579,0.69579,4.77142,4.77142,0.29382543637441
"AC024940.1",0,0,0,0,1
"AC025263.3",0,0,0,0,1
"AC025278.1",0,0,0,0,1
"AC025287.1",0,0,0,0,1
"AC025627.4",0,0,0,0,1
"AC025627.7",0,0,1.80484,1.80484,0.356526575490937
"AC025627.9",0,0,0.89205,0.89205,0.528527258793372
"AC025750.5",0,0,0,0,1
"AC025750.6",0,0,0,0,1
"AC025750.7",0,0,0,0,1
"AC026150.6",0,0,0.72609,0.72609,0.579344066647741
"AC026150.9",0.13916,0.13916,0.26969,0.26969,0.897195378399452
"AC026166.1",0,0,0,0,1
"AC026166.2",0,0,0,0,1
"AC026170.2",0,0,0,0,1
"AC026185.1",0,0,0,0,1
"AC026194.2",0,0,0,0,1
"AC026214.2",0,0,0,0,1
"AC026271.5",2.02412,2.02412,0,0,3.02412
"AC026703.1",76.27154,76.27154,0.41491,0.41491,54.6123357669392
"AC026882.1",0,0,0,0,1
"AC026954.6",0,0,0,0,1
"AC027124.2",0,0,0,0,1
"AC027124.3",0,0,0,0,1
"AC027323.1",1.39159,1.39159,1.45217,1.45217,0.975295350648609
"AC027612.1",0.08856,0.08856,0,0,1.08856
"AC027612.3",0,0,0,0,1
"AC027612.4",0,0,0,0,1
"AC027612.6",9.42483,9.42483,13.48445,13.48445,0.719725636803607
"AC027763.2",7.17299,7.17299,33.69038,33.69038,0.235598168714208
"AC032027.1",0,0,0,0,1
"AC034102.1",88.80846,88.80846,73.14795,73.14795,1.21120624373297
"AC034193.5",1.36628,1.36628,4.50173,4.50173,0.43009744207731
"AC034193.7",0,0,0,0,1
"AC034198.7",0,0,0,0,1
"AC034228.7",0.43013,0.43013,0,0,1.43013
"AC034229.1",0,0,0,0,1
"AC037459.4",0.11386,0.11386,38.02615,38.02615,0.0285413754623502
"AC040160.1",0,0,0,0,1
"AC040173.1",26.71844,26.71844,14.06532,14.06532,1.83988391882814
"AC044860.1",0.32892,0.32892,0.47714,0.47714,0.899657446145931
"AC046143.6",0,0,0,0,1
"AC048382.4",0,0,0,0,1
"AC051642.1",11.47426,11.47426,1.26546,1.26546,5.50628128503703
"AC053503.2",0,0,0,0,1
"AC055811.1",0,0,1.05801,1.05801,0.485906288113275
"AC055811.5",0,0,0.33192,0.33192,0.75079584359421
"AC055876.1",0,0,0,0,1
"AC058791.1",1.79641,1.79641,6.20285,6.20285,0.388236600789965
"AC058791.2",64.54427,64.54427,205.23333,205.23333,0.317816087244482
"AC060834.2",0,0,0,0,1
"AC061975.1",0,0,376.52733,376.52733,0.00264881485533776
