"Hs_symbol","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"SLC9A3","Slc9a3",0.080661,0.117258,0.120093,14,5,5,0.106004,0.539274,0.257409,0.222496,62,28,25,1.51675033333333,0.439457178311026
"SLC9A3R1","Slc9a3r1",0.484023,0.754147,0.660969,30,46,29,0.633046333333333,1.448708,1.132703,0.654233,29,28,22,0,1.63304633333333
"SLC9A3R2","Slc9a3r2",19.722397,17.219218,19.619888,950,810,667,18.8538343333333,8.232621,9.303018,9.318816,198,193,186,22.5685133333333,0.842388064641045
"SLC9A4","Slc9a4",0.097479,0.052499,0,4,2,0,0.0499926666666667,0.47801,0.649284,0.48173,41,55,41,0,1.04999266666667
"SLC9A7","Slc9a7",0.447828,0.729369,0.4343,19,39,18,0.537165666666667,1.357392,0.53811,0.388419,121,112,81,85.1457483333333,0.0178437786705241
"SLC9A8","Slc9a8",2.322679,2.376001,3.432992,306,250,244,2.71055733333333,2.034053,1.452661,1.284097,227,167,144,0,3.71055733333333
"SLC9A9","Slc9a9",0.219032,0.333916,0.264629,24,34,21,0.272525666666667,0.751887,0.994802,0.321214,21,22,23,0,1.27252566666667
"SLC9B1","Slc9b1",0.056277,0.123234,0,1,2,0,0.059837,0.604091,0.547525,0.193838,7,7,2,5.03369566666667,0.175653042273097
"SLC9B2","Slc9b2",0,0.022031,0.026668,0,3,0,0.016233,11.400269,9.658459,7.390208,180,164,152,0.0338646666666667,0.982945865899921
"SLC9C1","Slc9c1",0,0,0,0,0,0,0,0.022449,0.019918,0,1,1,0,0,1
"SLCO1A2","Slco1a4",0.074191,0.087262,0.062102,7,3,3,0.0745183333333333,0.373206,0.006651,0.083281,5,1,3,0.184542,0.907117124874705
"SLCO1B7","Slco1b2",0,0,0,0,0,0,0,0,0,0,0,0,0,23.9123313333333,0.040140763488561
"SLCO1C1","Slco1c1",0.014756,0.014676,0,1,1,0,0.00981066666666667,0,0,0,0,0,0,0.00490666666666667,1.00488005519584
"SLCO2A1","Slco2a1",0.137516,0.238178,0.194944,32,40,23,0.190212666666667,0,0.023319,0.026945,0,2,1,2.54957133333333,0.335311662985784
"SLCO2B1","Slco2b1",1.541191,1.869897,3.500453,219,192,147,2.303847,0.222544,0.197403,0.017178,5,2,1,0.395235666666667,2.36794907049156
"SLCO3A1","Slco3a1",8.909825,8.507239,8.811029,1080,912,758,8.74269766666667,25.283495,24.716003,17.876222,802,705,539,1.332179,4.17750853029149
"SLCO4A1","Slco4a1",0.015078,0.020507,0,1,2,0,0.0118616666666667,0.434148,0.155247,0.018138,8,2,1,0,1.01186166666667
"SLCO4C1","Slco4c1",0,0,0,0,0,0,0,0.046862,0,0.021934,4,0,2,0.377269666666667,0.726074220758994
"SLF1","Slf1",5.35487,4.11042,5.923866,375,360,330,5.12971866666667,3.624119,2.221165,1.46159,114,88,74,0.0597646666666667,5.78403758821927
"SLF2","Slf2",1.69718,2.085177,2.479457,325,353,320,2.08727133333333,4.715666,5.736183,3.837064,585,510,367,0.103364,2.79805334715772
"SLFN13","Slfn8",0.279876,0.569148,0.153408,24,45,12,0.334144,8.075709,3.074023,2.455787,326,232,169,0,1.334144
"SLFN14","Slfn14",0.008392,0,0,1,0,0,0.00279733333333333,0.036129,0.038369,0,5,6,0,0.113399333333333,0.900662775080998
"SLFN5","Slfn5",7.068808,9.154899,8.02157,1244,1363,968,8.081759,0.819369,0.568779,0.292977,108,69,58,0,9.081759
"SLFNL1","Slfnl1",0,0,0,0,0,0,0,0.083302,0.062699,0.109494,8,6,8,0.116031333333333,0.896032190255112
"SLIRP","Slirp",34.19448,36.37764,30.320111,187,181,120,33.6307436666667,423.930755,357.630738,309.420003,575,497,422,6.28438233333333,4.75410845861239
"SLIT1","Slit1",0.014818,0.015296,0,3,3,0,0.010038,0.52423,0.191114,0.023096,5,3,4,0.400673666666667,0.721108723635603
"SLIT2","Slit2",1.069979,0.833212,1.825897,62,71,78,1.24302933333333,8.244044,3.85379,2.826691,450,304,208,0.915823666666667,1.17079111838929
"SLIT3","Slit3",0.561564,0.639793,0.584731,99,105,73,0.595362666666667,30.354898,22.587921,15.609787,2804,1972,1715,0,1.59536266666667
"SLITRK1","Slitrk1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0568266666666667,0.946228962176074
"SLITRK2","Slitrk2",0.015598,0.023528,0.030265,4,2,2,0.0231303333333333,0.209268,0.012831,0,1,2,0,0,1.02313033333333
"SLITRK3","Slitrk3",0,0,0,0,0,0,0,0.032902,0.022119,0.022513,3,2,2,0,1
"SLITRK4","Slitrk4",0.10657,0.133515,0.05108,21,19,10,0.097055,0.623349,0.557277,0.62063,66,57,67,0.207939666666667,0.908203472634809
"SLITRK5","Slitrk5",0.006081,0,0.008526,1,0,1,0.004869,0.015922,0.023561,0.010054,4,7,3,0.110318666666667,0.905027565659829
"SLITRK6","Slitrk6",0.036841,0.088521,0.081977,5,11,8,0.069113,0,0,0,0,0,0,0.354904,0.789069188665765
"SLK","Slk",14.816468,20.204603,16.861345,2172,1836,1381,17.2941386666667,15.744217,10.558199,5.812076,821,541,430,25.961033,0.678539975329086
"SLMAP","Slmap",42.034606,35.327821,33.065364,2369,1986,1584,36.8092636666667,70.765966,38.810878,36.62041,1481,1247,1068,0.0307216666666667,36.6823216096166
"SLN","Sln",0,0,0,0,0,0,0,0.365544,0.722227,0.577796,4,4,6,0,1
"SLPI","Slpi",0,0,0.158336,0,0,1,0.0527786666666667,0,0,0,0,0,0,0,1.05277866666667
"SLTM","Sltm",3.239414,3.217592,3.136643,351,316,244,3.197883,59.603494,46.92789,33.531903,863,700,515,0.012426,4.14636032658189
"SLU7","Slu7",6.885841,7.976231,7.119429,338,286,236,7.327167,19.227061,13.658129,17.063114,361,295,252,0.0193226666666667,8.16931406738069
"SLURP1","Slurp1",0,0.11929,0,0,1,0,0.0397633333333333,0,0,0,0,0,0,52.6174586666667,0.0193922531800214
"SLX1B","Slx1b",0.568215,0.615928,0.342341,53,51,26,0.508828,5.049571,4.420254,14.999451,54,22,153,0.030205,1.46459005731869
"SLX4","Slx4",0.684961,1.030297,0.867372,50,60,39,0.860876666666667,0.919135,0.801775,0.720456,146,116,111,10.6895426666667,0.15919157145241
"SLX4IP","Slx4ip",0.213694,0.202697,0.147182,34,30,17,0.187857666666667,0.670731,0.527624,0.460291,82,66,56,0.192166666666667,0.996385572487068
"SMAD1","Smad1",1.800889,0.984642,1.478392,124,95,87,1.42130766666667,15.856818,13.503731,3.384966,128,130,99,0,2.42130766666667
"SMAD2","Smad2",3.660496,4.051502,2.572402,240,239,170,3.42813333333333,25.363588,19.322822,16.371012,795,776,626,0.0934123333333333,4.0498293263566
"SMAD3","Smad3",1.184301,2.515417,2.462491,200,139,175,2.05406966666667,10.343658,7.544945,4.749466,614,536,413,0,3.05406966666667
"SMAD4","Smad4",8.684339,8.971163,12.913692,463,421,423,10.1897313333333,15.080983,10.189026,8.692071,427,365,309,1.19987133333333,5.08653900061428
"SMAD5","Smad5",3.972486,4.388927,6.12292,597,492,493,4.828111,2.86606,1.385893,1.084175,227,156,129,10.820755,0.493040503758009
"SMAD6","Smad6",0.786669,2.471056,1.314747,66,70,47,1.52415733333333,9.305244,12.794495,10.231982,352,317,276,0.0239286666666667,2.46516912310949
"SMAD7","Smad7",1.132705,2.415291,2.174825,108,137,103,1.907607,6.969365,5.60564,4.944453,228,174,164,0,2.907607
"SMAD9","Smad9",0.134235,0.120421,0.120622,25,21,16,0.125092666666667,0.89768,0.505927,0.749158,73,54,47,0.597235333333333,0.704400061272541
"SMAGP","Smagp",2.370183,2.971379,2.88903,60,54,44,2.74353066666667,0.243472,0.370399,0.823525,6,9,8,0.306214666666667,2.8659383194799
"SMAP1","Smap1",3.306783,4.923704,3.21823,122,120,72,3.816239,10.319437,7.765603,7.376575,464,454,422,2.97248233333333,1.21240035722416
"SMAP2","Smap2",6.071245,4.547145,6.982093,490,391,362,5.86682766666667,5.965946,6.786806,5.489545,328,292,277,0.0342313333333333,6.63954711615132
"SMARCA1","Smarca1",0.373385,0.348341,0.09972,29,23,9,0.273815333333333,14.14737,10.048411,9.138241,1097,811,727,0.0497416666666667,1.21345600901809
"SMARCA2","Smarca2",14.912847,13.29953,17.205901,774,704,566,15.139426,44.104595,31.588356,23.404079,579,445,281,0,16.139426
"SMARCA4","Smarca4",3.660554,4.15712,4.377977,682,730,588,4.065217,44.465032,37.458758,39.379822,1361,852,733,310.240060333333,0.0162743092729619
"SMARCA5","Smarca5",5.16257,6.526133,4.540806,700,559,435,5.40983633333333,34.74614,36.802141,26.757637,1123,855,691,0,6.40983633333333
"SMARCAD1","Smarcad1",1.699907,3.184508,2.071274,154,152,117,2.318563,3.008519,1.91654,2.334769,209,182,124,0.348607666666667,2.46073271124318
"SMARCAL1","Smarcal1",3.664187,3.558039,3.506476,227,220,176,3.576234,5.177527,3.546542,2.404135,158,112,98,0.67113,2.73840694619808
"SMARCB1","Smarcb1",1.979107,2.947755,2.97147,111,145,106,2.63277733333333,128.356363,78.962825,81.943549,492,442,385,7.41397866666667,0.431754996922582
"SMARCC1","Smarcc1",2.641716,3.211041,4.301654,291,278,280,3.38480366666667,6.713074,5.850792,3.966074,841,663,517,0,4.38480366666667
"SMARCC2","Smarcc2",5.735902,5.448225,5.932694,796,642,605,5.705607,18.927753,11.565309,8.701534,851,673,606,0,6.705607
"SMARCD1","Smarcd1",4.030569,5.246484,8.427953,299,287,274,5.90166866666667,26.996772,22.552287,17.041934,442,354,298,0.209389666666667,5.7067369243274
"SMARCD2","Smarcd2",5.757236,6.409856,6.342119,190,173,145,6.169737,10.377089,6.260455,9.175691,232,217,190,0.0233753333333333,7.00597011327874
"SMARCD3","Smarcd3",7.750169,6.520576,7.515393,315,305,253,7.262046,173.64179,141.316245,136.226712,2400,1971,1636,0,8.262046
"SMARCE1","Smarce1",13.599943,14.425384,16.206514,462,435,399,14.743947,37.76927,24.548081,19.330265,1162,986,802,0,15.743947
"SMC1A","Smc1a",6.333997,4.79304,7.50881,489,439,345,6.211949,19.034154,9.583763,8.280848,1538,1011,845,7.371528,0.861485382357916
"SMC1B","Smc1b",0.022654,0.016489,0,3,2,0,0.0130476666666667,0.014389,0.013634,0,1,1,0,0,1.01304766666667
"SMC2","Smc2",0.311957,0.343034,0.279822,49,48,35,0.311604333333333,3.920097,4.131359,2.838278,338,260,197,0,1.31160433333333
"SMC3","Smc3",3.217891,3.29296,3.055264,396,395,332,3.188705,5.39198,4.253448,2.921512,534,456,305,0.277227333333333,3.2795297208902
"SMC4","Smc4",3.342195,2.924575,2.626337,201,187,154,2.964369,18.436122,13.976439,9.607967,616,590,406,0.0665143333333333,3.71712678966965
"SMC5","Smc5",3.793372,2.273832,5.51164,289,223,205,3.85961466666667,22.023167,7.750882,3.502148,192,124,115,6.15845533333333,0.678863587237582
"SMC6","Smc6",11.063099,14.208236,11.528029,536,534,408,12.2664546666667,3.563753,2.658198,2.026731,281,239,167,0,13.2664546666667
"SMCHD1","Smchd1",4.085273,2.376736,2.061994,371,366,280,2.84133433333333,12.838268,9.468725,6.20641,472,400,292,0,3.84133433333333
"SMCO1","Smco1",3.08679,4.093557,3.948151,123,151,114,3.70949933333333,3.727602,3.959136,3.290147,112,121,100,0.015894,4.63581764764172
"SMCO2","Smco2",0.122036,0,0.253026,2,0,3,0.125020666666667,0,0,0,0,0,0,5.57240366666667,0.171173397698082
"SMCO3","Smco3",0,0,0.026254,0,0,1,0.00875133333333333,0.027806,0.025812,0.053201,1,1,2,3.115806,0.245092050823905
"SMCO4","Smco4",3.913772,5.04272,5.461623,81,100,81,4.80603833333333,131.000966,122.824112,91.458555,108,114,98,0.616317333333333,3.59214011604982
"SMCP","Smcp",0,0,0,0,0,0,0,0,0,0,0,0,0,1.02288466666667,0.494343556248222
"SMCR8","Smcr8",1.124732,1.342475,1.324816,277,306,235,1.26400766666667,1.294303,0.944624,0.881965,243,170,156,0,2.26400766666667
"SMDT1","Smdt1",67.867099,80.347119,101.928185,470,491,381,83.380801,53.102704,50.11664,42.606541,434,396,337,80.9340786666667,1.02986208392343
"SMG1","Smg1",6.277863,8.076579,7.04139,1317,1216,860,7.131944,5.702163,4.560859,3.553633,749,456,355,0.011453,8.03986344397614
"SMG5","Smg5",7.360675,7.604196,6.953756,615,640,524,7.306209,33.365641,18.463486,17.648234,2202,1473,1216,0.0499466666666667,7.91107707058136
"SMG6","Smg6",2.364191,2.476812,2.527177,295,249,226,2.45606,11.265282,9.88653,8.515521,483,372,315,7.05167033333333,0.429235159528596
"SMG7","Smg7",3.839417,5.398273,4.539385,559,592,477,4.59235833333333,15.149774,6.00135,11.827173,941,675,631,1385.03355666667,0.00403479288537764
"SMG8","Smg8",0.839573,1.16122,1.108826,88,91,84,1.03653966666667,2.919959,4.41841,2.119919,189,172,105,0.323375666666667,1.53889762216675
"SMG9","Smg9",2.852169,1.491438,3.868118,59,66,46,2.73724166666667,19.397034,12.861472,19.04365,300,261,269,0,3.73724166666667
"SMIM1","Smim1",0.391821,1.450414,0.704648,13,31,25,0.848961,4.282226,5.148442,3.632064,33,33,26,0,1.848961
"SMIM12","Smim12",7.282398,8.437825,8.44501,210,231,173,8.05507766666667,17.053446,16.266136,13.762084,426,381,290,0.023442,8.84767057309224
"SMIM13","Smim13",3.323944,3.005171,3.787945,478,411,388,3.37235333333333,3.732875,2.449607,2.130321,252,213,182,0.448338,3.01887634884491
"SMIM14","Smim14",11.567016,12.672307,14.982206,673,583,597,13.073843,3.729634,2.873292,3.054684,89,64,89,1.23162233333333,6.3065523183657
"SMIM15","Smim15",4.821914,4.496875,3.564862,197,168,134,4.29455033333333,7.888115,5.341094,5.848149,99,114,89,0,5.29455033333333
"SMIM19","Smim19",7.514763,6.788197,7.9691,259,237,192,7.42402,144.674476,95.458653,77.01438,272,260,203,0.155689666666667,7.28917134328737
"SMIM20","Smim20",107.23975,154.830705,149.361961,430,428,342,137.144138666667,19.074125,18.093155,17.387031,209,222,212,92.4088013333333,1.47891993789422
"SMIM23","Smim23",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0631336666666667,0.940615494884463
"SMIM24","Smim24",0.928244,0.417432,0.271036,17,10,5,0.538904,0.103221,0.108535,0,1,1,0,0.260770666666667,1.22060580935682
"SMIM3","Smim3",1.328094,1.514222,1.64347,85,91,74,1.495262,12.212723,10.905815,10.576422,395,334,329,0,2.495262
"SMIM4","Smim4",24.065834,38.296326,30.179373,70,94,59,30.8471776666667,122.786365,113.060016,111.784237,208,195,161,0.909881,16.6749539194676
"SMIM5","Smim5",3.888178,4.874896,4.978894,91,107,90,4.580656,0.628935,0.570958,0.480016,28,22,17,0,5.580656
"SMIM7","Smim7",22.059922,20.842711,24.042518,779,750,691,22.3150503333333,24.959258,24.83131,20.919181,382,397,276,0.04163,22.3832362099146
"SMIM8","Smim8",36.927818,32.89338,40.68165,216,224,166,36.8342826666667,7.50392,5.955361,6.051507,141,101,104,0.03847,36.4327160791035
"SMIM9","Smim9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"SMNDC1","Smndc1",4.326142,4.474991,3.892017,233,215,162,4.23105,10.820937,7.82858,5.284628,206,186,152,0,5.23105
"SMO","Smo",0.988244,0.972984,1.371787,119,119,114,1.111005,5.614884,5.506662,4.096073,341,281,217,8.57612966666667,0.220444487854853
"SMOC1","Smoc1",0.243913,0.243384,0.288563,27,26,23,0.25862,0.133645,0,0.013336,1,0,1,0.116518666666667,1.12727179363474
"SMOC2","Smoc2",11.310385,14.751241,14.46741,754,688,654,13.5096786666667,0.030742,0.084104,0.142703,2,3,5,0,14.5096786666667
"SMOX","Smox",4.854788,6.397675,5.238334,137,159,117,5.49693233333333,7.914206,5.26595,8.90518,42,37,40,0.627243333333333,3.99260036913144
"SMPD1","Smpd1",28.755796,31.625352,34.555411,1663,1782,1491,31.6455196666667,27.064583,23.30321,26.181061,646,590,501,0.483993,21.9984323825427
"SMPD2","Smpd2",5.375906,6.940929,6.557157,218,205,176,6.29133066666667,1.818514,1.723693,1.373281,43,36,29,0.448267333333333,5.03451986995035
"SMPD3","Smpd3",0.116418,0.140843,0.124705,21,24,16,0.127322,0.255621,0.150163,0.096721,31,17,11,0.110149666666667,1.01546848487997
"SMPD4","Smpd4",4.629912,3.006406,4.838001,192,208,193,4.15810633333333,14.382888,9.384858,6.569198,528,455,354,5.71904066666667,0.767684940340194
"SMPDL3A","Smpdl3a",12.874663,14.796916,12.617245,602,611,464,13.429608,1.598013,1.62471,1.400912,44,49,40,0.752328333333333,8.23453443371058
"SMPDL3B","Smpdl3b",0.124611,0.214906,0.216932,8,13,10,0.185483,1.32908,0.930787,0.709167,40,30,25,0.171831666666667,1.01164956855293
"SMPX","Smpx",128.94209,132.651086,147.16907,1899,1834,1529,136.254082,303.464165,309.032437,280.110933,3399,3926,3265,18.00725,7.22114361625169
"SMR3A","Smr3a",0,0,0,0,0,0,0,0,0,0,0,0,0,12.8119026666667,0.0724013211020794
"SMS","Sms",21.754525,19.646956,16.385323,565,447,434,19.262268,67.86494,58.350601,50.255079,1888,1640,1501,0.0297073333333333,19.6776961220696
"SMTN","Smtn",23.848074,24.857465,23.426931,1079,1087,871,24.0441566666667,42.439339,37.332841,40.565443,1108,802,746,0,25.0441566666667
"SMTNL1","Smtnl1",0,0,0,0,0,0,0,0,0,0,0,0,0,4.232135,0.191126566879486
"SMTNL2","Smtnl2",1.802064,3.09109,4.620582,124,128,132,3.17124533333333,26.858845,21.089521,20.521654,312,317,273,0.130715,3.6890333402611
"SMU1","Smu1",16.290748,6.776181,9.770671,395,342,299,10.9458666666667,3.857589,3.483203,2.846737,573,520,418,0,11.9458666666667
"SMUG1","Smug1",0.885577,1.508962,1.09137,98,93,84,1.16196966666667,12.325785,11.174691,10.950682,213,184,163,0,2.16196966666667
"SMURF1","Smurf1",3.032132,2.519659,4.27605,389,370,373,3.275947,4.112661,3.350267,2.519016,506,394,294,36.9452886666667,0.112687164869462
"SMURF2","Smurf2",4.096997,3.75019,4.343022,516,457,400,4.063403,11.704311,4.170895,2.22337,359,275,254,0,5.063403
"SMYD1","Smyd1",73.639901,74.139855,81.440456,5498,5060,4233,76.4067373333333,119.018938,105.198306,103.725654,11062,9607,8021,0,77.4067373333333
"SMYD2","Smyd2",20.452693,21.751543,25.090515,790,730,646,22.4315836666667,121.376505,112.171523,109.762835,2311,1935,1710,0,23.4315836666667
"SMYD3","Smyd3",0.830562,1.25272,1.122981,52,55,49,1.06875433333333,12.71867,15.062583,11.557873,121,90,69,0.179807666666667,1.75346744370481
"SMYD4","Smyd4",0.742633,1.257171,1.681051,70,56,66,1.22695166666667,1.938948,1.121765,1.151172,146,101,87,0.00919433333333333,2.20666287266113
"SMYD5","Smyd5",1.825094,1.985897,2.163814,81,86,73,1.99160166666667,22.248189,9.571361,7.96511,236,196,149,0.39493,2.14462493936374
"SNAI1","Snai1",0.142756,0.235544,0.276563,7,12,9,0.218287666666667,0.226615,0.149267,0.240215,8,5,8,95.7755883333333,0.0125887911161067
"SNAI2","Snai2",0.327801,0.481729,0.66969,21,28,31,0.493073333333333,0.37766,0.276598,0.221817,15,10,8,2.05285733333333,0.489074060890715
"SNAI3","Snai3",1.08698,0.44914,0.819846,56,22,30,0.785322,0.13336,0.1759,0.144108,5,6,5,0.201850666666667,1.48547739708095
"SNAP23","Snap23",14.896444,12.570209,15.698212,518,437,376,14.3882883333333,76.223021,49.408676,55.067303,411,372,330,0.343225333333333,11.4562225350127
"SNAP25","Snap25",0,0.080401,0.051936,0,2,1,0.0441123333333333,2.33815,1.9497,1.198953,72,76,47,0.496921,0.697506637513492
"SNAP29","Snap29",2.509816,2.290359,2.514973,281,240,202,2.43838266666667,12.54774,10.147196,11.861695,645,509,489,0.318076,2.60863764052048
"SNAP47","Snap47",6.948961,5.735105,6.138583,292,266,264,6.27421633333333,9.543891,8.061784,7.755765,291,242,226,0,7.27421633333333
"SNAP91","Snap91",1.155001,1.425989,1.342399,73,82,84,1.30779633333333,2.621745,1.996789,5.580858,25,39,14,1.00121133333333,1.15319971204107
"SNAPC1","Snapc1",1.290525,1.720831,1.581467,149,138,126,1.530941,1.91458,1.599718,2.016946,71,63,80,15.022033,0.15796628305534
"SNAPC2","Snapc2",2.970413,5.18355,8.628265,95,111,96,5.594076,38.087115,11.278076,17.07297,114,102,94,13.346254,0.45963747749064
"SNAPC3","Snapc3",2.057565,2.274513,2.033147,102,97,65,2.12174166666667,13.44845,6.856034,7.095261,531,435,335,0.448577,2.1550401992208
"SNAPC4","Snapc4",3.335369,1.73724,3.155782,100,94,75,2.742797,1.577826,1.078716,1.090144,186,116,119,0,3.742797
"SNAPC5","Snapc5",3.333632,4.224373,3.596104,111,131,86,3.71803633333333,17.570394,17.55062,15.514409,205,242,204,1.23305866666667,2.1128134266065
"SNAPIN","Snapin",13.756832,13.822765,14.624547,551,553,431,14.068048,25.436824,23.850604,21.819483,432,386,347,0.059024,14.2282403420508
"SNCA","Snca",1.12851,1.284605,4.818088,37,27,120,2.410401,6.718847,4.035129,5.6161,43,34,29,0.765413666666667,1.93178577032276
"SNCAIP","Sncaip",0.871175,0.785681,0.821973,79,80,62,0.826276333333333,1.856378,0.394467,0.167285,31,18,9,0.104587,1.65335671462124
"SNCB","Sncb",0,0,0,0,0,0,0,0.13778,0.182713,0.736178,1,2,6,2.64564533333333,0.274299858753859
"SNCG","Sncg",1.825848,1.243506,1.940037,41,26,31,1.669797,4.752005,2.83791,2.083415,52,35,24,0,2.669797
"SND1","Snd1",27.339606,29.608892,26.278606,587,599,485,27.742368,63.598904,51.253578,38.911983,1625,1299,1126,6.719821,3.72319099108645
"SNED1","Sned1",1.797636,2.040491,1.983448,205,146,126,1.940525,0.348225,0.103195,0.182111,25,18,6,0.788573333333333,1.64406174753807
"SNF8","Snf8",8.701293,7.028639,8.778818,181,156,164,8.16958333333333,88.495684,71.63441,62.584072,695,668,546,0.224163333333333,7.4904901034448
"SNIP1","Snip1",0.774002,0.770839,1.272261,55,53,64,0.939034,2.420954,1.841489,2.047234,127,136,106,9.67919866666667,0.181571114137278
"SNN","Snn",2.313354,2.829646,3.176,214,245,212,2.773,4.887836,3.852193,3.571851,348,261,240,0,3.773
"SNORC","Snorc",0,0,0,0,0,0,0,5.101734,6.045503,4.382011,20,23,16,0.362996333333333,0.733677689032668
"SNPH","Snph",0,0,0.026545,0,0,3,0.00884833333333333,1.648104,1.436107,1.257361,195,156,136,0.062391,0.949601731691377
"SNRK","Snrk",22.718758,30.459564,28.300697,1329,1337,858,27.159673,2.383914,1.187132,0.553529,130,99,53,0.215807,23.1613019171628
"SNRNP200","Snrnp200",7.01695,8.534765,6.113179,974,979,715,7.22163133333333,22.572272,21.032847,17.985083,1850,1120,1036,0,8.22163133333333
"SNRNP25","Snrnp25",2.27592,2.929679,1.395638,30,34,21,2.20041233333333,41.516289,33.312413,33.473566,452,397,326,0,3.20041233333333
"SNRNP27","Snrnp27",8.686825,9.204493,8.910888,189,187,139,8.93406866666667,17.875261,19.67351,19.635653,223,175,188,0.828092333333333,5.43411756918916
"SNRNP35","Snrnp35",1.207978,1.588235,1.890383,36,33,28,1.56219866666667,12.855988,11.276553,9.68152,181,175,142,0.116685333333333,2.29446791337219
"SNRNP40","Snrnp40",2.676171,1.940276,2.687328,117,88,92,2.43459166666667,13.288833,12.722133,6.535108,188,193,131,0.065606,3.22313469205942
"SNRNP48","Snrnp48",3.776414,3.906425,4.475388,169,109,98,4.05274233333333,3.288147,2.1639,2.16606,209,152,157,0.167106333333333,4.32929047596063
"SNRNP70","Snrnp70",68.370915,61.278749,53.148451,709,651,413,60.932705,100.203307,62.024446,58.546076,3516,2663,2565,0,61.932705
"SNRPA","Snrpa",8.86874,9.023328,11.550173,181,187,171,9.81408033333333,35.045395,41.289362,26.375618,290,291,229,0,10.8140803333333
"SNRPA1","Snrpa1",3.226056,3.493476,5.003516,97,104,67,3.90768266666667,49.922939,58.003902,37.782807,346,370,262,0.404010666666667,3.49547391852673
"SNRPB","Snrpb",14.985521,16.430184,18.928146,518,555,469,16.7812836666667,33.998826,31.160122,24.639134,679,585,464,1.07190266666667,8.58210376034395
"SNRPB2","Snrpb2",4.145003,6.249464,4.920274,134,131,104,5.10491366666667,13.75371,14.94588,14.237939,255,333,279,0,6.10491366666667
"SNRPC","Snrpc",7.684403,6.932214,8.112835,145,140,110,7.576484,65.355293,67.571645,67.770668,735,688,630,0,8.576484
"SNRPD1","Snrpd1",4.64414,6.48504,7.610839,87,94,70,6.246673,71.614205,63.346857,54.637706,344,328,291,0.0112856666666667,7.16580214558564
"SNRPD2","Snrpd2",3.267796,3.37549,4.277544,136,130,128,3.64027666666667,189.060037,173.504353,171.443657,725,648,630,0.0320883333333333,4.49600728619805
"SNRPD3","Snrpd3",18.521531,17.03828,19.242013,311,288,260,18.2672746666667,45.835582,35.503449,32.402796,860,801,678,0.012802,19.0237328388635
"SNRPE","Snrpe",17.307821,15.091561,14.667805,121,112,85,15.6890623333333,64.95794,73.603318,63.672222,128,198,151,0,16.6890623333333
"SNRPF","Snrpf",1.762221,2.741319,1.618598,38,51,25,2.04071266666667,19.569328,16.889306,15.908671,276,223,190,0.0595316666666667,2.86986483021587
"SNRPG","Snrpg",6.691597,5.202423,7.081882,41,30,29,6.32530066666667,65.219657,73.766689,58.499622,292,279,250,0.0201693333333333,7.18047526750461
"SNRPN","Snrpn",6.346639,7.456909,7.421024,376,399,317,7.07485733333333,109.215394,106.887536,86.546628,2929,2732,2287,1.47648,3.26061883533618
"SNTA1","Snta1",8.351819,7.766582,8.252727,539,506,370,8.12370933333333,148.435401,138.586939,114.155461,6716,5740,4776,0.0507193333333333,8.68329823568489
"SNTB1","Sntb1",0.383774,0.339757,0.431282,54,51,50,0.384937666666667,0.056965,0.033579,0.011203,5,3,1,0.133856666666667,1.22143980573676
"SNTB2","Sntb2",0.903703,0.930394,0.959155,296,286,205,0.931084,1.919591,0.805749,0.60801,178,154,86,0.286477666666667,1.50106297997659
"SNTG1","Sntg1",0,0,0,0,0,0,0,0.520149,0,0.362769,5,0,5,0.093253,0.914701354581236
"SNTG2","Sntg2",0.019769,0,0,1,0,0,0.00658966666666667,0.289259,0.226695,0.303519,1,2,1,0,1.00658966666667
"SNTN","Sntn",0,0,0,0,0,0,0,0.183555,0,0.039494,7,0,3,0.122576,0.890808283804393
"SNU13","Snu13",15.015725,15.763001,17.01328,349,340,284,15.9306686666667,132.223374,122.366751,91.770611,1291,1137,951,1.485496,6.81178672855103
"SNUPN","Snupn",2.334554,1.989056,2.200727,91,72,62,2.174779,11.837525,6.33951,7.996514,183,141,123,0,3.174779
"SNURF","Snurf",161.08958,119.252964,112.865096,69,48,35,131.069213333333,227.587803,148.543606,142.426113,508,282,375,0,132.069213333333
"SNW1","Snw1",7.21362,6.913942,6.921368,486,432,337,7.01631,24.804405,19.522944,17.381794,529,434,371,0.513071,5.29803955002773
"SNX1","Snx1",4.05594,3.598829,3.831548,207,202,158,3.82877233333333,34.535504,66.236855,27.300674,769,617,525,0,4.82877233333333
"SNX10","Snx10",2.66274,2.381673,3.243358,306,263,266,2.76259033333333,1.998014,0.839706,1.11601,28,27,24,2.02740866666667,1.24284189801047
"SNX11","Snx11",2.229876,1.804731,2.133408,110,99,94,2.056005,3.886411,4.33315,3.852729,175,150,121,0.181704333333333,2.58609951220173
