"Hs_symbol","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"RPS11",1445.46906,1186.48976,1048.48305,1226.81395666667,387.11353,400.787584,455.58018,414.493764666667,2.95507191943468
"RPS12",764.64611,735.87401,535.98504,678.835053333333,380.35274,359.536649,377.606186,372.498525,1.82018136037708
"RPS13",438.03398,385.871,294.90975,372.938243333333,280.492149,261.946885,291.15167,277.863568,1.34093616464569
"RPS14",741.78525,715.17669,648.52617,701.82937,189.546508,192.458386,247.912617,209.972503666667,3.3313790080932
"RPS15",744.78367,708.43417,679.22318,710.813673333333,186.881877,208.295831,194.81805,196.665252666667,3.60110673843977
"RPS15A",451.08786,449.81439,316.56152,405.821256666667,187.435737,172.583361,219.215456,193.078184666667,2.09617200081189
"RPS16",906.63194,862.90416,664.12593,811.220676666667,186.891285,191.603792,238.741264,205.745447,3.92860248412951
"RPS17",1.88851,0.3316,0,0.740036666666667,378.599804,359.839217,341.41035,359.949790333333,0.00482071665718315
"RPS18",1094.81989,1033.89884,786.3022,971.673643333333,625.04781,559.491618,674.411497,619.650308333333,1.56718466143247
"RPS19",561.31697,511.43658,481.42958,518.061043333333,486.155759,449.816666,449.693421,461.888615333333,1.12135193249363
"RPS19BP1",89.43898,97.73888,186.91309,124.696983333333,27.200209,36.954966,39.027346,34.3941736666667,3.55134674189926
"RPS2",500.55346,467.25098,331.2218,433.008746666667,773.002629,779.307666,891.376885,814.562393333333,0.532158851627285
"RPS20",2119.13557,1746.20167,1202.92942,1689.42222,265.348052,272.921332,281.100796,273.123393333333,6.16664706884192
"RPS21",963.93318,921.81829,902.49202,929.414496666667,202.592092,241.073034,214.806902,219.490676,4.21974531325155
"RPS23",945.4954,894.57189,583.50532,807.857536666667,301.641416,265.19001,246.695108,271.175511333333,2.97182333819907
"RPS24",969.36678,920.35373,1188.35653,1026.02568,673.964287,636.037773,708.182773,672.728277666667,1.52439153000511
"RPS25",921.14361,840.63174,719.2276,827.000983333333,433.737003,383.54287,285.904865,367.728246,2.24555886975183
"RPS26",227.56496,176.63187,116.47384,173.55689,51.421685,45.927318,44.267048,47.2053503333333,3.6211102874051
"RPS27",2564.707,2178.77289,861.96323,1868.48104,236.497349,201.624925,282.915528,240.345934,7.74606395482097
"RPS27A",796.65131,795.53424,603.60585,731.930466666667,376.583025,358.455026,315.189597,350.075882666667,2.0876696544905
"RPS27L",49.92945,119.87313,51.93366,73.91208,74.521963,91.396302,88.384197,84.7674873333333,0.87343213995364
"RPS28",3839.13375,3450.4284,2693.88634,3327.81616333333,189.15208,239.641588,298.398355,242.397341,13.6764688950868
"RPS29",1612.86689,1585.56946,1287.72307,1495.38647333333,604.666505,614.274162,463.246173,560.728946666667,2.66389418279578
"RPS2P32",2.65053,2.92913,1.07057,2.21674333333333,1.205622,0.099218,0.925597,0.743479,1.84501409729244
"RPS3",1898.72705,1668.69034,907.42976,1491.61571666667,541.703448,509.71116,558.307114,536.573907333333,2.77657768783994
"RPS3A",458.3437,384.01957,371.72874,404.697336666667,453.650804,438.662541,566.849636,486.387660333333,0.832391481534848
"RPS4X",585.4037,530.25484,388.37723,501.345256666667,156.177888,134.589275,150.870479,147.212547333333,3.38935714758941
"RPS4Y1",0,0,0,0,59.665899,61.413917,61.721834,60.9338833333333,0.0161462505849652
"RPS4Y2",0,0,0,0,0,0.111121,0,0.0370403333333333,0.964282649244436
"RPS5",507.62708,511.82345,310.53136,443.327296666667,156.543541,153.162341,188.892883,166.199588333333,2.65746645129798
"RPS6",872.48974,845.661,664.99987,794.383536666667,165.328122,165.355867,225.621911,185.4353,4.26627112283278
"RPS6KA1",16.11856,5.52665,15.40312,12.3494433333333,12.228765,6.308792,12.064458,10.2006716666667,1.19184310821836
"RPS6KA2",77.61097,75.4112,51.64963,68.2239333333333,63.831256,54.956724,77.633059,65.4736796666667,1.04137357342722
"RPS6KA3",10.43648,13.07054,5.83352,9.78018,11.494322,19.879663,25.104606,18.826197,0.543734131159899
"RPS6KA4",37.04122,43.82637,48.30682,43.0581366666667,9.331289,13.602083,9.965536,10.9663026666667,3.68185043400206
"RPS6KA5",14.04783,12.10337,7.10073,11.0839766666667,2.084291,2.419875,1.242292,1.915486,4.14475551131669
"RPS6KA6",2.17013,2.21066,0.48066,1.62048333333333,5.35346,5.257378,4.963665,5.191501,0.423238780601559
"RPS6KB1",17.01312,21.83028,24.36097,21.0681233333333,19.953076,15.376239,16.760025,17.3631133333333,1.20176371690058
"RPS6KB2",36.7099,30.28607,51.54038,39.5121166666667,19.759882,18.885697,19.705115,19.4502313333333,1.98101019036557
"RPS6KC1",13.68339,14.92197,11.49226,13.3658733333333,12.4211,12.312078,12.561989,12.4317223333333,1.06954811727173
"RPS6KL1",54.86607,56.53767,70.15522,60.5196533333333,54.817261,69.425366,90.034275,71.425634,0.849418223019399
"RPS7",390.04274,329.25043,281.80071,333.69796,402.639559,398.334693,492.073983,431.016078333333,0.774734961928327
"RPS8",839.05987,762.37432,700.8531,767.429096666667,408.128977,381.669014,421.76916,403.855717,1.89803197633162
"RPS9",646.68075,637.55483,536.26907,606.834883333333,162.952796,182.339913,208.870764,184.721157666667,3.27283595994097
"RPSA",704.08139,670.79766,472.79946,615.892836666667,256.329249,236.146592,321.091114,271.188985,2.26641367087895
"RPSAP52",0.34788,0,0.50251,0.283463333333333,0.079311,0,0,0.026437,1.25040634089899
"RPTN",0,0,0,0,0,0,0,0,1
"RPTOR",25.37887,18.48666,23.48703,22.4508533333333,18.254198,12.636558,16.453307,15.7813543333333,1.3974350858412
"RPUSD1",19.96184,18.76299,26.32733,21.6840533333333,9.751674,7.605143,9.762667,9.039828,2.25940656885091
"RPUSD2",8.13383,8.12418,4.56632,6.94144333333333,4.839588,5.73705,6.890931,5.822523,1.16400389318341
"RPUSD3",67.93652,60.7932,69.84935,66.1930233333333,24.923987,24.360115,29.901909,26.395337,2.452717531211
"RPUSD4",18.57031,16.66286,11.95108,15.7280833333333,12.438385,10.223853,17.672904,13.4450473333333,1.15804974170847
"RRAD",2.25295,7.40572,11.03344,6.89737,0.450097,0.82771,1.242903,0.840236666666667,4.29149692702569
"RRAGA",98.06978,73.69793,73.43249,81.7334,41.267265,47.212695,55.033063,47.8376743333333,1.69404872630333
"RRAGB",34.57291,27.79907,37.20783,33.19327,60.940762,57.309391,69.049561,62.433238,0.539043427043721
"RRAGC",15.3731,15.64043,13.15274,14.72209,20.435438,20.39076,23.375703,21.4006336666667,0.701859163180518
"RRAGD",19.38203,17.51949,10.66202,15.8545133333333,7.130464,8.041636,12.701617,9.291239,1.63775356235856
"RRAS",30.53085,47.00419,29.18947,35.5748366666667,1.357477,2.347784,2.187972,1.964411,12.3379776510972
"RRAS2",9.09465,10.44538,11.75444,10.43149,13.060206,16.162962,15.640255,14.9544743333333,0.716506840724701
"RRBP1",24.63341,26.41741,23.42149,24.8241033333333,5.739477,7.280685,6.316351,6.44550433333333,3.46841559378583
"RREB1",8.79646,5.16742,1.79157,5.25181666666667,0.172819,0.271413,0.245925,0.230052333333333,5.08256152786995
"RRH",0.33132,0.3316,0.74285,0.46859,0.046928,0.061731,0.197941,0.1022,1.33241698421339
"RRM1",13.02075,12.40734,10.83681,12.0883,35.870401,42.257137,44.900129,41.0092223333333,0.311557778816932
"RRM2",0.87799,0.6632,0.21848,0.586556666666667,0.503608,0.211098,1.501225,0.738643666666667,0.912525491614057
"RRM2B",7.47119,18.34849,7.95282,11.2575,78.154481,118.487478,85.196222,93.9460603333333,0.129099616739934
"RRN3",13.84904,15.25357,9.63515,12.9125866666667,14.792168,14.638695,19.603614,16.3448256666667,0.802117411500071
"RRN3P2",1.47436,0.85663,1.81342,1.38147,0.053341,0.120359,0,0.0579,2.25112959637017
"RRNAD1",48.7864,41.89204,34.56417,41.7475366666667,19.487029,14.315138,19.448665,17.7502773333333,2.27983490093089
"RRP1",34.62261,29.20837,26.76429,30.1984233333333,10.588859,12.819575,9.597724,11.0020526666667,2.59942396520062
"RRP12",28.11223,20.06175,24.05509,24.0763566666667,14.409454,15.102053,14.335949,14.6158186666667,1.60583042118658
"RRP15",2.30265,8.09655,2.62181,4.34033666666667,7.301564,5.082416,3.272118,5.21869933333333,0.858754601310521
"RRP1B",11.76175,10.50064,9.35112,10.5378366666667,10.678982,9.372561,10.841442,10.2976616666667,1.02125882391297
"RRP36",19.58082,22.32768,19.79465,20.5677166666667,32.202099,37.380418,31.00314,33.5285523333333,0.624634258003499
"RRP7A",52.19897,53.27695,32.40118,45.9590333333333,11.440668,14.247854,15.916498,13.86834,3.1583238837243
"RRP8",14.21349,14.34167,21.36774,16.6409666666667,6.957046,7.625097,9.150627,7.91092333333333,1.9797013178956
"RRP9",18.40465,12.76657,12.08217,14.4177966666667,6.769718,6.540476,6.320986,6.54372666666667,2.04379046960874
"RRS1",14.09753,14.31403,11.90738,13.4396466666667,3.108753,3.260195,4.680277,3.683075,3.08336865556641
"RS1",1.27557,0.77373,0.74285,0.930716666666667,0,0,0,0,1.93071666666667
"RSAD1",65.58417,53.77435,43.41278,54.2571,15.666924,14.277133,14.00603,14.650029,3.53079856912725
"RSAD2",10.48618,11.96521,7.97467,10.14202,0.567066,0.166851,0.533361,0.422426,7.83311047463981
"RSBN1",3.81014,3.45416,4.28229,3.84886333333333,5.343035,3.918915,5.438657,4.90020233333333,0.821813059857213
"RSBN1L",5.79804,5.36085,5.37471,5.5112,9.11245,9.661188,8.407342,9.06032666666667,0.647215564239465
"RSC1A1",0,0,0,0,0,0,0,0,1
"RSF1",25.79302,21.08419,15.99303,20.9567466666667,6.648612,7.20534,12.049982,8.63464466666667,2.27893683953195
"RSL1D1",37.80325,36.64172,27.48529,33.9767533333333,56.018285,66.47568,54.098732,58.8642323333333,0.584267967199134
"RSL24D1",48.72014,31.88879,27.00463,35.8711866666667,136.65277,120.623708,147.433983,134.903487,0.271304198888338
"RSPH1",43.12089,50.20965,20.97447,38.10167,1.443676,1.606407,0.857338,1.30247366666667,16.9824613267383
"RSPH10B",1.68972,2.70806,3.03693,2.47823666666667,1.056233,1.11935,0.978229,1.05127066666667,1.69564978585631
"RSPH10B2",0,0.44213,0.13109,0.191073333333333,0.83404,0.225675,1.091249,0.716988,0.693699276484945
"RSPH3",2.7168,3.42653,2.57811,2.90714666666667,3.039339,4.296807,4.311827,3.88265766666667,0.800209011854405
"RSPH4A",1.37496,1.93433,0.721,1.34343,1.550254,0.505317,0.855593,0.970388,1.1893241331149
"RSPH6A",0.0994,0,0,0.0331333333333333,0,0.042431,0.096595,0.046342,0.987376339030005
"RSPH9",1.12648,0.80136,1.20166,1.04316666666667,1.193716,1.079092,0.937504,1.070104,0.986987449261808
"RSPO1",0.23192,0.35923,0.32773,0.306293333333333,0,0.031109,0.048171,0.0264266666666667,1.27266114156556
"RSPO2",7.63685,7.70968,97.9027,37.7497433333333,32.576604,18.74602,19.403167,23.5752636666667,1.57677833527754
"RSPO3",0.81173,0.13817,0.6336,0.527833333333333,0.271433,0.365267,2.393094,1.00993133333333,0.760142054604187
"RSPO4",11.94397,7.40572,3.16802,7.50590333333333,4.539531,5.490593,5.94243,5.32418466666667,1.34498022775426
"RSPRY1",11.94397,11.79941,9.13263,10.95867,35.859087,37.267761,38.799317,37.3087216666667,0.312165728317829
"RSRC1",189.39727,148.1696,211.97321,183.180026666667,16.650812,17.288498,20.034466,17.9912586666667,9.69814744243036
"RSRC2",89.86969,60.32343,51.54038,67.2445,75.104466,67.734779,76.975766,73.2716703333333,0.918849673014176
"RSU1",115.57988,148.8328,170.96376,145.12548,26.677284,26.928737,26.832537,26.8128526666667,5.25388322267027
"RTBDN",1.39153,0.5803,13.17459,5.04880666666667,2.91153,4.097391,3.204985,3.40463533333333,1.37328205604005
"RTCA",19.61396,17.18789,20.16608,18.98931,30.666698,33.661304,29.174181,31.1673943333333,0.621415268916766
"RTEL1",15.43936,9.58875,20.5812,15.2031033333333,15.889324,20.498215,23.248848,19.8787956666667,0.776055457988022
"RTF1",34.8711,21.08419,41.51197,32.4890866666667,95.526794,98.563525,138.283259,110.791192666667,0.299568202716315
"RTKN",46.63284,33.71259,34.2146,38.1866766666667,2.169884,3.547764,2.627148,2.78159866666667,10.3624631064322
"RTKN2",0.33132,0.13817,1.24536,0.571616666666667,0.181344,0.345611,0.737987,0.421647333333333,1.1054898284666
"RTL1",0.06626,0.0829,0.10924,0.0861333333333333,0.498006,0.581479,0.225353,0.434946,0.756915823545509
"RTN1",521.98966,348.87005,784.72912,551.862943333333,2401.052261,2518.117425,2368.683381,2429.28435566667,0.227488994052992
"RTN2",113.24409,102.29837,92.83387,102.79211,374.652617,347.564252,440.631494,387.616121,0.267081328826294
"RTN3",488.24504,355.50203,719.88306,521.210043333333,288.600014,295.56614,266.577926,283.58136,1.83501141231925
"RTN4",920.46441,852.18245,1877.14931,1216.59872333333,526.397404,530.014624,458.741555,505.051194333333,2.40607815368835
"RTN4IP1",9.80698,11.85467,13.93928,11.8669766666667,28.760307,12.946787,9.943223,17.2167723333333,0.706325820580327
"RTN4R",9.47566,9.11898,74.04424,30.8796266666667,2.461934,3.444018,4.451045,3.45233233333333,7.16020824141834
"RTN4RL1",3.47883,2.26593,13.24013,6.32829666666667,3.887608,5.365497,7.479558,5.57755433333333,1.11413700218769
"RTN4RL2",3.04811,3.17783,39.48007,15.2353366666667,25.063881,26.772431,29.444202,27.0935046666667,0.577903570925066
"RTP1",0.21536,0.19343,2.29408,0.900956666666667,0.982173,0.957779,1.592749,1.177567,0.872972756597922
"RTP2",0,0,0,0,0,0,0,0,1
"RTP3",0,0,0,0,0,0,0,0,1
"RTP4",0.53011,0.27633,0.39327,0.399903333333333,0,0,0,0,1.39990333333333
"RTTN",16.96342,7.84785,6.59822,10.46983,1.582419,2.512747,2.039514,2.04489333333333,3.76690699619472
"RUFY1",39.06225,34.26526,25.67187,32.9997933333333,20.56591,22.675924,17.108628,20.1168206666667,1.61008107565182
"RUFY2",43.98231,31.88879,57.94197,44.6043566666667,33.75043,34.329275,39.813144,35.964283,1.23374114051304
"RUFY3",77.11399,80.05359,82.32479,79.83079,192.487858,197.614948,228.914528,206.339111333333,0.389848251399373
"RUFY4",0.44728,0.6632,1.11427,0.741583333333333,0,0,0,0,1.74158333333333
"RUNDC1",27.51586,23.32248,22.17613,24.3381566666667,12.133609,11.296489,10.193193,11.2077636666667,2.07557726038329
"RUNDC3A",479.54798,422.31928,651.4757,517.780986666667,161.437555,177.082046,170.485252,169.668284333333,3.03970353187258
"RUNDC3B",16.28422,17.16026,18.89887,17.4477833333333,23.8477,31.412887,34.967675,30.0760873333333,0.593632754839943
"RUNX1",4.05863,2.90149,5.39656,4.11889333333333,2.331141,2.233659,1.864682,2.14316066666667,1.62858150638603
"RUNX1T1",10.85063,6.46619,5.76798,7.69493333333333,21.949254,26.944042,36.672595,28.5219636666667,0.294524220390895
"RUNX2",2.17013,0.6632,1.11427,1.31586666666667,0.167934,0.155094,0.196621,0.173216333333333,1.97394683390304
"RUNX3",0.96082,1.85143,2.0319,1.61471666666667,0.291448,0.198768,0.138873,0.209696333333333,2.16146531540009
"RUSC1",48.47165,34.62449,47.54213,43.54609,87.120913,88.79139,118.612332,98.1748783333333,0.449167074854154
"RUSC2",47.12982,35.61929,51.54038,44.7631633333333,43.081596,42.774797,51.757665,45.8713526666667,0.976356787882475
"RUVBL1",35.61656,36.91805,24.44836,32.3276566666667,19.031585,21.617621,21.338659,20.6626216666667,1.53848676210551
"RUVBL2",77.56127,68.50288,57.65794,67.9073633333333,53.991232,58.773768,57.144998,56.636666,1.19554735059334
"RWDD1",32.1046,34.84555,37.55741,34.8358533333333,50.057671,47.390874,44.163269,47.203938,0.743421695823551
"RWDD2A",8.08413,7.70968,9.11078,8.30153,5.100219,5.221832,5.605749,5.30926666666667,1.47426483796321
"RWDD2B",10.0389,9.36768,8.82676,9.41111333333333,6.175459,7.694273,6.487592,6.78577466666667,1.33719684669357
"RWDD3",22.26449,29.29127,18.00308,23.18628,14.62965,14.768675,15.680145,15.0261566666667,1.50917531277514
"RWDD4",4.96975,7.70968,7.5377,6.73904333333333,21.295511,12.294984,20.116884,17.9024596666667,0.409419909885096
"RXFP1",1.83881,0.829,7.12258,3.26346333333333,0,0,0.028649,0.00954966666666667,4.22313381312922
"RXFP2",0.48041,0,0,0.160136666666667,0.028242,0.026172,0,0.018138,1.13946897833758
"RXFP3",0.18222,0.1658,0,0.116006666666667,0,0,0,0,1.11600666666667
"RXFP4",0,0.44213,0,0.147376666666667,0,0.053208,0,0.017736,1.12738142963074
"RXRA",48.1569,61.45639,49.77066,53.1279833333333,1.803174,2.37078,2.979628,2.38452733333333,15.9927747665799
"RXRB",45.07565,43.49477,43.17245,43.91429,19.328034,23.601333,30.3234,24.417589,1.76705548272104
"RXRG",34.00967,30.45186,12.01662,25.4927166666667,14.410341,7.086143,7.400719,9.632401,2.49169652900287
"RYBP",13.65025,11.74414,11.99477,12.4630533333333,9.045707,10.471303,12.054406,10.5238053333333,1.16828191243309
"RYK",13.46803,19.56436,14.72582,15.9194033333333,11.733805,7.699722,12.66337,10.6989656666667,1.44623070238945
"RYR1",7.86877,6.54909,6.35789,6.92525,3.198902,2.657553,1.188436,2.348297,2.36694952687889
"RYR2",39.36044,21.66448,12.51914,24.5146866666667,10.268712,11.050005,10.105151,10.4746226666667,2.2235752240277
"RYR3",59.76956,46.06466,18.65854,41.4975866666667,285.472799,116.381078,169.571924,190.475267,0.221948178125098
"S100A1",780.30083,1018.12024,915.81954,904.74687,0.088129,0.053549,0.316561,0.152746333333333,785.729560623196
"S100A10",77.22995,120.56396,29.84492,75.87961,261.653869,321.386994,255.812191,279.617684666667,0.273965662895843
"S100A11",81.93465,48.35822,56.43443,62.2424333333333,9.274903,30.600567,15.343398,18.4062893333333,3.25886274532167
"S100A12",7.3718,3.84102,18.87702,10.0299466666667,0,0,0,0,11.0299466666667
"S100A13",213.63309,192.6868,248.46005,218.25998,28.786177,36.936565,42.421574,36.0481053333333,5.91825082625008
"S100A14",0.94425,8.51105,4.02011,4.49180333333333,0.375082,0.274896,0.127113,0.259030333333333,4.36193091455832
"S100A16",60.78007,70.29904,75.77026,68.94979,1.699557,2.551714,1.831489,2.02758666666667,23.1041412522185
"S100A2",3.82671,5.36085,2.01005,3.73253666666667,0,0.534431,0,0.178143666666667,4.01694360421805
"S100A3",1.75598,0,1.57309,1.10969,0.424816,0.192901,0,0.205905666666667,1.74946520139635
"S100A4",14.32945,8.81501,17.0636,13.4026866666667,1.329601,0.243131,0.749532,0.774088,8.11836090806469
"S100A5",0.76203,0,0.6773,0.479776666666667,0,0,0,0,1.47977666666667
"S100A6",179.14301,134.32533,175.35529,162.94121,89.170256,105.043291,75.619316,89.9442876666667,1.8026553861292
"S100A7",2.35235,0.9119,0.85209,1.37211333333333,0,0.359633,0,0.119877666666667,2.11818969512444
"S100A7A",0,0,0,0,0,0,0,0,1
"S100A8",29.27184,28.3241,59.18733,38.9277566666667,0,0,0,0,39.9277566666667
"S100A9",95.31985,57.9746,144.28686,99.19377,0,0,0,0,100.19377
"S100B",598.17597,653.66503,524.99529,592.278763333333,8.193148,12.098733,9.812205,10.0346953333333,53.7648521696083
"S100G",0,0,0,0,0,0,0,0,1
"S100P",4.73783,5.99642,4.61001,5.11475333333333,1.103121,0,0,0.367707,4.47080649096139
"S100PBP",81.0401,55.26654,21.43328,52.5799733333333,26.969077,41.444083,72.246838,46.886666,1.1188912866336
"S100Z",0.48041,0.46977,0.24033,0.396836666666667,0,0,0,0,1.39683666666667
"S1PR1",55.51213,65.18689,32.99109,51.2300366666667,0.060193,0.262475,0.173139,0.165269,44.8222999725099
"S1PR2",0.84486,0.2487,0.41512,0.502893333333333,1.764305,2.035028,1.858034,1.885789,0.520791136612321
"S1PR3",6.17906,6.60435,2.57811,5.12050666666667,0.794508,1.157438,1.41975,1.12389866666667,2.88173195959129
"S1PR4",2.7665,1.46456,1.55124,1.92743333333333,0.118384,0.151073,0,0.089819,2.68616470563766
"S1PR5",10.90032,12.07574,8.12761,10.36789,0.051884,0.091232,0.147843,0.0969863333333333,10.3628364862643
"SAA1",1.90507,14.5351,5.09068,7.17695,0,0,0,0,8.17695
"SAA2",2.00447,6.10695,0.26218,2.7912,0.496814,0.084833,0.285003,0.288883333333333,2.94146095457308
"SAA3P",0.53011,0,0,0.176703333333333,0,0,0,0,1.17670333333333
"SAA4",0,0,0.6336,0.2112,0.186145,0,0,0.0620483333333333,1.14043773902318
"SAAL1",9.80698,10.05851,17.60981,12.4917666666667,14.483424,15.368542,18.11775,15.9899053333333,0.794104875922793
"SAC3D1",15.07492,15.0325,14.79137,14.9662633333333,7.636977,8.187753,8.208798,8.011176,1.77182904132971
"SACM1L",17.49353,22.02372,22.6131,20.7101166666667,26.14357,25.54751,28.580538,26.757206,0.782143442919531
"SACS",16.58241,11.27437,13.87374,13.9101733333333,6.541821,6.893054,7.492352,6.97574233333333,1.86944019881619
"SAE1",42.50795,41.47754,51.03787,45.0077866666667,59.830052,61.331728,64.915336,62.0257053333333,0.72998447892552
"SAFB",125.02241,127.88678,161.4597,138.122963333333,41.189698,46.921406,54.772515,47.627873,2.86097159407596
"SAFB2",362.17899,311.6204,416.34318,363.380856666667,34.898906,39.054429,40.544282,38.1658723333333,9.30352970477691
"SAG",14.09753,11.85467,2.01005,9.32075,0.111814,0.279025,0.382017,0.257618666666667,8.20658143326965
"SAGE1",0,0.05527,0.13109,0.06212,0,0,0,0,1.06212
"SALL1",20.0281,15.14303,13.24013,16.1370866666667,7.711902,2.85099,3.623056,4.72864933333333,2.99147070618391
"SALL2",62.271,77.04156,44.15562,61.15606,22.923233,22.180514,28.558324,24.5540236666667,2.43233945506116
"SALL3",9.67445,52.17162,8.73936,23.5284766666667,2.947358,11.675653,4.642026,6.421679,3.30497676693733
"SALL4",0.38101,0.19343,0,0.19148,0.661311,0.996605,1.656179,1.10469833333333,0.566104881222091
"SAMD1",42.16007,48.22006,52.23953,47.5398866666667,21.552218,31.093934,31.971341,28.205831,1.66199299950296
"SAMD10",34.12563,24.73178,15.55606,24.80449,14.832778,16.621357,19.091713,16.848616,1.44574178748649
"SAMD11",5.40046,6.52145,5.37471,5.76554,54.133818,41.559592,43.368286,46.3538986666667,0.142871868853375
"SAMD12",21.99944,16.41416,23.74921,20.7209366666667,14.885467,13.910303,19.085487,15.960419,1.2806839658069
"SAMD13",3.01498,1.79616,3.03693,2.61602333333333,0.397459,1.251355,0.963778,0.870864,1.93280929737989
"SAMD14",58.65964,62.97622,53.02608,58.2206466666667,55.436027,57.952996,75.982532,63.1238516666667,0.923535394824874
"SAMD15",4.93662,4.97399,0.58991,3.50017333333333,3.011978,1.586565,3.043702,2.547415,1.26857819943067
"SAMD3",1.68972,0.22107,0.10924,0.673343333333333,9.106222,4.651024,4.543603,6.100283,0.235672765907124
"SAMD4A",15.65472,27.6609,21.43328,21.5829666666667,4.86403,9.795103,4.877537,6.51222333333333,3.00616284482135
"SAMD4B",37.70386,37.88521,37.75404,37.7810366666667,119.399724,101.318378,203.81823,141.512110666667,0.272124498649626
"SAMD5",1.54062,1.4093,1.11427,1.35473,1.444426,1.353573,1.044961,1.28098666666667,1.03232957667442
"SAMD7",0,0,0,0,0,0,0,0,1
"SAMD8",14.94239,16.33126,14.11407,15.12924,10.707768,10.329667,10.773686,10.603707,1.39000752087242
"SAMD9",0.36445,0.52503,0.26218,0.383886666666667,0.214276,0.300558,0.150039,0.221624333333333,1.13282506651663
"SAMD9L",2.7665,2.29356,1.90081,2.32029,0.012642,0.105757,0.028374,0.0489243333333333,3.16542375315919
"SAMHD1",15.65472,15.41937,10.74941,13.9411666666667,26.595458,30.491694,33.434848,30.174,0.479282949466436
"SAMM50",40.55318,40.15114,45.75056,42.1516266666667,268.703837,195.870426,272.504093,245.692785333333,0.174920505309305
"SAMSN1",1.50749,1.05006,3.29911,1.95222,0.431716,0.453011,0.193576,0.359434333333333,2.1716532587206
"SAP130",14.13066,9.06371,8.14945,10.44794,8.195947,8.677692,9.000304,8.62464766666667,1.18943990434559
"SAP18",267.98562,215.29082,177.95525,220.410563333333,157.005468,182.130428,161.822694,166.986196666667,1.31802831260402
"SAP25",5.69865,8.01365,0.76469,4.82566333333333,0.244103,0.839138,1.978631,1.020624,2.88310112783642
"SAP30",13.78278,17.79583,12.75947,14.77936,3.15059,3.184831,3.124951,3.15345733333333,3.79909042843986
"SAP30BP",112.89621,127.33411,97.50943,112.579916666667,203.505851,176.301601,165.011165,181.606205666667,0.621993739216059
"SAP30L",14.51168,20.83549,14.72582,16.6909966666667,13.381653,19.039392,20.451124,17.6240563333333,0.949900298304152
"SAPCD1",6.82513,2.68043,9.30742,6.27099333333333,0.534429,0.8731,0.482751,0.630093333333333,4.46047670072061
"SAPCD2",6.0134,7.48862,10.07211,7.85804333333333,0.335399,0.345837,0.278833,0.320023,6.71052196312741
"SAR1A",39.95681,31.83353,29.21132,33.66722,47.897689,47.250396,50.755385,48.63449,0.698450210730482
"SAR1B",28.7086,28.10304,11.90738,22.90634,17.844713,19.260432,29.072501,22.0592153333333,1.03673692510439
"SARDH",9.21061,7.57152,4.69741,7.15984666666667,1.877914,2.430566,2.717944,2.34214133333333,2.44150257359952
"SARM1",10.28739,9.58875,10.00657,9.96090333333333,27.639166,26.785606,30.324106,28.249626,0.374736529394712
"SARNP",48.62074,43.9369,50.05469,47.5374433333333,47.191251,51.436697,60.985471,53.204473,0.895450885267962
"SART1",84.85024,98.34681,130.60976,104.60227,37.667735,25.126996,39.364752,34.053161,3.01263187077479
"SART3",31.77328,19.12222,16.91066,22.6020533333333,32.73096,24.853012,28.70333,28.762434,0.793014890292015
"SASH1",26.52191,36.97332,29.29871,30.9313133333333,3.017102,2.323335,3.728914,3.023117,7.93695866496881
"SASH3",2.91559,2.81859,1.70418,2.47945333333333,0,0,0.959035,0.319678333333333,2.63659199779744
"SASS6",1.29214,0.60793,1.3546,1.08489,1.727947,1.718354,2.285115,1.910472,0.716340854679241
"SAT1",215.35594,234.16434,276.60079,242.040356666667,19.316426,30.237103,32.896743,27.483424,8.5326945477716
"SAT2",157.72338,136.48073,179.44094,157.881683333333,72.58654,68.165584,64.843537,68.531887,2.28501900621989
"SATB1",21.40307,24.48308,39.87334,28.5864966666667,9.388266,20.977994,20.191823,16.8526943333333,1.65725666469429
"SATB2",1.9382,2.18303,27.3542,10.49181,2.352487,4.852229,4.726842,3.977186,2.30889703539309
"SATL1",2.07073,1.63036,1.3109,1.67066333333333,0.82282,0.407068,0.770095,0.666661,1.60240344817172
"SAV1",24.94816,25.75421,29.16762,26.62333,10.909396,6.009294,8.323313,8.414001,2.93428160885048
"SAYSD1",8.58111,8.42815,6.83855,7.94927,5.171435,5.802653,7.826914,6.26700066666667,1.23149431388521
"SBDS",133.66977,93.84259,87.02219,104.84485,66.681337,73.56751,78.873444,73.0407636666667,1.42954832930298
"SBDSP1",43.75039,58.61017,36.9238,46.42812,24.708711,31.129379,27.017846,27.6186453333333,1.6572454582523
"SBF1",123.46522,112.13581,179.46279,138.354606666667,49.636646,62.894359,75.489279,62.673428,2.18858338625442
"SBF1P1",0.03313,0,0,0.0110433333333333,0,0.011837,0,0.00394566666666667,1.00706977170411
"SBF2",43.4025,32.91123,19.79465,32.0361266666667,33.147835,30.794438,31.84187,31.9280476666667,1.00328227780444
"SBK1",7.96817,8.37288,25.82481,14.0552866666667,47.013825,43.570158,58.987812,49.857265,0.296030206631573
"SBK2",0,0,0,0,0.123242,0.034604,0,0.0526153333333333,0.950014661892949
