"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"CTNS",867,6.04044,940,7.02939,1030,7.54441,6.87141333333,"Ctns",1.541649,1.278512,1.270664,92,85,69,1.36360833333333,3.3302528267148
"CTPS1",625,3.32097,602,3.43338,784,4.37965,3.71133333333,"Ctps",6.696784,5.883233,6.650427,408,423,330,6.410148,0.635794768651044
"CTPS2",633,0.885115,806,1.20968,754,1.10842,1.06773833333,"Ctps2",8.832487,5.347925,3.803997,96,66,54,5.994803,0.295610660275922
"CTR9",13668,47.3955,14498,53.9611,13309,48.5195,49.9587,"Ctr9",3.264937,3.13548,3.140318,224,238,187,3.180245,12.1903620481575
"CTRB1",16,0.380246,24,0.612204,3,0.0749555,0.355801833333,"Ctrb1",0,0,0,0,0,0,0,1.355801833333
"CTRB2",11,0.628208,8,0.49039,3,0.180124,0.432907333333,"Ctrb1",0,0,0,0,0,0,0,1.432907333333
"CTRL",306,11.3115,302,11.9824,364,14.1461,12.48,"Ctrl",0.042299,0.07091,0.185177,1,1,2,0.099462,12.2605419741655
"CTSA",2337,47.0522,2122,45.8571,2725,57.68,50.1964333333,"Ctsa",36.977012,30.067027,34.662613,925,818,721,33.9022173333333,1.46685331892667
"CTSB",24430,158.511,19529,136.005,34865,237.828,177.448,"Ctsb",63.457044,65.794634,70.677997,3934,3922,3146,66.643225,2.63807646663801
"CTSC",1216,4.80946,1127,4.7844,3535,14.6991,8.09765333333,"Ctsc",5.548642,7.028203,6.934927,374,410,336,6.503924,1.21238612402391
"CTSD",18936,279.897,19217,304.885,12160,188.965,257.915666667,"Ctsd",116.861549,121.843266,121.06524,7164,6984,5348,119.923351666667,2.14115522848489
"CTSE",2,0.023879,1,0.0128153,0,0,0.0122314333333,"Ctse",0.053228,0.022825,0.073857,3,1,3,0.04997,0.964057481007362
"CTSF",1403,45.5751,1720,59.9706,796,27.1845,44.2434,"Ctsf",12.123622,16.674059,14.122315,326,361,272,14.3066653333333,2.95579729580116
"CTSG",1,0.0639221,4,0.274443,12,0.806437,0.3816007,"Ctsg",0,0,0,0,0,0,0,1.3816007
"CTSH",954,5.84434,773,5.08284,1546,9.95713,6.96143666667,"Ctsh",9.926702,10.465169,11.727165,213,214,187,10.7063453333333,0.680095831787923
"CTSK",406,5.88466,554,8.61878,617,9.40197,7.96847,"Ctsk",1.002962,0.767678,1.043694,45,32,34,0.938111333333333,4.62742766411424
"CTSO",669,3.92866,962,6.06364,1298,8.01366,6.00198666667,"Ctso",1.396037,1.731557,2.032946,144,176,153,1.72018,2.57408945976737
"CTSS",1503,7.3746,1002,5.27701,3525,18.1835,10.27837,"Ctss",3.950577,4.746474,3.647631,153,171,102,4.114894,2.2050056169297
"CTSW",21,0.939483,4,0.192075,28,1.31694,0.816166,"Ctsw",0,0,0,0,0,0,0,1.816166
"CTSZ",2335,33.7964,2258,35.079,3864,58.7975,42.5576333333,"Ctsz",3.441433,4.578993,3.793787,151,192,118,3.938071,8.82077907209111
"CTTN",3582,16.3896,3449,16.9386,3526,16.9615,16.7632333333,"Cttn",10.528328,11.124902,10.620382,370,391,362,10.7578706666667,1.51075257050228
"CTTNBP2",673,0.719146,656,0.752396,920,1.03354,0.835027333333,"Cttnbp2",0.1416,0.092555,1.530099,11,7,17,0.588084666666667,1.15549716702741
"CTTNBP2NL",1207,3.13582,1340,3.7367,1693,4.62422,3.83224666667,"Cttnbp2nl",1.463386,1.528166,1.563308,237,231,162,1.51828666666667,1.91886282472607
"CTU2",223,4.37042,227,4.77512,170,3.50272,4.21608666667,"Ctu2",3.268373,6.326678,2.780031,31,60,40,4.12502733333333,1.01776758003697
"CTXN1",78,8.2836,91,10.3731,57,6.36411,8.34027,"Ctxn1",0.115785,0.198406,0.126749,4,7,3,0.14698,8.14335908211128
"CTXN2",206,1.40375,353,2.58189,132,0.945661,1.643767,"Ctxn2",0,0,0,0,0,0,0,2.643767
"CTXN3",8,0.14578,17,0.332504,13,0.249052,0.242445333333,"Ctxn3",0.084149,0.090487,0.038979,3,3,1,0.071205,1.15985766807754
"CUBN",576,0.329004,785,0.481271,711,0.42696,0.412411666667,"Cubn",0.148721,0.241522,0.15337,55,83,41,0.181204333333333,1.19573864301802
"CUEDC2",1269,23.7359,1334,26.7818,924,18.17,22.8959,"Cuedc2",17.632885,15.3786,21.326884,361,304,265,18.1127896666667,1.25025704864399
"CUL1",2103,3.5601,2005,3.64316,2136,3.80157,3.66827666667,"Cul1",33.992997,24.785158,33.164489,806,727,627,30.647548,0.147508320918575
"CUL2",1360,2.8942,1519,3.46967,1396,3.1233,3.16239,"Cul2",13.38546,13.669678,14.721132,525,464,383,13.9254233333333,0.278879192036318
"CUL3",2360,3.57741,2690,4.37673,2396,3.81841,3.92418333333,"Cul3",41.223355,46.383773,42.704167,1573,1618,1283,43.4370983333333,0.110812440911252
"CUL4A",2236,6.63024,2484,7.90586,2630,8.19882,7.57830666667,"Cul4a",19.484805,19.50777,18.840816,1050,1084,879,19.277797,0.42303937980393
"CUL5",1134,2.00385,1530,2.90191,1396,2.59344,2.49973333333,"Cul5",6.220376,6.104907,7.988173,732,627,609,6.771152,0.450349360471909
"CUL7",837,8.95481,822,9.43938,781,8.78456,9.05958333333,"Cul7",1.770631,1.567436,2.357916,187,244,192,1.898661,3.47042421770949
"CUL9",940,3.87268,940,4.15673,995,4.30968,4.11303,"Cul9",2.668991,2.119838,2.74225,278,249,227,2.51035966666667,1.45655445182778
"CUTA",1018,94.7994,1031,103.052,764,74.7979,90.8831,"Cuta",15.588181,13.949629,16.115558,225,191,164,15.2177893333333,5.66557488887511
"CUTC",1616,5.26931,1784,6.24378,2068,7.08926,6.20078333333,"Cutc",6.328909,4.472867,4.30016,117,101,67,5.03397866666667,1.19337235530995
"CUX1",1961,0.731933,1993,0.798438,2232,0.875842,0.802071,"Cux1",7.776131,7.602969,8.547495,858,784,647,7.97553166666667,0.20077596146115
"CUX2",113,0.0623945,99,0.0586737,114,0.0661776,0.0624152666667,"Cux2",2.557011,3.156845,2.254924,197,183,156,2.65626,0.290574320936339
"CUZD1",29,0.361412,18,0.240778,31,0.406167,0.336119,"Cuzd1",0.103373,0.095374,0.040769,7,6,2,0.0798386666666667,1.23733205824574
"CWC15",707,11.2622,770,13.1654,722,12.0914,12.173,"Cwc15",14.103842,14.315807,14.814156,284,288,223,14.4112683333333,0.854764170935098
"CWC22",508,1.42173,726,2.18087,602,1.77128,1.79129333333,"Gm13695",0,0,0,0,0,0,0,2.79129333333
"CWC22",508,1.42173,726,2.18087,602,1.77128,1.79129333333,"Gm13698",0,0,0,0,0,0,0,2.79129333333
"CWC22",508,1.42173,726,2.18087,602,1.77128,1.79129333333,"Cwc22",2.411088,2.030827,2.207128,141,108,105,2.21634766666667,0.867845650598717
"CWC25",405,2.83978,405,3.04807,448,3.30252,3.06345666667,"Cwc25",0.854284,0.760868,0.790863,82,70,57,0.802005,2.25496414642024
"CWC27",687,0.480417,834,0.625991,843,0.619765,0.575391,"Cwc27",3.222346,3.727818,3.382155,101,100,95,3.44410633333333,0.3544899428224
"CWF19L1",483,2.38475,512,2.71335,596,3.09372,2.73060666667,"Cwf19l1",1.134728,1.684515,1.358551,55,49,39,1.392598,1.55922836459363
"CWF19L2",523,0.694811,618,0.881239,662,0.924615,0.833555,"Cwf19l2",1.697084,1.628704,1.914377,208,194,189,1.74672166666667,0.667543064975034
"CWH43",13,0.0299588,13,0.0321562,14,0.0339193,0.0320114333333,"Cwh43",0,0,0,0,0,0,0,1.0320114333333
"CX3CL1",463,6.43584,459,6.84822,296,4.32568,5.86991333333,"Cx3cl1",0.760354,1.35231,1.464557,82,79,63,1.192407,3.13350273618448
"CX3CR1",478,4.57769,637,6.54784,1135,11.4275,7.51767666667,"Cx3cr1",0.333821,0.27423,0.531342,38,31,43,0.379797666666667,6.17313456345169
"CXADR",165,0.357914,200,0.465656,258,0.588373,0.470647666667,"Gm1123",0.023545,0.025313,0,1,1,0,0.016286,1.44708051342535
"CXCL10",31,2.27549,23,1.8121,104,8.02574,4.03777666667,"Cxcl10",0.099351,0.306713,0.045758,3,4,1,0.150607333333333,4.37836307897974
"CXCL11",1,0.0225884,6,0.145472,18,0.427462,0.198507466667,"Cxcl11",0.02102,0,0.011227,1,0,1,0.010749,1.18576171400318
"CXCL12",826,8.83713,1068,12.2643,1309,14.7234,11.94161,"Cxcl12",13.079042,13.616591,16.254087,1999,2076,1903,14.3165733333333,0.844941601385166
"CXCL13",282,0.492248,332,0.622033,345,0.633128,0.582469666667,"Cxcl13",0,0.034394,0,0,1,0,0.0114646666666667,1.56453281940348
"CXCL14",91,1.84834,258,5.62473,667,14.2431,7.23872333333,"Cxcl14",1.625057,1.398861,1.277107,88,76,48,1.433675,3.3853013789146
"CXCL16",509,13.9027,465,13.6325,805,23.1162,16.8838,"Cxcl16",0.992176,1.614456,1.501504,55,79,57,1.36937866666667,7.54788597179345
"CXCL17",4,0.0476376,6,0.0766976,4,0.0500828,0.0581393333333,"Cxcl17",0,0,0,0,0,0,0,1.0581393333333
"CXCL6",1,0.0140603,2,0.0301832,2,0.0295639,0.0246024666667,"Cxcl5",0.09923,0,0.03151,4,0,1,0.04358,0.981814970262654
"CXCL9",31,0.868592,20,0.601485,172,5.06665,2.178909,"Cxcl9",1.846413,1.725272,0.405323,50,69,27,1.32566933333333,1.3668791837418
"CXCR1",2,0.0847642,0,0,4,0.17823,0.0876647333333,"Cxcr1",0,0,0,0,0,0,0,1.0876647333333
"CXCR2",11,0.160636,12,0.188093,18,0.276351,0.20836,"Cxcr2",0.079859,0.084721,0.082093,8,8,6,0.0822243333333333,1.11655223670508
"CXCR3",1,0.0672955,0,0,2,0.141499,0.0695981666667,"Cxcr3",0.036446,0.019593,0.102275,2,1,4,0.0527713333333333,1.01598336960799
"CXCR4",844,38.6288,835,41.02,631,30.3624,36.6704,"Cxcr4",1.612501,1.141348,1.115947,65,42,28,1.289932,16.450444816702
"CXCR5",288,3.62071,256,3.45447,270,3.56864,3.54794,"Cxcr5",0.034772,0.037422,0.032336,3,3,2,0.0348433333333333,4.39481016450155
"CXCR6",28,0.659331,20,0.505494,47,1.16354,0.776121666667,"Cxcr6",0.035898,0.05786,0,2,3,0,0.0312526666666667,1.72229534436792
"CXorf49",3,0.138613,5,0.247967,8,0.388608,0.258396,"Gm3858",0,0,0,0,0,0,0,1.258396
"CXorf49",3,0.138613,5,0.247967,8,0.388608,0.258396,"Gm4779",0,0.016457,0.041718,0,1,1,0.0193916666666667,1.23445780571746
"CXorf49B",3,0.138613,5,0.247967,8,0.388608,0.258396,"Gm3858",0,0,0,0,0,0,0,1.258396
"CXorf49B",3,0.138613,5,0.247967,8,0.388608,0.258396,"Gm4779",0,0.016457,0.041718,0,1,1,0.0193916666666667,1.23445780571746
"CXorf66",1,0.0178374,0,0,2,0.0375058,0.0184477333333,"Gm7073",0,0,0,0,0,0,0,1.0184477333333
"CXXC1",614,17.9915,624,19.6256,584,17.9908,18.5359666667,"Cxxc1",6.592555,5.585566,8.889822,266,228,203,7.02264766666667,2.43510216058348
"CXXC4",104,0.683188,180,1.26917,123,0.849474,0.933944,"Cxxc4",0.301127,0.147207,0.296153,59,27,41,0.248162333333333,1.54943307320869
"CXXC5",1058,5.05225,933,4.78213,677,3.3988,4.41106,"Cxxc5",2.453143,2.545396,3.940018,177,128,177,2.979519,1.35972714290345
"CYB561",948,11.7867,938,12.5178,1009,13.189,12.4978333333,"Cyb561",1.768185,2.709754,2.243696,140,166,119,2.240545,4.16529729823224
"CYB561A3",613,7.90044,660,9.1301,621,8.41435,8.48163,"Cyb561a3",2.162108,3.137478,2.072111,123,150,112,2.45723233333333,2.74254926652794
"CYB561D1",643,12.6485,538,11.3593,421,8.70661,10.9048033333,"Cyb561d1",0.734993,0.832665,1.224121,88,95,92,0.930593,6.16639723302633
"CYB561D2",596,13.4072,643,15.5255,559,13.2204,14.0510333333,"Cyb561d2",1.093015,2.127325,2.459566,18,35,22,1.893302,5.20202638138017
"CYB5A",1066,4.52804,1514,6.9027,1439,6.42617,5.95230333333,"Cyb5a",15.817103,21.39514,19.112138,299,330,242,18.7747936666667,0.351574001252369
"CYB5B",2214,9.26606,2269,10.1928,2026,8.91446,9.45777333333,"Cyb5b",5.700029,6.216939,7.136222,732,749,664,6.35106333333333,1.42262049163817
"CYB5D1",572,22.0251,597,24.6738,568,22.9937,23.2308666667,"Cyb5d1",5.6801,6.189014,5.819376,124,124,96,5.89616333333333,3.51367354505331
"CYB5D2",2448,9.68813,2664,11.3163,2832,11.7831,10.9291766667,"Cyb5d2",3.701008,4.466123,4.157733,207,179,157,4.108288,2.33525922318789
"CYB5R1",4222,136.513,3828,132.852,2941,99.9744,123.113133333,"Cyb5r1",8.33994,12.077675,13.582447,200,209,162,11.333354,10.0632101643235
"CYB5R2",621,8.94895,682,10.5489,1039,15.7411,11.7463166667,"Cyb5r2",0.7895,0.914237,0.945705,67,72,58,0.883147333333333,6.76862422874684
"CYB5R3",5847,32.373,5513,32.7626,5165,30.0648,31.7334666667,"Cyb5r3",7.917478,8.955058,10.458607,510,540,481,9.110381,3.23760960805532
"CYB5R4",473,0.766764,557,0.969162,835,1.42307,1.05299866667,"Cyb5r4",6.298787,5.701919,7.605054,333,372,304,6.53525333333333,0.272452507679901
"CYB5RL",251,1.44308,249,1.53659,260,1.57155,1.51707333333,"Cyb5rl",7.39209,3.599568,4.879513,111,96,83,5.29039033333333,0.400145809711014
"CYBA",617,13.8796,544,13.1351,1506,35.6169,20.8772,"Cyba",6.860553,9.205963,5.930935,128,157,78,7.33248366666667,2.62553169921205
"CYBB",2753,14.3776,2128,11.9287,7415,40.7128,22.3397,"Cybb",0.706771,0.792928,0.823192,107,114,92,0.774297,13.1543366189539
"CYBC1",1363,28.8834,1039,23.6324,1652,36.8045,29.7734333333,"Cybc1",1.575595,1.543422,2.199018,112,106,79,1.77267833333333,11.0988111975845
"CYBRD1",5124,24.9466,5811,30.3664,6892,35.2765,30.1965,"Cybrd1",0.005685,0.030251,0.023876,1,5,3,0.0199373333333333,30.5866831034064
"CYC1",1036,72.7737,1141,86.0282,877,64.7668,74.5229,"Cyc1",300.065759,318.471049,355.283182,5711,6157,4941,324.606663333333,0.231945191866927
"CYCS",2471,81.8974,2543,90.4658,2596,90.4566,87.6066,"Cycs",23.635469,22.541673,29.282297,2295,2049,2026,25.1531463333333,3.38799006707147
"CYFIP1",2872,4.40073,3043,5.00475,3836,6.17955,5.19501,"Cyfip1",6.102496,6.749936,8.592977,488,462,441,7.14846966666667,0.760266682386046
"CYFIP2",5167,6.96951,4611,6.67574,3468,4.91792,6.18772333333,"Cyfip2",12.105477,12.172949,15.538938,2514,2216,2233,13.2724546666667,0.503608068913117
"CYGB",464,3.40304,451,3.55031,733,5.65185,4.20173333333,"Cygb",6.64532,7.575485,8.964295,499,559,468,7.72836666666667,0.595957242859107
"CYHR1",1139,12.3622,1111,12.9428,830,9.47085,11.59195,"Cyhr1",8.96208,9.518602,10.133097,890,816,649,9.53792633333333,1.194917254277
"CYLC1",1,0.00683112,3,0.0219965,1,0.00718175,0.0120031233333,"Cylc1",0,0,0,0,0,0,0,1.0120031233333
"CYLC2",0,0,5,0.0404506,1,0.00792415,0.0161249166667,"Cylc2",0,0,0,0,0,0,0,1.0161249166667
"CYLD",1643,4.79295,2058,6.44393,2095,6.42521,5.88736333333,"Cyld",2.7653,2.461079,2.698297,556,454,396,2.64155866666667,1.89132290971284
"CYP11A1",52,0.303946,76,0.476813,111,0.682111,0.487623333333,"Cyp11a1",0.009037,0,0.032879,1,0,2,0.013972,1.46712466747898
"CYP17A1",50,1.25828,67,1.80976,79,2.09012,1.71938666667,"Cyp17a1",0,0,0,0,0,0,0,2.71938666667
"CYP19A1",67,0.0896613,63,0.0904922,133,0.18712,0.1224245,"Cyp19a1",0.014115,0.015194,0.042216,1,1,2,0.0238416666666667,1.09628718633252
"CYP1A1",9,0.262267,17,0.531729,1,0.0306365,0.2748775,"Cyp1a1",0.082455,0.025386,0.049044,7,2,3,0.052295,1.21152100884258
"CYP1A2",2,0.0450081,1,0.0241547,0,0,0.0230542666667,"Cyp1a2",0,0,0,0,0,0,0,1.0230542666667
"CYP1B1",2706,11.0118,2500,10.9197,8545,36.5578,19.4964333333,"Cyp1b1",0.335123,0.33097,0.174246,59,55,22,0.280113,16.0114250330244
"CYP20A1",414,1.08479,478,1.34436,674,1.85671,1.42862,"Cyp20a1",1.439399,1.456773,1.544638,96,91,71,1.48027,0.979175654263447
"CYP24A1",116,0.986568,106,0.967643,198,1.7704,1.241537,"Cyp24a1",0,0,0,0,0,0,0,2.241537
"CYP26A1",3,0.118816,1,0.0425103,1,0.0416382,0.0676548333333,"Cyp26a1",0,0.018196,0,0,1,0,0.00606533333333333,1.06121819126389
"CYP26B1",293,2.72256,448,4.46815,407,3.97596,3.72222333333,"Cyp26b1",0.526162,0.317902,3.172108,79,43,338,1.338724,2.01914519769327
"CYP26C1",4,0.0799264,5,0.107236,7,0.14705,0.111404133333,"Cyp26c1",0,0,0,0,0,0,0,1.111404133333
"CYP27A1",1118,5.82243,1285,7.18301,1158,6.3403,6.44858,"Cyp27a1",5.047459,4.575342,4.328133,173,160,100,4.65031133333333,1.31826010295362
"CYP27B1",58,1.523,75,2.11385,59,1.62878,1.75521,"Cyp27b1",0.025756,0.027568,0,2,2,0,0.0177746666666667,2.70709233609011
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d40",0,0,0,0,0,0,0,4.85424333333
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d10",0,0,0,0,0,0,0,4.85424333333
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d9",0,0,0.038018,0,0,1,0.0126726666666667,4.79349694438611
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d34",0,0,0,0,0,0,0,4.85424333333
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d11",0,0,0,0,0,0,0,4.85424333333
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d26",0,0,0,0,0,0,0,4.85424333333
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d22",5.407105,4.913432,2.526686,140,123,109,4.28240766666667,0.918945230971382
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d13",0,0,0,0,0,0,0,4.85424333333
"CYP2D6",95,3.78654,75,3.20864,109,4.56755,3.85424333333,"Cyp2d12",0,0,0,0,0,0,0,4.85424333333
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d10",0,0,0,0,0,0,0,3.23862666667
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d40",0,0,0,0,0,0,0,3.23862666667
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d11",0,0,0,0,0,0,0,3.23862666667
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d34",0,0,0,0,0,0,0,3.23862666667
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d13",0,0,0,0,0,0,0,3.23862666667
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d12",0,0,0,0,0,0,0,3.23862666667
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d22",5.407105,4.913432,2.526686,140,123,109,4.28240766666667,0.613096692083528
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d26",0,0,0,0,0,0,0,3.23862666667
"CYP2D7",131,2.47331,83,1.682,129,2.56057,2.23862666667,"Cyp2d9",0,0,0.038018,0,0,1,0.0126726666666667,3.19809823378597
"CYP2E1",120,0.513632,177,0.813176,147,0.661495,0.662767666667,"Cyp2e1",0.189425,0.122397,0.033545,9,4,1,0.115122333333333,1.49110785154544
"CYP2F1",8,0.100186,11,0.14786,7,0.0921621,0.1134027,"Cyp2f2",0,0,0,0,0,0,0,1.1134027
"CYP2J2",825,4.30666,861,4.82426,722,3.96243,4.36445,"Cyp2j9",0.190454,0.316516,0.36979,12,18,16,0.292253333333333,4.15123711552946
"CYP2J2",825,4.30666,861,4.82426,722,3.96243,4.36445,"Cyp2j13",0.007177,0.007706,0,1,1,0,0.004961,5.33796833906987
"CYP2R1",453,5.34252,453,5.73438,484,6.0011,5.69266666667,"Cyp2r1",0.042348,0.089435,0.046125,2,4,2,0.0593026666666667,6.31799284309363
"CYP2S1",40,0.487646,44,0.575755,47,0.602394,0.555265,"Cyp2s1",0.065529,0.034123,0.118894,6,3,4,0.0728486666666667,1.44965925607402
"CYP2U1",1977,15.7614,2644,22.6251,2237,18.7496,19.0453666667,"Cyp2u1",0.927194,1.362765,0.986573,97,130,83,1.09217733333333,9.58110306776099
"CYP39A1",146,0.24703,203,0.368666,171,0.30418,0.306625333333,"Cyp39a1",1.264026,1.265689,1.30265,86,78,65,1.277455,0.573721690805307
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a41a",0,0,0,0,0,0,0,1.230187333333
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a16",0,0,0,0,0,0,0,1.230187333333
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a25",0,0,0,0,0,0,0,1.230187333333
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a41b",0,0,0,0,0,0,0,1.230187333333
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a44",0,0,0,0,0,0,0,1.230187333333
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a11",0,0,0,0,0,0,0,1.230187333333
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a13",0.227796,0.372379,0.242031,21,32,16,0.280735333333333,0.960532048515618
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a57",0,0,0,0,0,0,0,1.230187333333
"CYP3A4",27,0.172849,44,0.30234,32,0.215373,0.230187333333,"Cyp3a59",0,0,0,0,0,0,0,1.230187333333
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a41a",0,0,0,0,0,0,0,1.0767361666667
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a13",0.227796,0.372379,0.242031,21,32,16,0.280735333333333,0.84071715571734
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a44",0,0,0,0,0,0,0,1.0767361666667
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a57",0,0,0,0,0,0,0,1.0767361666667
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a11",0,0,0,0,0,0,0,1.0767361666667
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a59",0,0,0,0,0,0,0,1.0767361666667
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a16",0,0,0,0,0,0,0,1.0767361666667
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a25",0,0,0,0,0,0,0,1.0767361666667
"CYP3A43",13,0.0596243,18,0.088612,17,0.0819722,0.0767361666667,"Cyp3a41b",0,0,0,0,0,0,0,1.0767361666667
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a41b",0,0,0,0,0,0,0,1.936503
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a11",0,0,0,0,0,0,0,1.936503
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a59",0,0,0,0,0,0,0,1.936503
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a44",0,0,0,0,0,0,0,1.936503
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a25",0,0,0,0,0,0,0,1.936503
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a16",0,0,0,0,0,0,0,1.936503
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a13",0.227796,0.372379,0.242031,21,32,16,0.280735333333333,1.51202434226588
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a41a",0,0,0,0,0,0,0,1.936503
"CYP3A5",146,0.801951,174,1.02585,170,0.981708,0.936503,"Cyp3a57",0,0,0,0,0,0,0,1.936503
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a44",0,0,0,0,0,0,0,1.257445333333
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a13",0.227796,0.372379,0.242031,21,32,16,0.280735333333333,0.981815134326218
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a16",0,0,0,0,0,0,0,1.257445333333
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a57",0,0,0,0,0,0,0,1.257445333333
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a11",0,0,0,0,0,0,0,1.257445333333
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a41b",0,0,0,0,0,0,0,1.257445333333
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a25",0,0,0,0,0,0,0,1.257445333333
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a41a",0,0,0,0,0,0,0,1.257445333333
"CYP3A7",66,0.229501,71,0.264996,76,0.277839,0.257445333333,"Cyp3a59",0,0,0,0,0,0,0,1.257445333333
"CYP3A7-CYP3A51P",66,0.231213,70,0.263213,76,0.279911,0.258112333333,"Cyp3a13",0.227796,0.372379,0.242031,21,32,16,0.280735333333333,0.98233592889059
"CYP3A7-CYP3A51P",66,0.231213,70,0.263213,76,0.279911,0.258112333333,"Cyp3a44",0,0,0,0,0,0,0,1.258112333333
"CYP3A7-CYP3A51P",66,0.231213,70,0.263213,76,0.279911,0.258112333333,"Cyp3a59",0,0,0,0,0,0,0,1.258112333333
"CYP3A7-CYP3A51P",66,0.231213,70,0.263213,76,0.279911,0.258112333333,"Cyp3a41b",0,0,0,0,0,0,0,1.258112333333
"CYP3A7-CYP3A51P",66,0.231213,70,0.263213,76,0.279911,0.258112333333,"Cyp3a57",0,0,0,0,0,0,0,1.258112333333
