"Hs_symbol","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg__TPM","FoldChange"
"PRR5L",3.726509,0.31838,0.152698,37,7,9,0.086289,0.600849,0.971155,0.846231,7,22,8,0,1.086289
"PRR7",1.345342,3.261341,5.300235,18,62,140,0,4.231626,4.40902,6.197113,44,53,38,0,1
"PRR9",0,0,0,0,0,0,0.044153,0,0.066454,0,0,1,0,0.059624,0.985399537949311
"PRRC1",11.798512,10.072988,6.891134,438,552,420,0.315245333333333,12.325676,12.944868,13.321996,433,461,399,0.357257666666667,0.969046162445696
"PRRC2A",79.79435,86.333973,85.255873,5112,7685,5968,48.299079,77.04291,74.732042,108.462022,3558,4327,3304,53.310843,0.907720747402134
"PRRC2B",218.655471,239.663504,169.490911,10296,17167,12625,0,198.40595,210.550765,158.216269,8730,9940,7353,0,1
"PRRC2C",109.975621,88.961307,66.86867,2945,3608,3420,45.1277693333333,98.278637,101.472638,134.748817,2576,2780,1957,40.1045536666667,1.12220581951581
"PRRG1",3.309257,3.33019,3.095433,227,258,245,0.106854,3.050258,4.112922,4.241885,155,181,130,0.0889593333333333,1.01643281444853
"PRRG2",0.30584,0,0,1,0,0,0.381054,0.12434,0.055556,0.3507,2,1,4,0.0220556666666667,1.35125125278564
"PRRG3",12.218438,7.183991,9.227168,460,249,336,0.0796946666666667,5.857471,4.855464,5.818739,125,149,103,0.039792,1.03837562384272
"PRRG4",0.467688,0.301511,0.380763,41,36,47,3.208537,0.360624,0.528062,0.502426,26,41,26,4.46106933333333,0.770643392917919
"PRRT1",6.357037,1.190349,3.387791,142,36,115,24.8747653333333,3.03552,1.971155,1.456547,60,50,19,13.1463013333333,1.82908342779069
"PRRT1B",0,0,0,0,0,0,34.748523,0,0.166405,0,0,2,0,13.0900483333333,2.53714693905119
"PRRT2",177.362891,201.190464,160.565669,1632,2635,2633,0.272575,140.483835,91.7261,171.243837,1543,1652,1428,0.353021666666667,0.940542957553032
"PRRT3",4.644472,3.871989,3.283325,165,222,237,0,6.044472,8.340677,7.850437,174,278,168,0,1
"PRRT3.AS1",0.786487,0.924528,0.125986,5,8,1,0,0,0,0,0,0,0,0.0521916666666667,0.950397186824327
"PRRT4",4.420318,3.46917,3.193806,118,144,150,0.023838,3.406999,4.612931,6.617262,70,127,96,0.047257,0.977637771817233
"PRRX1",0.762414,0,0,15,0,0,90.330663,0.041062,0.466035,2.663148,2,15,62,93.0825906666667,0.97074987362522
"PRRX2",0.074523,0,0.041709,1,0,1,0,0,0,0.139193,0,0,1,0,1
"PRRX2.AS1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRSS1",0,0,0.120126,0,0,1,0.025789,0,0,0,0,0,0,0.0153443333333333,1.01028682223732
"PRSS12",1.234495,1.066414,0.949794,14,20,17,0.0538696666666667,24.153963,5.688574,19.452091,149,174,208,0.102390333333333,0.955985946901445
"PRSS16",1.31657,0.871611,0.904729,19,30,22,2.25647633333333,0.651788,0.584363,0.907389,17,16,13,1.39541566666667,1.35946189993191
"PRSS2",0.184996,0,0.128552,1,0,1,0.264851333333333,0,0,0,0,0,0,0.251292666666667,1.01083572774608
"PRSS21",0,0,0,0,0,0,11.016317,0,0,0,0,0,0,13.7186416666667,0.816401219088944
"PRSS22",0.298556,0.266756,0.150928,3,3,4,0.233361666666667,0.203921,0.086783,0.389856,2,1,1,0.528400333333333,0.806962442867826
"PRSS23",12.496128,2.878762,1.528674,475,134,98,0.0912236666666667,9.620602,15.301861,8.450836,245,401,179,0.109510666666667,0.98351795926853
"PRSS27",4.328721,4.9879,4.102466,81,134,115,11.3377866666667,4.47822,4.798032,6.244116,69,83,67,14.313968,0.805655769077398
"PRSS3",59.93736,18.908534,39.976281,56,18,64,0.456424333333333,31.377669,7.192659,11.32114,19,25,6,0.196949333333333,1.21678027028713
"PRSS30P",0.020787,0,0.01507,1,0,1,0,0.027251,0,0,1,0,0,0,1
"PRSS33",0,0,0.084078,0,0,3,53.492573,0,0,0.083808,0,0,1,55.5142,0.964227981640013
"PRSS35",0.596161,0.039874,0.152759,22,2,8,23.076719,0.065719,0.21387,0.091934,2,7,2,31.363715,0.74394175699545
"PRSS36",0.938309,1.2946,1.273366,9,12,18,2.41846233333333,1.194354,0.789193,0.795458,8,7,3,2.67367133333333,0.930530257923636
"PRSS37",0.058922,0.027125,0.025454,1,1,1,17.9549646666667,0.143185,0.213171,0.252138,2,4,3,21.8105126666667,0.830974951929328
"PRSS38",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRSS40A",0.186539,0.160535,0.25485,3,3,5,2.45737533333333,0.426118,0.211288,0.383628,5,3,3,3.77374666666667,0.724247760668769
"PRSS41",0,0,0,0,0,0,1.62229466666667,0,0,0,0,0,0,2.19878933333333,0.819777232386253
"PRSS42P",0,0.091756,0.076851,0,2,2,0.050195,0,0,0,0,0,0,0.226182333333333,0.85647539639972
"PRSS46P",0.232549,0.113828,0.161505,3,2,3,0.0172066666666667,0,0.173746,0,0,2,0,0.0386736666666667,0.979332295899161
"PRSS47",0,0,0,0,0,0,0.0380533333333333,0,0,0,0,0,0,0.029211,1.00859137080087
"PRSS48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRSS50",0.630591,0.208919,0.461977,12,5,13,0.570501,0.085594,0.316282,0.145087,1,5,2,0.336300333333333,1.17526050156888
"PRSS53",4.612844,5.367088,4.666966,264,478,437,0.118824333333333,4.691626,5.493304,5.774735,269,271,240,0.150532,0.972440865037507
"PRSS54",0,0,0,0,0,0,0.04856,0.100014,0.091535,0.140982,1,1,1,0.107706666666667,0.946604395868942
"PRSS55",0.076015,0.05983,0.037581,2,3,2,0.0134316666666667,0.066775,0,0,2,0,0,0.057933,0.957935584452576
"PRSS56",2.170207,0.609206,2.391674,30,24,96,4.758275,0.278883,0.595129,0.379346,6,14,1,0.112784666666667,5.1746534369932
"PRSS57",0,0,0,0,0,0,0.00807466666666667,0,0,0,0,0,0,0,1.00807466666667
"PRSS58",0,0,0,0,0,0,0.260571666666667,0,0,0,0,0,0,0.063372,1.18544748842989
"PRSS8",0.752948,0.332919,0.942494,15,6,28,2.64552966666667,0.059808,0.711966,0.293756,1,7,3,4.67031166666667,0.642915218945931
"PRTFDC1",4.922134,4.038912,3.639811,87,124,107,1.13318433333333,4.871105,6.385049,8.170395,93,104,113,1.14459833333333,0.994677791256949
"PRTG",0.709257,0.355898,0.430359,80,84,72,0,0.448146,0.891775,1.010212,74,71,64,0,1
"PRTN3",1.06021,1.093139,1.741934,14,19,34,1.40160933333333,0.100368,0.088044,0,1,1,0,0.129456666666667,2.12634039375865
"PRUNE1",17.318498,15.96422,13.697509,526,683,667,0.004198,14.835046,14.127738,18.489516,388,468,329,0.0147056666666667,0.989644616156343
"PRUNE2",103.218486,84.046363,75.481631,4650,5075,4579,0.795912333333333,103.687742,101.644258,80.120793,4018,4240,2131,0.832319666666667,0.980130468500857
"PRX",4.043237,7.233935,9.704253,68,70,60,0,5.272969,4.536069,3.292832,29,47,36,0,1
"PRXL2A",69.517904,76.441571,60.269985,2397,3503,3016,0.779567,79.336666,73.94508,80.145174,2188,2087,1529,0.792730666666667,0.992657197809227
"PRXL2B",18.258569,19.359482,15.31744,610,912,816,0,22.267765,22.87698,28.960598,640,785,562,0,1
"PRXL2C",2.339197,2.348632,3.980844,81,108,120,3.38212833333333,1.978047,2.272011,1.943139,65,82,46,13.0374866666667,0.312173285531171
"PRY",0,0,0,0,0,0,28.869345,0,0,0,0,0,0,26.4349763333333,1.08873230423417
"PRY.1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"PRY.2",0,0,0,0,0,0,5.11209466666667,0,0,0,0,0,0,3.79577533333333,1.27447477036386
"PSAP",675.574503,606.724385,650.244194,9870,11768,13124,0.286943333333333,646.900305,726.572494,647.38509,7670,9510,5793,0.629681,0.789690334079696
"PSAPL1",0,0,0,0,0,0,0.733841333333333,0.016039,0,0,1,0,0,0.557894333333333,1.11293898195492
"PSAT1",5.905564,5.957757,4.33108,178,251,207,1.13038766666667,8.473143,10.125705,10.630666,226,287,194,1.16689966666667,0.983150119702512
"PSCA",0,0.086265,0.130632,0,1,1,7.26197233333333,0.147431,0.08756,0,1,1,0,8.183272,0.899676317257436
"PSD",79.201188,88.016746,87.120983,2165,3143,3494,0,69.12552,62.881425,59.639186,1340,1524,1066,0,1
"PSD2",73.454709,70.856816,63.321844,1957,2700,2347,0.792851333333333,81.078158,75.817976,85.281683,1720,1586,1283,0.138518,1.57472374906091
"PSD3",9.236664,8.72341,8.985705,1779,2202,2281,0.0280966666666667,10.052065,8.651752,9.040186,1556,1480,1018,0.165535333333333,0.882081080911032
"PSD4",1.004519,0.901385,0.847069,56,112,123,3.93004133333333,1.255707,2.01399,1.914674,66,107,78,4.76607366666667,0.855008384966292
"PSEN1",19.190151,16.690488,14.813091,977,1162,1114,0.895022,24.180249,19.074863,19.611031,928,914,613,0.993170333333333,0.95075767901422
"PSEN2",21.977295,27.934407,20.111005,382,668,533,88.874999,31.829855,34.026288,30.802773,452,483,323,97.0431666666667,0.916688047271695
"PSENEN",53.276038,46.649583,52.397447,368,442,495,1.90018133333333,40.790359,46.258827,59.613011,240,289,230,2.495087,0.829788023397796
"PSG1",0,0,0,0,0,0,1.21417633333333,0,0,0,0,0,0,0.940198333333333,1.1412113366417
"PSG11",0,0.082866,0.025921,0,3,1,58.6260086666667,0,0,0,0,0,0,49.4636493333333,1.18156355028571
"PSG2",0.467344,0.367277,0.12153,3,3,1,25.9177573333333,0.187652,0,0,1,0,0,36.604912,0.715804289964389
"PSG3",0,0,0,0,0,0,0.815525333333333,0,0.11754,0,0,1,0,0.364439,1.33060205207659
"PSG4",0.1259,0.054523,0,1,1,0,6.51271266666667,0.609409,0.499683,0,3,4,0,5.18516433333333,1.2146342864617
"PSG5",0.077648,0.04312,0.026792,2,2,1,0.593712333333333,0.067166,0.23045,0,1,2,0,0.57538,1.01163676911814
"PSG6",0.027687,0.020292,0,1,1,0,0,0,0.030971,0,0,1,0,0,1
"PSG7",0.232085,0,0,1,0,0,20.889244,0,0,0,0,0,0,28.8707643333333,0.732798255703601
"PSG8",0,0.05528,0.018094,0,1,1,0,0,0,0,0,0,0,0,1
"PSG8.AS1",0,0,0.02434,0,0,1,37.2730266666667,0,0,0,0,0,0,48.9246856666667,0.766615275701585
"PSG9",0.022819,0.060955,0.015746,1,3,1,0,0,0,0.03879,0,0,1,0,1
"PSIP1",175.726167,165.350858,150.793254,1886,2361,2197,3.30307066666667,173.223925,174.369489,178.318523,1426,1634,1299,3.38303733333333,0.981755421963095
"PSKH1",5.97313,5.716662,4.03404,334,443,329,0,14.083902,5.827348,4.873523,223,277,161,0,1
"PSKH2",0,0,0,0,0,0,4.574849,0,0,0,0,0,0,4.01742866666667,1.11109681280305
"PSLNR",0,0,0.148949,0,0,1,0.066355,0,0,0,0,0,0,0.0968553333333333,0.972192929726983
"PSMA1",91.812169,89.959715,80.495068,1046,1459,1388,0.00484033333333333,97.2868,99.502922,111.102215,945,1019,795,0.0566746666666667,0.950945797255794
"PSMA2",57.935591,68.922111,61.01986,613,1020,942,0.002683,72.359244,71.409984,82.948921,661,715,532,0.003321,0.999364111784763
"PSMA3",111.667005,118.035177,92.535599,532,764,667,0.108400666666667,132.63525,132.035583,138.013739,539,596,404,0.079802,1.02648510251571
"PSMA3.AS1",21.874617,29.410498,17.458063,431,674,490,0.101525,27.453851,26.85862,35.562733,490,511,496,0,1.101525
"PSMA4",89.214905,96.56637,89.111157,1042,1530,1446,0.458790333333333,97.799144,99.728934,101.210009,1001,1063,713,0.255386,1.1620253319165
"PSMA5",359.596001,337.995133,378.845305,759,945,1066,45.997778,328.12301,351.587712,275.033909,719,774,484,51.3989116666667,0.896922789140627
"PSMA6",253.86906,258.87144,236.879994,1136,1707,1610,18.8378983333333,228.657263,258.258774,246.256147,1005,1066,729,15.471415,1.20438337163707
"PSMA7",122.822329,146.368841,131.910583,1238,2046,2065,2.695523,138.345052,123.009533,150.978452,1151,1179,867,7.45011633333333,0.43733397911011
"PSMA8",0.056962,0,0,1,0,0,0,0,0,0,0,0,0,0.0930886666666667,0.914838869429927
"PSMB1",69.205299,69.948523,67.642667,782,1069,1106,3.51835066666667,61.181794,66.051923,64.948972,571,673,442,3.001028,1.1292974372253
"PSMB10",15.187775,15.563469,17.78565,99,135,162,36.657485,11.463536,17.755271,10.595654,61,101,39,13.8602606666667,2.53410662468864
"PSMB11",0,0,0,0,0,0,0.099241,0,0,0.062112,0,0,1,0.103874333333333,0.995802662319956
"PSMB2",53.498159,60.002672,53.892397,1484,2276,2146,12.282137,57.777099,58.76015,68.903563,1299,1428,1054,11.1718813333333,1.0912147954997
"PSMB3",135.388256,175.673853,158.300869,509,889,856,0.250221,140.002943,135.475401,141.742904,429,457,300,0.304557333333333,0.958348834547198
"PSMB4",86.992063,104.309521,99.178706,974,1630,1632,0.154503333333333,107.809201,108.537075,123.464376,972,1099,795,0.115842,1.03464767712036
"PSMB5",188.614173,204.239859,180.993924,1629,2274,2289,8.135971,198.4541,185.416359,208.398675,1378,1383,1006,10.6688443333333,0.782937087771588
"PSMB6",75.072009,88.729171,80.022203,744,1109,1099,40.229807,83.530778,81.533403,85.705972,626,661,488,50.4167756666667,0.801874611260954
"PSMB7",84.449886,101.48926,94.84784,1031,1719,1656,13.722369,97.439327,99.512927,91.090461,951,1051,659,8.17341166666667,1.60489570674088
"PSMB8",4.606126,10.148254,11.722108,78,236,277,0,4.785832,2.822522,3.027497,59,40,31,0.132576333333333,0.882942694958897
"PSMB8.AS1",0.395298,0.633664,0.646909,8,15,17,3.27482166666667,0.352598,0.112606,0.480688,5,2,5,3.65456433333333,0.918414992366274
"PSMB9",0.595956,2.634284,1.74185,11,21,26,0.111465666666667,0.088869,0.33545,0.517317,3,4,2,0,1.11146566666667
"PSMC1",137.149535,138.976823,126.922752,1286,1926,1829,1.35670333333333,166.691753,140.229452,132.535984,1352,1200,811,0.857618666666667,1.26866906304416
"PSMC2",26.80647,27.927147,21.442951,723,1071,921,70.2440116666667,31.697807,28.198046,28.762013,737,739,510,93.7102393333333,0.752231355006114
"PSMC3",66.682673,81.237284,59.457597,853,1428,1171,36.3962736666667,84.481687,77.444464,87.720975,911,980,696,29.4394126666667,1.22854780662763
"PSMC3IP",3.399502,4.593299,3.520295,45,77,63,0.0124693333333333,7.448031,6.595141,9.030878,68,71,68,0.0149773333333333,0.997529008857997
"PSMC4",34.324721,43.088022,31.381611,746,1240,1039,0,43.709811,44.844356,45.871583,843,883,626,0,1
"PSMC5",64.73636,68.46456,60.647047,955,1409,1297,0.043638,76.667223,82.356184,95.756799,1021,1106,840,0,1.043638
"PSMC6",80.099605,80.800693,63.434708,1094,1536,1356,0.0422953333333333,90.792535,85.153752,90.13779,992,997,706,0.00640366666666667,1.03566329083989
"PSMD1",125.917564,113.770645,112.257832,2306,3176,3170,2.47200433333333,134.914068,137.440665,171.547437,2425,2583,1798,2.53660033333333,0.981735001438764
"PSMD10",35.357228,27.427028,29.475064,648,693,754,9.593886,24.820568,29.22442,28.749474,398,451,294,8.72256566666667,1.08961835416763
"PSMD11",56.104567,47.518719,47.05928,1147,1680,1509,0,59.008516,57.398608,63.817402,1127,1160,813,0,1
"PSMD12",22.845892,24.300143,19.986866,1078,1374,1264,2.93650533333333,35.624971,26.846321,28.577409,1151,1046,857,2.02823466666667,1.29993404298038
"PSMD13",79.683252,77.02622,72.946712,1045,1504,1531,7.56998766666667,79.253018,79.990331,88.718858,857,991,684,7.10241466666667,1.05770785861203
"PSMD14",34.187546,31.006913,29.50528,755,959,954,0.0548143333333333,41.682655,41.448142,41.714577,785,822,557,0.0920883333333333,0.965869061263359
"PSMD2",189.857122,219.997907,178.692059,3017,4507,4236,0.505913,239.921215,226.262682,293.900475,2874,3247,2181,0.707083333333333,0.882155528435441
"PSMD3",71.878685,72.538835,62.532633,1390,2067,2120,1.30692833333333,75.371839,73.535993,69.219953,1107,1365,849,1.64390333333333,0.872546399200173
"PSMD4",257.737432,301.489475,290.820349,1149,1815,1822,4.81511866666667,255.496377,266.778398,345.140883,971,1059,749,6.75288533333333,0.750058644833132
"PSMD5",21.977571,16.552185,30.382998,530,662,641,10.069363,13.766087,19.554503,35.325497,430,435,309,15.397126,0.675079462095979
"PSMD6",45.095877,47.821705,36.994554,651,948,838,0,62.215304,54.92646,55.239194,743,749,522,0,1
"PSMD6.AS2",0.127398,0.169698,0.073522,5,9,4,0,0.203016,0.207178,0.283098,6,7,6,0,1
"PSMD7",62.32086,59.255833,54.007245,1216,1684,1664,0.0881703333333333,53.582764,62.433449,64.633766,990,1140,820,0.191548333333333,0.913240615501679
"PSMD8",127.066055,127.715855,130.29271,1587,2626,2717,77.1660583333333,94.137342,101.365782,100.390644,1141,1359,880,70.383098,1.0950219382932
"PSMD9",27.664061,31.908063,25.22338,340,535,510,1.883263,23.097388,30.281146,33.499349,263,349,236,2.69155466666667,0.781043018551172
"PSME1",45.002628,24.003472,29.910928,332,323,406,0.706778666666667,12.48766,26.868935,20.678383,125,176,123,4.33651766666667,0.319830041475861
"PSME2",97.316576,82.979942,83.986143,524,577,598,0.320673333333333,53.164215,88.268546,49.443443,280,320,211,0.532472333333333,0.861792610937838
"PSME3",68.308837,71.199443,59.592675,1265,1864,1662,0.216341,83.858844,82.304137,87.21083,1317,1387,1060,0.0117683333333333,1.20219318981124
"PSME3IP1",78.048608,82.431825,78.961917,1052,1459,1438,0.073613,74.937672,82.737191,90.756117,844,1026,735,0.080363,0.993752099988615
"PSME4",29.105764,23.503947,21.306186,1088,1094,1099,0.0395746666666667,21.479794,20.816677,20.505805,822,780,543,0.006306,1.03306018911411
"PSMF1",138.159989,123.869826,130.40928,1070,1509,1474,0.360941333333333,101.067714,113.64067,127.991547,946,1076,782,0.127292666666667,1.20726531235012
"PSMG1",26.173936,26.358494,24.941086,250,370,356,0,28.646677,26.797825,28.302719,252,238,170,0,1
"PSMG2",40.690235,40.808656,41.822829,270,395,410,0,31.264329,42.431049,36.92804,188,275,179,0,1
"PSMG3",19.212708,22.628068,22.633812,222,367,406,0.180614333333333,21.179875,25.304975,26.534749,204,257,174,0.211527333333333,0.974484273569836
"PSMG3.AS1",3.0359,3.589217,1.962073,168,206,188,0,3.596827,3.994606,5.269066,120,168,143,0,1
"PSMG4",15.002358,14.978403,12.434434,194,297,240,0,13.387584,13.131482,13.21203,151,192,113,0,1
"PSORS1C1",0.080566,0.161072,0.011136,2,2,1,1.11021366666667,0.019641,0,0,1,0,0,1.26276366666667,0.932582442326058
"PSORS1C2",0,0,0,0,0,0,0.295978,0,0,0,0,0,0,0.138676666666667,1.13814398585493
"PSPC1",39.694714,42.207484,39.942164,797,1243,1145,1.03137,44.319062,46.230468,49.993173,789,843,608,0.352423,1.50202266598542
"PSPH",17.792907,15.08079,17.018813,263,287,351,0.0966356666666667,12.279379,16.878542,14.638545,138,211,120,0.214521333333333,0.902936520395964
"PSPN",0.609707,1.202626,0.967518,38,103,90,0,1.627806,1.531457,2.699517,83,86,68,0,1
"PSRC1",4.429076,6.865299,5.12332,76,127,111,2.00609533333333,5.153987,4.703859,10.138064,41,43,57,0.460356666666667,2.05846653899618
"PSTK",5.332729,6.911627,4.485598,66,126,102,8.70913,6.575762,9.041161,6.672339,74,95,59,14.6479993333333,0.620471013142085
"PSTPIP1",1.204958,0.280361,0.236544,9,3,5,23.247151,0.648546,0.408357,0.132984,4,3,2,21.7928053333333,1.06380722536772
"PSTPIP2",1.685057,1.096034,1.245429,39,51,41,2.99109466666667,1.069329,1.211485,1.227608,29,47,20,5.09966533333333,0.654313712074695
"PTAFR",0.061459,0.068789,0.032917,4,6,3,0.0977423333333333,0.074973,0.049472,0,4,2,0,0.275262333333333,0.860797268640413
"PTAR1",2.035805,1.926288,1.812409,332,407,382,24.3703906666667,2.335778,2.570985,3.143935,299,356,298,28.1414536666667,0.870594547439701
"PTBP1",78.88867,27.823669,24.617105,422,459,431,11.2325243333333,56.921605,67.213251,67.741236,268,309,292,15.898176,0.723896137271463
"PTBP2",57.020874,64.950954,49.372814,1406,2050,1666,1.54805,69.21607,70.211584,96.076032,1474,1387,1253,2.13353366666667,0.813155456762818
"PTBP3",12.222975,10.532759,12.274763,1325,1529,1690,0,11.361066,9.528411,13.430708,1014,965,916,0,1
"PTCD1",2.933206,3.311663,2.518513,95,167,147,5.251733,4.022847,2.004435,3.427248,138,99,108,0.140627,5.48096178680673
"PTCD2",4.04755,2.246928,2.033804,212,231,243,0,2.667984,3.38791,3.924405,227,275,183,0,1
"PTCD3",76.995084,46.295658,62.365392,746,892,827,0.0654866666666667,86.511258,81.57298,65.661708,580,694,504,0.024401,1.04010701538428
"PTCH1",42.910584,20.987242,22.640688,401,448,428,28.1469023333333,28.416355,19.984578,22.180116,348,295,198,31.1487623333333,0.906625954402993
"PTCH2",2.375974,2.145494,2.046543,166,213,204,0,2.323125,2.427526,2.256419,135,145,93,0,1
"PTCHD1",1.76032,1.528735,1.93425,381,351,378,0,1.132572,1.309884,0.8765,204,254,112,0,1
"PTCHD3",0.035204,0.016454,0.012132,2,1,1,1.72350266666667,0.045129,0,0.042525,2,0,1,1.321881,1.17297254539172
"PTCHD4",0.875468,0.097321,0.089255,42,6,6,0.134515333333333,0.991751,1.354411,1.584324,39,59,45,0.00978766666666667,1.12351870673802
"PTCRA",0,0,0.103322,0,0,2,0.113451333333333,0,0,0,0,0,0,0,1.11345133333333
"PTCSC1",0.090085,0.0166,0,4,1,0,2.31426366666667,0,0.025194,0,0,1,0,1.36532566666667,1.40118703879677
"PTCSC2",0.817266,0.268077,0.173845,9,11,7,0,0.41775,0.380298,0.588315,5,7,5,0,1
"PTDSS1",52.038037,49.102409,52.448519,1142,1450,1664,19.617196,78.47399,73.896003,68.598783,1420,1430,887,24.119485,0.82076507539864
"PTDSS2",26.170914,23.136666,21.308094,318,406,430,0.072683,23.761057,32.231117,29.192425,272,373,251,0.190689,0.900892676425162
"PTEN",53.894687,51.867227,52.531291,1990,2657,2609,0.296544,42.083439,50.162427,48.154713,1289,1362,994,0.302069,0.99575675329034
"PTENP1",1.015053,0.832065,0.656348,21,39,30,0,0.999486,2.136365,1.894045,26,41,25,0,1
"PTENP1.AS",0.457055,0.469983,0.440839,21,30,18,0.867931666666667,0.40191,0.485239,1.125002,17,20,22,0.871850333333333,0.997906527783293
"PTER",0.247921,0.063132,0.134975,11,5,11,0,1.121567,1.437307,1.829058,47,62,53,0,1
"PTF1A",0.363276,0.267574,0.754269,1,3,3,0,0,0,0,0,0,0,0,1
"PTGDR",0,0,0,0,0,0,0,0.080096,0.171015,0,3,7,0,0,1
"PTGDR2",0.046379,0.067277,0.105177,2,4,7,0,0.173414,0.203748,0.413839,6,8,10,0,1
"PTGDS",2.664165,1.229695,3.758173,22,14,40,0,1.025346,1.759886,1.975651,8,12,7,0,1
"PTGER1",0.160041,0,0.367312,2,0,10,0,0.20891,0.238938,0.33319,2,3,2,0,1
"PTGER2",0.616488,2.690412,4.13461,19,134,173,0,2.660544,2.084015,1.630014,79,71,27,0,1
"PTGER3",38.141808,49.501335,48.661097,4156,7264,7459,0,18.498757,8.854242,9.150829,1653,845,580,0,1
"PTGER4",3.395191,3.857827,29.31594,180,279,308,0,15.950406,8.63119,9.150459,307,292,280,0,1
"PTGES",3.445218,2.970442,5.535715,91,107,210,0,1.578749,1.951688,1.468434,34,46,22,0,1
"PTGES2",43.093552,72.028794,76.028019,419,564,611,0,48.649386,64.356281,70.608915,389,416,314,0,1
"PTGES2.AS1",1.287293,0.89057,1.050726,42,39,49,0,1.317064,0.759851,2.154487,35,22,40,0,1
"PTGES3",115.746859,131.607422,128.497719,3116,4743,4622,0,132.44481,136.107567,133.618027,2811,3165,2156,0,1
"PTGES3L",15.055048,16.184498,16.492109,243,364,339,8.16646,11.628131,10.963804,10.54816,159,145,111,0,9.16646
"PTGES3L.AARSD1",11.303047,9.077692,8.78539,116,124,149,0,10.573356,6.206459,8.276622,49,55,46,0,1
"PTGFR",1.051825,1.619678,0.573494,80,177,71,0,10.835882,8.237043,5.607554,712,565,276,0,1
"PTGFRN",26.242936,19.233264,17.210694,865,811,751,0,18.080807,12.378266,17.111844,400,509,279,0,1
"PTGIR",0.388717,0.051561,0.051293,6,2,1,0,0.132038,0.204199,0.190121,3,5,3,0,1
"PTGIS",3.85158,3.34433,3.351085,290,314,337,0,1.7266,1.68761,2.158937,88,103,83,0,1
"PTGR1",12.505136,10.139205,9.376408,178,237,208,0,11.93909,12.089879,15.251774,170,161,123,0,1
"PTGR2",4.15069,2.914052,2.018915,121,105,122,0,2.773249,2.438621,1.656345,71,83,59,0,1
"PTGS1",0.225443,0.148821,0.281053,11,7,11,0,0.100809,0.135304,0.189409,5,10,4,0,1
"PTGS2",0.104586,0.029843,0.066702,7,1,5,0,0.126783,0.212864,0.636697,7,5,10,0,1
"PTH",0.113883,0,0,1,0,0,0,0,0.129598,0,0,1,0,0,1
"PTH1R",1.779401,1.479678,2.294311,22,28,61,3.33135666666667,1.157245,3.375676,3.922896,18,35,27,5.39449433333333,0.677357182738922
"PTH2",0,0,0,0,0,0,0,0.346077,1.269293,0,1,4,0,0,1
"PTH2R",0,0,0,0,0,0,2.22090466666667,0.063579,0.366449,0,2,9,0,7.84441733333333,0.364173754502464
"PTHLH",4.436081,3.698816,3.122036,80,73,54,0,5.348419,10.988565,22.754572,86,152,245,0,1
"PTK2",74.135835,64.527383,54.692975,1294,1690,1689,0,63.320254,83.906141,93.213499,1032,1205,957,0,1
"PTK2B",8.058575,5.854561,8.739964,131,123,155,6.10372933333333,3.062854,8.701754,12.048386,62,104,74,5.883313,1.03202183793376
"PTK6",0.223742,0.141881,0.131854,10,9,9,0,0.29686,0.198967,0.095171,11,8,2,0,1
"PTK7",25.721202,13.493072,15.24382,666,587,665,0,19.569851,28.667237,34.424928,603,778,671,0,1
"PTMA",430.855703,406.615164,387.439934,5709,8159,7894,11.2015133333333,317.314,354.578428,425.843783,3797,4055,3554,2.476657,3.50955338226731
"PTMS",168.288268,155.89128,190.464983,1853,2363,3210,0.0174336666666667,163.803464,167.633094,202.440019,1435,1642,1293,0,1.01743366666667
"PTN",21.270116,22.534259,18.838316,434,621,533,0,36.873273,34.999599,74.169296,611,618,878,0.132794,0.882773037286568
"PTOV1",213.836602,248.090596,196.596156,1678,2558,2353,0,177.309439,247.305821,288.548531,1471,1738,1377,0,1
"PTOV1.AS1",0.141117,0.139523,0.109642,7,8,8,7.20069166666667,0.221077,0.316645,0.343795,9,12,10,7.509073,0.963758527711146
"PTP4A1",101.879509,74.840256,62.547211,3402,3312,2839,0.573569,73.354841,95.126225,85.695068,1886,2358,1735,0.695367333333333,0.928158145471719
"PTP4A2",121.45819,110.845061,101.46676,1974,2568,2546,21.2681556666667,118.124246,117.627464,128.280058,1801,1915,1373,13.435816,1.54256300209608
"PTP4A3",19.369681,14.133917,21.095454,379,370,518,0.720585666666667,9.791974,16.868698,17.997008,142,280,154,0.650452666666667,1.04249319075696
"PTPA",67.249337,64.740254,57.256557,1394,1888,1765,2.73331533333333,76.63888,79.151066,87.450749,1342,1528,1002,1.368199,1.57643649597577
"PTPDC1",3.2483,2.170286,2.406669,185,169,200,3.502695,2.512095,2.449904,2.563023,121,138,85,4.532234,0.813901761928364
