"Hs_symbol","Heart","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"TM2D2",36.85171,36.85171,121.304548,132.162022,133.539549,129.002039666667,628,698,506,0.291162431736103
"TM2D3",77.19504,77.19504,48.902463,48.536857,47.347064,48.262128,846,875,591,1.58732566323566
"TM4SF1",163.99203,163.99203,0.773661,1.832696,0.408306,1.00488766666667,13,35,3,82.2948999802649
"TM4SF18",12.76463,12.76463,0.020987,0.098739,0,0.0399086666666667,1,2,0,13.23638357984
"TM4SF19",0,0,0.304068,0.440149,0.150203,0.29814,6,6,2,0.770332937895759
"TM4SF20",0.22771,0.22771,0,0.030635,0.045937,0.025524,0,1,1,1.19715384525374
"TM4SF4",0.03795,0.03795,0,0.054903,0.574753,0.209885333333333,0,1,1,0.857891216137287
"TM4SF5",0,0,0,0,0,0,0,0,0,1
"TM6SF1",14.01706,14.01706,1.351104,1.757859,0.955913,1.35495866666667,15,23,10,6.37678283383884
"TM6SF2",0.56928,0.56928,2.125541,1.38234,1.192924,1.566935,27,27,17,0.61134387898408
"TM7SF2",13.44778,13.44778,79.643016,82.852707,68.533857,77.00986,804,779,457,0.185204536964943
"TM7SF3",30.28596,30.28596,190.890818,219.771688,188.040822,199.567776,561,666,397,0.155986971705764
"TM9SF1",6.99588,6.99588,18.019122,14.300863,12.27749,14.865825,269,272,142,0.503968750443169
"TM9SF2",107.27859,107.27859,44.747731,50.945844,47.653863,47.7824793333333,1844,2008,1378,2.21962047603457
"TM9SF3",60.60988,60.60988,45.190359,50.504508,46.314134,47.3363336666667,2385,2517,1793,1.27460805002029
"TM9SF4",21.70873,21.70873,21.415549,20.282934,24.091768,21.9300836666667,866,1067,778,0.99034658268655
"TMA16",10.10797,10.10797,3.572024,3.221994,5.139861,3.97795966666667,47,56,55,2.23143029349575
"TMA7",425.73662,425.73662,97.717678,109.046466,110.053634,105.605926,434,527,349,4.00293525896487
"TMBIM1",108.70813,108.70813,1.485463,5.281313,1.727039,2.83127166666667,19,42,12,28.6349127770022
"TMBIM4",126.10295,126.10295,38.437311,35.090162,19.555148,31.0275403333333,215,191,158,3.96855171134434
"TMBIM6",281.60631,281.60631,203.205618,229.138889,236.357003,222.900503333333,3459,3907,2741,1.26219595665342
"TMC1",0.26567,0.26567,0.670975,0.902293,1.639839,1.07103566666667,3,5,11,0.611129021277116
"TMC2",0.0253,0.0253,0.162898,0.279448,0.180922,0.207756,7,11,5,0.848929750711236
"TMC3",0.01265,0.01265,6.041729,4.509797,4.240118,4.930548,386,308,180,0.170751505594424
"TMC4",1.83436,1.83436,1.17974,0.762509,1.621736,1.187995,3,4,3,1.29541429482243
"TMC5",0.22771,0.22771,12.752829,8.702629,4.421221,8.62555966666667,132,94,84,0.127546869222739
"TMC6",7.81818,7.81818,1.635157,2.661945,1.170665,1.822589,10,23,9,3.12414595252798
"TMC7",1.75846,1.75846,1.696801,3.168173,2.843318,2.56943066666667,94,137,76,0.772801115247885
"TMC8",0.50603,0.50603,0.404137,0.14098,1.019732,0.521616333333333,3,8,5,0.989756725797502
"TMCC1",20.97499,20.97499,211.332174,170.503622,282.252733,221.362843,1143,1160,969,0.098824919233471
"TMCC2",1.08797,1.08797,16.134013,17.609023,14.493752,16.0789293333333,671,776,418,0.122254150670022
"TMCC3",1.78376,1.78376,3.030033,2.596,4.461601,3.36254466666667,169,223,151,0.638104641373682
"TMCO1",88.13797,88.13797,37.147685,44.137523,38.45578,39.9136626666667,586,671,417,2.17868467866659
"TMCO2",0,0,0,0.45043,0,0.150143333333333,0,2,0,0.869456850305614
"TMCO3",32.5378,32.5378,53.694696,54.340892,50.340405,52.7919976666667,596,598,408,0.623471918775428
"TMCO4",7.00853,7.00853,0.317574,0.413768,0.556416,0.429252666666667,5,11,7,5.60329897349617
"TMCO5A",0,0,0,0,0,0,0,0,0,1
"TMCO6",3.22595,3.22595,5.217686,6.050283,6.771254,6.01307433333333,52,85,50,0.602581663781025
"TMED1",4.81995,4.81995,7.493245,9.604012,9.937813,9.01169,43,56,37,0.581315442248012
"TMED10",208.44686,208.44686,82.92117,76.592379,77.115131,78.8762266666667,2446,2568,1781,2.62214264169047
"TMED11P",0,0,0,0,0,0,0,0,0,1
"TMED2",180.52659,180.52659,43.790653,51.769656,53.116304,49.558871,1194,1276,840,3.59040038690737
"TMED3",12.61283,12.61283,52.117268,54.434407,36.820332,47.790669,840,982,419,0.27900478265629
"TMED4",73.50102,73.50102,17.91098,23.185363,22.625575,21.2406393333333,479,573,419,3.34976971135632
"TMED5",46.07413,46.07413,10.832984,11.671761,10.824038,11.1095943333333,470,569,375,3.88734161559995
"TMED6",1.96087,1.96087,1.224703,0.61697,0.934149,0.925274,10,6,6,1.53789538528023
"TMED7",69.60458,69.60458,17.216761,22.965265,18.741018,19.6410146666667,646,739,543,3.4205963776587
"TMED8",6.19888,6.19888,13.408741,10.88185,11.215094,11.8352283333333,1435,1258,854,0.560868869103354
"TMED9",31.65225,31.65225,70.599754,181.255008,159.441885,137.098882333333,692,846,501,0.236441088068956
"TMEFF1",2.65666,2.65666,13.375712,18.084549,10.968226,14.142829,380,557,220,0.241477995954389
"TMEFF2",0.35422,0.35422,467.914403,460.782673,639.515295,522.737457,1908,2028,2206,0.0025856848348351
"TMEM100",10.00677,10.00677,1.493901,1.931584,3.972527,2.466004,31,34,59,3.17563684288881
"TMEM101",8.58988,8.58988,5.506423,7.273969,7.309881,6.69675766666667,64,86,58,1.2459636142024
"TMEM102",0.18976,0.18976,0.879083,0.47942,0.473489,0.610664,19,12,7,0.738676719663443
"TMEM104",2.06208,2.06208,4.034391,6.279918,7.394529,5.902946,185,205,125,0.443590316366375
"TMEM105",0,0,0.209576,0.273578,1.061997,0.515050333333333,2,6,5,0.660044077743512
"TMEM106A",2.59341,2.59341,0.289093,0.215329,0.231838,0.24542,12,10,7,2.88529973824091
"TMEM106B",27.6293,27.6293,3.581007,7.131503,5.101774,5.271428,548,561,517,4.56503686241794
"TMEM106C",90.41511,90.41511,44.500805,52.575938,42.1017,46.3928143333333,268,298,169,1.92888122990628
"TMEM107",6.4519,6.4519,3.558382,6.607471,5.893614,5.35315566666667,71,101,48,1.17294465789626
"TMEM108",2.10003,2.10003,4.323139,6.135997,5.758977,5.40603766666667,153,173,125,0.483923161446704
"TMEM109",57.34597,57.34597,2.065364,4.048657,2.974456,3.02949233333333,31,62,34,14.4797322276412
"TMEM11",21.01294,21.01294,13.166074,13.794114,15.514626,14.1582713333333,138,166,118,1.45220648950868
"TMEM114",0,0,0,0.500389,0,0.166796333333333,0,4,0,0.857047602423616
"TMEM115",2.15063,2.15063,12.967682,14.482676,15.894911,14.448423,329,414,284,0.203945088764076
"TMEM116",98.47365,98.47365,5.534055,10.787667,9.81991,8.71387733333333,99,138,107,10.2403650557388
"TMEM117",14.35863,14.35863,7.959511,14.081221,7.625503,9.888745,135,228,151,1.41050506738839
"TMEM119",0.45543,0.45543,0.732766,0.559246,2.195232,1.16241466666667,6,8,43,0.673057773069735
"TMEM120A",161.32271,161.32271,113.425053,99.127993,79.104396,97.2191473333333,380,461,248,1.65265851320327
"TMEM120B",2.65666,2.65666,7.747984,7.724937,8.556567,8.00982933333333,471,415,363,0.405852304712542
"TMEM121",0,0,3.457406,4.004586,2.769198,3.41039666666667,26,43,19,0.226736975283402
"TMEM123",128.89877,128.89877,1.096033,4.179555,2.785053,2.68688033333333,46,75,50,35.2327057717541
"TMEM125",0,0,0.090433,0.24181,0.309051,0.213764666666667,2,2,1,0.823882938318081
"TMEM126A",171.25358,171.25358,19.201488,21.05342,21.085879,20.446929,134,154,95,8.03161981838985
"TMEM126B",114.18592,114.18592,56.916051,58.891741,54.198061,56.6686176666667,376,345,235,1.99737612345404
"TMEM127",45.30243,45.30243,23.154904,24.121568,25.45971,24.245394,1131,1293,853,1.83409417179229
"TMEM128",25.63048,25.63048,13.074089,12.475487,15.101401,13.5503256666667,195,190,163,1.83023257417583
"TMEM129",4.78199,4.78199,10.853005,14.746224,16.205589,13.9349393333333,225,307,215,0.387145194965416
"TMEM130",0.11386,0.11386,92.010606,101.949212,84.743189,92.9010023333333,1920,2260,1182,0.0118620672018599
"TMEM131",24.65637,24.65637,15.821473,17.995948,20.21806,18.011827,676,750,521,1.34949523788534
"TMEM132A",1.89762,1.89762,131.680049,150.743138,172.941989,151.788392,2192,2547,1839,0.0189649224137394
"TMEM132B",0.8476,0.8476,2.73495,5.459242,3.233165,3.809119,371,658,332,0.384186791801159
"TMEM132C",1.5687,1.5687,0.254866,0.355524,0.316032,0.308807333333333,17,26,15,1.96262653377553
"TMEM132D",0,0,11.150662,10.30996,10.689049,10.716557,894,914,604,0.0853493052609226
"TMEM132E",0,0,19.761101,22.433152,21.595911,21.263388,838,1010,562,0.04491679343683
"TMEM134",2.87173,2.87173,12.1104,13.352186,22.23951,15.9006986666667,104,125,113,0.229086978968286
"TMEM135",14.71285,14.71285,76.8958,77.453681,37.630004,63.9931616666667,347,271,249,0.241761588405057
"TMEM138",38.74933,38.74933,13.004174,14.794247,16.679291,14.825904,104,125,88,2.5116625249338
"TMEM139",8.9441,8.9441,1.198008,0.808734,0,0.668914,9,5,0,5.95842565884162
"TMEM140",22.06296,22.06296,1.207239,2.238062,2.096638,1.847313,30,61,37,8.09990331235098
"TMEM141",18.40688,18.40688,14.339398,21.846028,19.300688,18.4953713333333,99,147,90,0.995460905472366
"TMEM143",24.75757,24.75757,7.799909,11.040832,8.744571,9.195104,96,128,74,2.52646466382295
"TMEM144",22.63224,22.63224,0.364354,1.317159,0.317896,0.666469666666667,10,21,6,14.1810201965872
"TMEM145",0,0,53.890803,60.484961,54.22631,56.2006913333333,475,504,366,0.0174823061870453
"TMEM147",49.80611,49.80611,46.546985,43.323648,41.383472,43.7513683333333,404,426,271,1.13529735273272
"TMEM14A",14.83936,14.83936,62.024885,62.470405,65.456541,63.317277,603,642,456,0.246269132320387
"TMEM14B",299.16559,299.16559,43.378843,50.71759,49.11756,47.7379976666667,293,341,223,6.15875916883003
"TMEM14C",278.75988,278.75988,39.101314,38.963528,39.029559,39.031467,401,412,268,6.98849932229563
"TMEM150A",1.88497,1.88497,7.834215,7.98954,9.191195,8.33831666666667,88,114,74,0.30893897722466
"TMEM150B",0.20241,0.20241,0,0.068024,0,0.0226746666666667,0,1,0,1.17575025488718
"TMEM150C",15.00382,15.00382,6.570881,6.852739,6.927493,6.78370433333333,272,296,203,2.05606730608515
"TMEM151A",0,0,9.9417,14.769892,13.134643,12.6154116666667,269,476,242,0.0734461817594694
"TMEM151B",0.03795,0.03795,21.906571,22.061712,21.433818,21.8007003333333,1245,1442,844,0.0455227245139736
"TMEM154",0.34157,0.34157,0.070727,0.114678,0.118964,0.101456333333333,10,18,12,1.21799653731166
"TMEM156",0.21506,0.21506,0.572189,0.291002,0,0.287730333333333,6,6,0,0.943567118477963
"TMEM158",0.50603,0.50603,6.170049,3.79644,6.004327,5.32360533333333,82,62,52,0.238160024323677
"TMEM159",65.56898,65.56898,11.071551,14.454222,15.221338,13.5823703333333,188,204,141,4.5650315057376
"TMEM160",0,0,10.885578,11.167997,9.573035,10.5422033333333,45,58,26,0.0866385707408262
"TMEM161A",1.83436,1.83436,7.25058,10.834616,11.437201,9.840799,49,83,57,0.261453053414236
"TMEM161B",14.42189,14.42189,7.941523,6.82121,6.858348,7.207027,224,233,161,1.87910798880033
"TMEM163",0.72109,0.72109,27.672837,32.123842,35.834677,31.8771186666667,648,824,597,0.0523491738266277
"TMEM164",25.45336,25.45336,16.58343,18.980569,23.689512,19.7511703333333,652,774,675,1.27478882275411
"TMEM165",68.89613,68.89613,22.443324,23.15277,25.748987,23.7816936666667,318,381,241,2.82047429607347
"TMEM167A",50.13503,50.13503,88.395561,82.601185,82.438982,84.478576,3263,3483,2486,0.59822042426163
"TMEM167B",64.50631,64.50631,20.765662,20.886854,23.7259,21.7928053333333,623,723,528,2.87399067565414
"TMEM168",33.58781,33.58781,5.871342,5.254794,6.986459,6.03753166666667,191,201,179,4.9147643859033
"TMEM169",0.36687,0.36687,21.193051,21.626979,28.937353,23.9191276666667,752,772,660,0.054852241149212
"TMEM17",3.99765,3.99765,4.381707,3.998316,5.091637,4.49055333333333,91,87,74,0.910227020227469
"TMEM170A",11.73992,11.73992,8.893575,9.885503,10.886102,9.88839333333333,327,375,306,1.17004590208901
"TMEM170B",4.20006,4.20006,9.615591,8.813529,9.486354,9.305158,1111,1088,785,0.504607498497354
"TMEM171",0.0759,0.0759,0,0.194032,0,0.0646773333333333,0,3,0,1.0105409087949
"TMEM174",0,0,0,0,0,0,0,0,0,1
"TMEM175",3.85849,3.85849,65.486297,63.678446,81.011004,70.0585823333333,314,355,279,0.0683730218147189
"TMEM176A",14.63695,14.63695,5.815285,11.082731,10.267681,9.05523233333333,65,108,61,1.55510578787555
"TMEM176B",27.81906,27.81906,8.318907,13.503278,11.083858,10.968681,106,187,104,2.40787268037305
"TMEM177",5.88261,5.88261,5.6197,6.371743,6.183486,6.05830966666667,80,97,58,0.975107401776884
"TMEM178A",5.45249,5.45249,61.13558,39.956618,61.190315,54.094171,689,522,508,0.117117471465357
"TMEM178B",13.06825,13.06825,16.735426,19.576768,21.624816,19.3123366666667,2454,3133,2249,0.692596338415685
"TMEM179",0,0,11.554897,15.427591,18.945458,15.3093153333333,387,530,369,0.0613146523665637
"TMEM179B",33.44866,33.44866,9.004856,13.016618,9.926272,10.6492486666667,49,82,43,2.95715723697889
"TMEM18",19.30509,19.30509,12.214357,14.576027,18.020898,14.937094,325,393,338,1.27407731924026
"TMEM181",11.56281,11.56281,18.804639,18.80771,21.174128,19.5954923333333,1318,1426,1054,0.609978620402649
"TMEM182",171.51924,171.51924,10.118387,8.50667,8.233615,8.95289066666667,117,126,86,17.3335813461496
"TMEM183A",27.22447,27.22447,37.391461,47.659427,50.815827,45.288905,1047,1296,860,0.609745899152291
"TMEM183AP1",0,0,0,0,0,0,0,0,0,1
"TMEM184A",0,0,3.007652,1.615841,1.278437,1.96731,28,22,18,0.337005570702084
"TMEM184B",14.85201,14.85201,26.532262,37.310921,45.690128,36.5111036666667,709,947,659,0.422595137185646
"TMEM184C",26.62989,26.62989,16.460394,22.238356,22.878697,20.5258156666667,646,864,596,1.28356994354391
"TMEM185A",20.02618,20.02618,32.431042,42.156239,44.923751,39.8370106666667,331,401,294,0.514880488477152
"TMEM185B",15.50985,15.50985,2.684609,2.694221,2.894733,2.75785433333333,211,232,161,4.39342468747458
"TMEM186",12.00559,12.00559,3.720866,4.480579,6.139389,4.780278,60,77,68,2.24999385842688
"TMEM187",1.78376,1.78376,0.871602,3.976171,6.137792,3.661855,14,34,13,0.597135689548474
"TMEM19",25.88349,25.88349,18.014208,13.224433,19.973066,17.070569,464,450,386,1.48769471509171
"TMEM190",0,0,0.203186,0.180673,0.570933,0.318264,1,1,2,0.758573396527554
"TMEM191A",0,0,8.16114,15.920904,11.034665,11.7055696666667,25,70,34,0.0787056406155106
"TMEM192",26.56663,26.56663,12.842076,13.886215,13.959555,13.5626153333333,570,709,437,1.8929724756858
"TMEM196",0,0,11.273947,12.899221,14.965931,13.0463663333333,438,542,373,0.0711927893854589
"TMEM198",0.12651,0.12651,9.390926,9.106784,8.960671,9.15279366666667,252,270,169,0.110955667669926
"TMEM198B",9.45013,9.45013,10.883175,17.703692,20.078907,16.2219246666667,168,268,214,0.606792225739229
"TMEM199",10.87967,10.87967,18.040263,14.611014,15.960087,16.203788,365,363,317,0.690526411973921
"TMEM200A",0,0,10.319337,10.567429,9.852175,10.2463136666667,391,434,268,0.0889180250204059
"TMEM200B",3.80788,3.80788,0.112694,0.158607,0.371859,0.214386666666667,3,5,7,3.95910143940974
"TMEM200C",0.53133,0.53133,5.212541,5.833105,7.934652,6.326766,413,410,378,0.209004900661492
"TMEM201",2.84642,2.84642,8.365667,7.472829,9.47129,8.43659533333333,366,404,312,0.407606754780838
"TMEM202",0,0,0,0,0,0,0,0,0,1
"TMEM203",54.57545,54.57545,12.40835,12.659167,15.625674,13.564397,218,248,193,3.8158428392195
"TMEM204",8.13445,8.13445,0.053156,0.138475,0.229016,0.140215666666667,1,3,3,8.01115987706419
"TMEM205",59.59781,59.59781,33.900566,49.275292,51.308684,44.8281806666667,173,244,144,1.32228268978777
"TMEM207",0,0,0,0,0,0,0,0,0,1
"TMEM208",5.90791,5.90791,34.636072,30.782714,34.888409,33.4357316666667,184,199,132,0.200602968650925
"TMEM209",11.96764,11.96764,3.632483,5.447717,5.644351,4.90818366666667,127,170,165,2.19486067658357
"TMEM210",0,0,0,0,0,0,0,0,0,1
"TMEM211",0,0,0.15636,0.286029,0,0.147463,1,2,0,0.871487795249172
"TMEM212",0.43013,0.43013,1.191052,0.872022,2.075852,1.379642,28,22,34,0.600985358301795
"TMEM213",0.08856,0.08856,0.375861,0.255893,0.212328,0.281360666666667,12,6,8,0.849534427205247
"TMEM214",30.79199,30.79199,18.006673,17.292689,17.449206,17.582856,304,332,250,1.71082367532741
"TMEM215",0,0,0.041765,0.02608,0.038734,0.0355263333333333,3,2,2,0.965692486815883
"TMEM216",7.41336,7.41336,5.043136,5.211556,8.592908,6.28253333333333,55,61,51,1.15527929841264
"TMEM217",0.31627,0.31627,0.378188,1.226389,1.066621,0.890399333333333,7,14,5,0.696292035651021
"TMEM218",21.31656,21.31656,4.353685,6.022333,4.66282,5.012946,53,67,34,3.71141866233291
"TMEM219",28.401,28.401,45.460939,38.508738,48.270555,44.0800773333333,265,260,216,0.652194977009504
"TMEM220",16.10444,16.10444,1.634021,2.038865,2.122458,1.93178133333333,34,38,37,5.83414588445887
"TMEM221",0.13916,0.13916,0,0.486461,0.308016,0.264825666666667,0,9,5,0.900645859758802
"TMEM222",3.2892,3.2892,21.601831,23.302985,23.914881,22.939899,379,437,320,0.179165333989087
"TMEM223",28.4263,28.4263,6.766946,6.620302,8.092723,7.15999033333333,74,76,57,3.6061684876996
"TMEM225",0,0,0,0,0,0,0,0,0,1
"TMEM229A",0,0,1.424059,0.977279,1.220374,1.20723733333333,35,27,21,0.453055040750791
"TMEM229B",0.12651,0.12651,10.201501,16.634231,17.079099,14.638277,538,897,572,0.07203542947858
"TMEM230",192.77255,192.77255,94.209757,109.268759,81.987972,95.155496,742,842,540,2.01519994239331
"TMEM231",4.66814,4.66814,7.740954,9.578228,8.841917,8.72036633333333,220,222,154,0.583119998323794
"TMEM232",0.98676,0.98676,2.398259,2.921908,2.508206,2.60945766666667,20,33,26,0.550431722291059
"TMEM233",0.29097,0.29097,8.694197,7.16746,24.437683,13.4331133333333,225,192,458,0.089445012325823
"TMEM234",9.14651,9.14651,10.739502,12.661664,8.727329,10.7094983333333,112,111,61,0.866519616055285
"TMEM235",0,0,0.083724,0.041793,0.119416,0.0816443333333333,1,1,1,0.924518318251871
"TMEM236",0.12651,0.12651,0.107466,0.053647,0.148816,0.103309666666667,8,4,8,1.02102794349969
"TMEM237",34.19505,34.19505,11.82371,15.756873,16.832615,14.8043993333333,465,499,374,2.22691475061438
"TMEM238",0,0,0.564798,0.517871,0,0.360889666666667,2,2,0,0.734813427196768
"TMEM239",0,0,0.058142,0.145059,0.074987,0.0927293333333333,3,4,2,0.9151397052274
"TMEM240",0,0,9.104263,11.667529,12.615797,11.1291963333333,62,99,60,0.082445693227985
"TMEM241",2.60606,2.60606,9.559968,13.476859,18.70326,13.9133623333333,156,174,155,0.241800602667581
"TMEM242",30.31126,30.31126,13.476044,12.386819,18.081135,14.6479993333333,656,673,635,2.00097528974844
"TMEM244",0,0,0,0.205341,0.290777,0.165372666666667,0,1,1,0.858094606646572
"TMEM245",55.05618,55.05618,16.366207,14.289033,15.044179,15.2331396666667,1757,1625,1153,3.45319396931614
"TMEM247",0,0,0,0,0,0,0,0,0,1
"TMEM248",36.77581,36.77581,23.892636,19.505836,25.76934,23.0559373333333,1062,1116,809,1.57033207546877
"TMEM248P1",0,0,0,0,0,0,0,0,0,1
"TMEM249",0.16446,0.16446,2.865194,1.193491,2.64031,2.23299833333333,34,17,29,0.36017958561686
"TMEM25",6.5025,6.5025,38.502243,39.7855,46.841535,41.7097593333333,484,571,423,0.175662427443008
"TMEM251",51.45071,51.45071,11.352101,11.069676,10.472967,10.9649146666667,140,144,87,4.38370949239811
"TMEM252",1.45484,1.45484,0.069036,0,0,0.023012,1,0,0,2.39961994580709
"TMEM26",0.48073,0.48073,0.043933,0.082028,0.047246,0.0577356666666667,3,4,1,1.39990552144881
"TMEM30A",61.30567,61.30567,109.269512,138.852738,124.387206,124.169818666667,3639,4279,3007,0.49776911609917
"TMEM30B",0.34157,0.34157,0.103457,0.037396,0.08727,0.076041,5,2,3,1.24676476082231
"TMEM31",0.29097,0.29097,0.296841,0.273163,0.208909,0.259637666666667,2,2,1,1.02487408416124
"TMEM33",13.59959,13.59959,9.505089,9.680056,9.352277,9.512474,682,761,561,1.388787263588
"TMEM37",1.89762,1.89762,0.129294,0.177858,0.068797,0.125316333333333,1,4,1,2.57493818775106
"TMEM38A",17.60988,17.60988,14.56544,17.642771,15.967212,16.0584743333333,279,476,224,1.09094633179681
"TMEM38B",61.0653,61.0653,1.12793,2.922874,1.489613,1.84680566666667,28,44,20,21.8017340371085
"TMEM39A",17.82495,17.82495,6.936496,7.690182,4.74721,6.45796266666667,98,127,76,2.52414108803977
"TMEM39B",1.99882,1.99882,6.014735,6.420684,8.998889,7.14476933333333,103,121,102,0.36818967821802
"TMEM40",1.96087,1.96087,0.108176,0,0.225249,0.111141666666667,2,0,2,2.66470972048269
"TMEM41A",18.87496,18.87496,5.774952,5.327227,7.22688,6.10968633333333,185,202,127,2.79547634989429
"TMEM41B",18.14121,18.14121,16.201379,15.410239,15.408422,15.6733466666667,582,584,419,1.14801247659938
"TMEM42",9.43748,9.43748,4.193692,5.296434,4.63588,4.70866866666667,61,82,51,1.82835624371497
"TMEM43",50.55251,50.55251,16.066668,15.470588,18.550399,16.695885,642,709,537,2.91324847556367
"TMEM44",7.75493,7.75493,12.803838,21.548651,28.856893,21.069794,206,305,268,0.396692873526595
"TMEM45A",13.005,13.005,5.704668,6.382077,7.65572,6.58082166666667,234,302,193,1.84742507023755
"TMEM45B",0.16446,0.16446,0.770976,1.007888,0.594642,0.791168666666667,19,19,9,0.650111863651032
"TMEM47",57.43453,57.43453,6.759636,9.097377,7.949037,7.93535,346,499,291,6.53970241792431
"TMEM50A",137.27359,137.27359,46.828185,42.300722,49.65311,46.2606723333333,1087,1002,891,2.92576434428916
"TMEM50B",89.03617,89.03617,45.054757,38.704686,38.805081,40.8548413333333,637,610,396,2.15115305976073
"TMEM51",2.27714,2.27714,0.790218,1.231115,0.638969,0.886767333333333,18,32,10,1.73690732402617
"TMEM52",0,0,0.788315,0.956041,0.912556,0.885637333333333,7,13,7,0.530324671835093
"TMEM52B",0.03795,0.03795,0.813308,0.182693,1.759863,0.918621333333333,3,7,4,0.54098741735385
"TMEM53",5.6549,5.6549,7.792348,8.608611,11.449903,9.28362066666667,99,99,76,0.647135888780028
"TMEM54",0.88555,0.88555,8.458688,6.050222,10.770115,8.42634166666667,45,54,42,0.200029880803882
"TMEM59",426.60952,426.60952,184.283019,201.171239,173.146999,186.200419,2141,2264,1491,2.28423377620752
"TMEM59L",0.29097,0.29097,312.086172,353.156122,344.444181,336.562158333333,2634,3351,2048,0.003824391947172
"TMEM60",22.89791,22.89791,12.065349,11.666482,13.866147,12.5326593333333,108,113,88,1.76594336791847
"TMEM61",0,0,0,0.073273,0,0.0244243333333333,0,1,0,0.976157991821748
"TMEM62",14.82671,14.82671,16.675025,15.803216,16.904951,16.461064,196,226,183,0.906400091082651
"TMEM63A",36.05472,36.05472,1.001962,2.283148,2.242946,1.84268533333333,15,21,13,13.0351114017075
"TMEM63B",13.94116,13.94116,65.100927,72.052767,80.739875,72.6311896666667,1376,1673,1135,0.202918899825463
"TMEM63C",0.25302,0.25302,31.736574,33.829487,24.874149,30.1467366666667,769,1006,565,0.0402295756826745
"TMEM64",9.39953,9.39953,5.204772,5.360425,6.818104,5.79443366666667,192,224,192,1.53059555957104
"TMEM65",69.00999,69.00999,12.791762,10.833639,11.000757,11.5420526666667,1510,1374,926,5.58202009357426
"TMEM67",75.639,75.639,11.90582,23.495886,15.738812,17.0468393333333,129,123,94,4.24667159630796
"TMEM68",11.03148,11.03148,9.661847,12.369386,12.65353,11.5615876666667,128,140,94,0.957799310028831
"TMEM69",67.06177,67.06177,12.215212,10.527599,11.103385,11.2820653333333,139,139,91,5.54155739713266
"TMEM70",62.43159,62.43159,27.509981,31.060143,24.365198,27.6451073333333,273,317,186,2.21439526345174
"TMEM71",39.59693,39.59693,0,0.190136,0,0.0633786666666667,0,2,0,38.1773034127699
"TMEM72",0.06325,0.06325,0.02669,0.443236,0.638664,0.36953,1,6,14,0.776361233415843
"TMEM74",1.83436,1.83436,3.681169,2.823605,4.321448,3.60874066666667,313,257,263,0.614996634655512
"TMEM74B",3.40306,3.40306,18.271188,21.495488,22.815716,20.8607973333333,300,373,280,0.201413513554065
"TMEM75",0,0,0.036983,0.033995,0,0.0236593333333333,1,1,0,0.976887493169928
"TMEM79",1.12592,1.12592,0.644438,1.766565,0.829445,1.08014933333333,20,34,15,1.02200354846319
"TMEM80",22.01235,22.01235,8.363059,13.148465,13.930127,11.8138836666667,99,151,114,1.79589190901296
"TMEM81",2.77052,2.77052,3.417088,2.770817,6.017697,4.068534,52,46,65,0.743907409913794
"TMEM82",0,0,0,0.153951,0.090717,0.081556,0,1,1,0.924593825932268
"TMEM86A",2.90968,2.90968,3.831882,4.498603,3.814735,4.04840666666667,169,192,119,0.774438403667956
"TMEM86B",0.21506,0.21506,3.083158,2.424385,4.584231,3.36392466666667,42,37,44,0.278432854096015
"TMEM87A",40.97587,40.97587,25.7815,20.667628,26.42643,24.2918526666667,402,414,339,1.65965975498987
"TMEM87B",7.2995,7.2995,12.343376,7.888115,5.449538,8.560343,253,229,167,0.868117388675281
"TMEM88",13.09355,13.09355,2.796574,4.400474,2.141185,3.11274433333333,24,27,13,3.42679944526903
"TMEM88B",0,0,0,0.267496,0.410877,0.226124333333333,0,1,1,0.815577974283739
"TMEM89",0,0,0,0,0.309537,0.103179,0,0,1,0.906471207301807
"TMEM8B",3.55487,3.55487,13.264775,14.922131,14.680213,14.2890396666667,1029,1326,893,0.297917338126251
"TMEM9",11.34775,11.34775,67.685045,65.514002,58.142819,63.780622,931,1019,659,0.190608697767675
"TMEM91",2.26449,2.26449,14.501524,18.223311,26.050805,19.59188,83,119,99,0.158532878008225
"TMEM92",0,0,0.085742,0.191365,0,0.092369,3,5,0,0.915441576976278
"TMEM95",0,0,0,0,0,0,0,0,0,1
"TMEM97",6.12298,6.12298,42.90383,20.554833,17.642876,27.0338463333333,854,531,307,0.25408500550745
"TMEM97P1",0,0,0,0.320465,0.492239,0.270901333333333,0,1,1,0.786843143343937
"TMEM98",11.411,11.411,7.625376,8.892635,12.744185,9.75406533333333,117,127,139,1.15407519066588
"TMEM99",15.4466,15.4466,2.638142,3.748608,5.253003,3.87991766666667,37,53,47,3.37026177968986
"TMEM9B",101.49719,101.49719,34.06078,31.893468,32.473675,32.8093076666667,651,667,440,3.03162640922855
"TMF1",13.67549,13.67549,29.591307,40.508926,27.473335,32.5245226666667,352,366,272,0.437753883803745
"TMIE",0.10121,0.10121,0.517005,0.733722,0.566358,0.605695,11,16,8,0.685815176605769
"TMIGD1",0,0,0,0,0,0,0,0,0,1
"TMIGD2",0,0,0,0.268131,1.183717,0.483949333333333,0,2,3,0.673877454935568
