"Hs_symbol","DRG","dHs_Avg_TPM","Spinal_cord","dHs_Avg__TPM","FoldChange"
"TENC1",92.98771,92.98771,193.80925,193.80925,0.482460201453473
"TEP1",5.74966,5.74966,12.32062,12.32062,0.506707645740213
"TEPP",1.08721,1.08721,1.58275,1.58275,0.808134740102604
"TERF1",23.2809,23.2809,16.66542,16.66542,1.37448755817863
"TERF1P1",0.01045,0.01045,0,0,1.01045
"TERF1P2",0,0,0,0,1
"TERF1P3",0,0,0,0,1
"TERF1P4",0.04182,0.04182,0,0,1.04182
"TERF1P5",0.05227,0.05227,0,0,1.05227
"TERF2",10.65256,10.65256,40.2515,40.2515,0.282476031174624
"TERF2IP",147.04498,147.04498,113.27522,113.27522,1.29551253543857
"TERT",0.01045,0.01045,0,0,1.01045
"TES",34.4457,34.4457,5.86548,5.86548,5.16288737276928
"TESC",30.63002,30.63002,16.13784,16.13784,1.84562465281506
"TESK1",23.40635,23.40635,36.74462,36.74462,0.646617981582541
"TESK2",2.32077,2.32077,29.91707,29.91707,0.10740894916627
"TESPA1",0.75268,0.75268,4.2517,4.2517,0.333735742711884
"TET1",0.12545,0.12545,0.46551,0.46551,0.767957912262625
"TET1P1",0,0,0,0,1
"TET2",1.14993,1.14993,2.51378,2.51378,0.611856746865199
"TET3",0.31362,0.31362,0.93103,0.93103,0.680269079196077
"TEX10",5.76012,5.76012,4.03446,4.03446,1.34276963169834
"TEX101",0.06272,0.06272,0,0,1.06272
"TEX11",0.01045,0.01045,0,0,1.01045
"TEX12",0.16726,0.16726,0.18621,0.18621,0.984024751098035
"TEX13A",0,0,0,0,1
"TEX13B",0,0,0,0,1
"TEX14",0.10454,0.10454,1.42758,1.42758,0.454996333797444
"TEX15",0.24044,0.24044,0.24827,0.24827,0.993727318608955
"TEX16P",0,0,0,0,1
"TEX19",0.03136,0.03136,0,0,1.03136
"TEX2",36.40059,36.40059,28.73777,28.73777,1.25767971169324
"TEX21P",0.07318,0.07318,1.45861,1.45861,0.436498672013861
"TEX22",0.26135,0.26135,1.14827,1.14827,0.587146867013923
"TEX26",0.56451,0.56451,1.92413,1.92413,0.535034352097889
"TEX261",30.59865,30.59865,23.86538,23.86538,1.27078894430731
"TEX264",85.94176,85.94176,72.03063,72.03063,1.19048349986848
"TEX28",0,0,0,0,1
"TEX28P1",0,0,0,0,1
"TEX28P2",0,0,0,0,1
"TEX29",0.95131,0.95131,0.46551,0.46551,1.33148869676768
"TEX30",6.84732,6.84732,11.82407,11.82407,0.61192117635041
"TEX33",0.01045,0.01045,0.65172,0.65172,0.611756229869469
"TEX34",0.03136,0.03136,0.31034,0.31034,0.787093426133675
"TEX35",0.45997,0.45997,0.15517,0.15517,1.26385726776146
"TEX36",0,0,0,0,1
"TEX9",1.05585,1.05585,5.08963,5.08963,0.3375985076269
"TF",16.94582,16.94582,2188.72552,2188.72552,0.00819546552117637
"TFAM",4.75654,4.75654,12.53786,12.53786,0.425217870475836
"TFAMP1",0,0,0,0,1
"TFAMP2",0,0,0,0,1
"TFAP2A",8.94856,8.94856,1.58275,1.58275,3.85192527344884
"TFAP2B",0.06272,0.06272,1.58275,1.58275,0.41146839608944
"TFAP2C",0.33453,0.33453,0.24827,0.24827,1.06910363943698
"TFAP2D",0.02091,0.02091,0,0,1.02091
"TFAP2E",2.36259,2.36259,5.21376,5.21376,0.541152217015141
"TFAP4",4.52655,4.52655,9.65167,9.65167,0.518843524067118
"TFB1M",16.71583,16.71583,10.55166,10.55166,1.5336176791907
"TFB2M",6.88914,6.88914,2.35861,2.35861,2.34893006332977
"TFCP2",12.17883,12.17883,22.87228,22.87228,0.552055773474507
"TFCP2L1",0.1359,0.1359,0.40345,0.40345,0.809362642060636
"TFDP1",22.97774,22.97774,42.45493,42.45493,0.551784112872809
"TFDP2",20.02973,20.02973,30.91017,30.91017,0.65902908069747
"TFDP3",0.04182,0.04182,0,0,1.04182
"TFE3",39.14997,39.14997,29.48259,29.48259,1.31714431090009
"TFEB",23.33317,23.33317,88.23053,88.23053,0.272700050083755
"TFEC",4.31747,4.31747,3.1655,3.1655,1.27655023406554
"TFF1",0,0,1.48965,1.48965,0.401662884341172
"TFF2",0,0,0.49655,0.49655,0.668203534796699
"TFF3",35.67926,35.67926,8.37926,8.37926,3.9106773881948
"TFG",97.72334,97.72334,60.11345,60.11345,1.61541101017861
"TFIP11",29.16647,29.16647,24.98262,24.98262,1.16102494667589
"TFP1",0.42861,0.42861,0,0,1.42861
"TFPI",15.61817,15.61817,6.70341,6.70341,2.15724854317763
"TFPI2",0.7945,0.7945,1.61378,1.61378,0.686553573751425
"TFPT",52.16511,52.16511,36.55841,36.55841,1.41553143490366
"TFR2",9.14719,9.14719,3.94136,3.94136,2.05352170252724
"TFRC",27.61928,27.61928,15.95163,15.95163,1.68829074254216
"TG",0.64814,0.64814,13.96544,13.96544,0.110129738918468
"TGDS",5.28969,5.28969,7.29306,7.29306,0.758428131473787
"TGFA",2.23714,2.23714,28.30329,28.30329,0.110470189524794
"TGFB1",34.97885,34.97885,31.43775,31.43775,1.1091660179883
"TGFB1I1",31.91585,31.91585,16.51025,16.51025,1.87980468582687
"TGFB2",0.58542,0.58542,5.80342,5.80342,0.233032798210312
"TGFB3",1.88171,1.88171,92.3581,92.3581,0.030867273434228
"TGFBI",99.50051,99.50051,40.4377,40.4377,2.42533996819322
"TGFBR1",29.64735,29.64735,9.03098,9.03098,3.05526977423941
"TGFBR2",50.84792,50.84792,18.46541,18.46541,2.66359249561145
"TGFBR3",6.06328,6.06328,3.91032,3.91032,1.43845614949738
"TGFBR3L",8.45723,8.45723,6.85858,6.85858,1.20342733674532
"TGFBRAP1",6.09464,6.09464,4.96549,4.96549,1.18928034411255
"TGIF1",10.6421,10.6421,28.83087,28.83087,0.390270213372925
"TGIF1P1",0,0,0,0,1
"TGIF2",5.76012,5.76012,5.02756,5.02756,1.12153508218914
"TGIF2LX",0,0,0,0,1
"TGIF2LY",0,0,0,0,1
"TGIF2P1",0,0,0,0,1
"TGM1",4.652,4.652,8.00685,8.00685,0.627522385739743
"TGM2",12.04293,12.04293,30.38259,30.38259,0.4156103750519
"TGM3",0.18817,0.18817,7.01375,7.01375,0.148266417095617
"TGM4",0.02091,0.02091,0,0,1.02091
"TGM5",0,0,0,0,1
"TGM6",0,0,0,0,1
"TGM7",0,0,0,0,1
"TGOLN2",31.83222,31.83222,51.57902,51.57902,0.624435754032692
"TGS1",3.26163,3.26163,2.04826,2.04826,1.39805331566205
"TH",1.55764,1.55764,1.39654,1.39654,1.06722191158921
"TH1L",43.67652,43.67652,51.70315,51.70315,0.847701133613456
"THA1P",0.01045,0.01045,0.62069,0.62069,0.623469016283188
"THADA",11.0289,11.0289,57.41347,57.41347,0.205926817906897
"THAP1",3.74251,3.74251,4.93445,4.93445,0.799149036557726
"THAP10",3.16754,3.16754,6.20686,6.20686,0.578274033351557
"THAP11",29.23964,29.23964,17.25507,17.25507,1.6565063842538
"THAP2",2.00715,2.00715,5.27583,5.27583,0.479163712210178
"THAP3",35.74199,35.74199,30.01017,30.01017,1.18483678096573
"THAP4",79.99348,79.99348,37.98599,37.98599,2.07750220014934
"THAP5",7.08776,7.08776,13.12751,13.12751,0.572483049029871
"THAP6",4.84017,4.84017,20.42057,20.42057,0.272643071589598
"THAP7",57.14118,57.14118,46.17905,46.17905,1.2323516476063
"THAP7-AS1",2.86438,2.86438,4.43791,4.43791,0.71063699104987
"THAP8",19.35023,19.35023,14.46199,14.46199,1.31614559316104
"THAP9",1.94443,1.94443,2.69998,2.69998,0.795796193492938
"THBD",14.11281,14.11281,3.19653,3.19653,3.6012634247819
"THBS1",13.28695,13.28695,9.99305,9.99305,1.29963476924057
"THBS2",7.89272,7.89272,17.93783,17.93783,0.469574391574959
"THBS3",22.54913,22.54913,16.66542,16.66542,1.33306369166428
"THBS4",25.51804,25.51804,20.94816,20.94816,1.20821244240975
"THEG",0.04182,0.04182,0.12414,0.12414,0.926770686925116
"THEG5",0.12545,0.12545,0,0,1.12545
"THEGL",0.08363,0.08363,0,0,1.08363
"THEM4",21.20057,21.20057,14.52406,14.52406,1.43007499326851
"THEM5",0.41816,0.41816,1.67585,1.67585,0.529984864622456
"THEM6",43.94832,43.94832,13.34475,13.34475,3.13343348611862
"THEMIS",0.05227,0.05227,0.83793,0.83793,0.572529965776716
"THEMIS2",27.59838,27.59838,52.60315,52.60315,0.533520511387857
"THG1L",5.9901,5.9901,4.96549,4.96549,1.17175621784631
"THNSL1",3.17799,3.17799,2.51378,2.51378,1.18903004741333
"THNSL2",57.55934,57.55934,26.62744,26.62744,2.11960789707624
"THOC1",13.72601,13.72601,31.56189,31.56189,0.452246782972364
"THOC2",13.9769,13.9769,30.755,30.755,0.471639111950874
"THOC3",12.69107,12.69107,14.12061,14.12061,0.905457517917597
"THOC5",20.93922,20.93922,14.46199,14.46199,1.41891308945356
"THOC6",30.60911,30.60911,17.0999,17.0999,1.74636931695755
"THOC7",146.75227,146.75227,58.77898,58.77898,2.47164254057195
"THOP1",70.91946,70.91946,68.98926,68.98926,1.02757851704676
"THPO",0.36589,0.36589,0.77586,0.77586,0.769142837836316
"THRA",74.27518,74.27518,128.41996,128.41996,0.581635012095507
"THRAP3",19.24569,19.24569,31.96534,31.96534,0.614150802024187
"THRAP3P1",0,0,0,0,1
"THRB",0.85722,0.85722,9.83788,9.83788,0.171363772250662
"THRSP",1.70399,1.70399,0.18621,0.18621,2.27952048962663
"THSD1",2.71802,2.71802,3.10343,3.10343,0.906076136305481
"THSD4",1.88171,1.88171,3.94136,3.94136,0.583181553256593
"THSD7A",2.9271,2.9271,2.69998,2.69998,1.06138411558981
"THSD7B",0.5436,0.5436,1.61378,1.61378,0.590562327357314
"THTPA",21.4201,21.4201,32.30671,32.30671,0.673140637427113
"THUMPD1",10.25531,10.25531,10.61373,10.61373,0.969138252740506
"THUMPD1P1",0,0,0,0,1
"THUMPD2",5.57194,5.57194,7.91375,7.91375,0.737281166736783
"THUMPD3",48.18217,48.18217,19.64472,19.64472,2.38231228130001
"THY1",1696.92379,1696.92379,33.20671,33.20671,49.6371556925527
"THYN1",69.96816,69.96816,48.848,48.848,1.42369122131279
"TIA1",9.304,9.304,43.32389,43.32389,0.232470570611018
"TIAF1",27.22203,27.22203,22.81022,22.81022,1.18529060210279
"TIAL1",42.91338,42.91338,59.55483,59.55483,0.725183771467941
"TIAM1",5.68694,5.68694,20.82402,20.82402,0.306402761727674
"TIAM2",4.54746,4.54746,9.93098,9.93098,0.507498870183643
"TICAM1",9.86851,9.86851,6.48617,6.48617,1.45181180763995
"TICAM2",1.44264,1.44264,1.05517,1.05517,1.18853428183557
"TICRR",0.18817,0.18817,0.24827,0.24827,0.951853365057239
"TIE1",7.70455,7.70455,17.62749,17.62749,0.467295915874871
"TIFA",2.48804,2.48804,2.51378,2.51378,0.992674555606782
"TIFAB",0.04182,0.04182,0.06207,0.06207,0.980933460129747
"TIGD1",1.35901,1.35901,2.66895,2.66895,0.642965971190668
"TIGD1L2",0.44952,0.44952,1.0862,1.0862,0.694813536573675
"TIGD2",1.95488,1.95488,1.95516,1.95516,0.999905250477132
"TIGD3",0.62724,0.62724,0.12414,0.12414,1.44754212108812
"TIGD4",0.2718,0.2718,0.24827,0.24827,1.01885008852252
"TIGD5",9.15764,9.15764,1.89309,1.89309,3.5110003491077
"TIGD6",5.04925,5.04925,10.30339,10.30339,0.535171307014975
"TIGD7",3.37662,3.37662,10.83097,10.83097,0.369929092880804
"TIGIT",0.12545,0.12545,11.79304,11.79304,0.0879736169041917
"TIMD4",0.22999,0.22999,0.55862,0.55862,0.789153225289038
"TIMELESS",20.15518,20.15518,4.68618,4.68618,3.72045556067518
"TIMM10",107.11097,107.11097,64.61343,64.61343,1.64769575375041
"TIMM13",147.81858,147.81858,83.66849,83.66849,1.75766191176907
"TIMM17A",94.15855,94.15855,26.25502,26.25502,3.491413691863
"TIMM17B",79.81576,79.81576,51.70315,51.70315,1.53341422666387
"TIMM21",21.68145,21.68145,36.80669,36.80669,0.599932181315
"TIMM22",31.23634,31.23634,9.4965,9.4965,3.07115133615967
"TIMM23",133.59078,133.59078,27.27916,27.27916,4.75936272505973
"TIMM23B",1.64127,1.64127,5.431,5.431,0.410709065464158
"TIMM44",29.41736,29.41736,22.56194,22.56194,1.29095312185669
"TIMM50",82.19925,82.19925,23.55504,23.55504,3.38827588959334
"TIMM8A",4.89244,4.89244,2.76205,2.76205,1.56628433965524
"TIMM8AP1",0,0,1.86206,1.86206,0.34939868486335
"TIMM8B",131.15501,131.15501,37.86185,37.86185,3.40063609941369
"TIMM8BP1",0,0,0,0,1
"TIMM8BP2",0.22999,0.22999,0,0,1.22999
"TIMM9",31.9054,31.9054,57.01002,57.01002,0.567236487765389
"TIMM9P1",0,0,0,0,1
"TIMM9P2",0,0,0,0,1
"TIMM9P3",0,0,0,0,1
"TIMMDC1",126.64937,126.64937,135.27854,135.27854,0.936679905728371
"TIMP1",668.75883,668.75883,140.95782,140.95782,4.71801292806553
"TIMP2",253.36146,253.36146,175.37487,175.37487,1.44216384114131
"TIMP3",180.64392,180.64392,47.42042,47.42042,3.75139083882379
"TIMP4",447.16687,447.16687,8.87581,8.87581,45.3802645048862
"TINAG",0.02091,0.02091,0,0,1.02091
"TINAGL1",22.25642,22.25642,35.13084,35.13084,0.643672275540785
"TINF2",59.81739,59.81739,52.23074,52.23074,1.14252384994084
"TIPARP",5.16424,5.16424,16.07577,16.07577,0.360993384192924
"TIPIN",7.42229,7.42229,3.66205,3.66205,1.80656363616864
"TIPRL",39.34859,39.34859,11.14132,11.14132,3.32324574263754
"TIRAP",6.53371,6.53371,1.83102,1.83102,2.66112920431505
"TJAP1",11.53069,11.53069,52.69625,52.69625,0.233362478757828
"TJP1",31.6545,31.6545,71.62718,71.62718,0.449618173251392
"TJP2",5.67648,5.67648,90.465,90.465,0.0729949160881211
"TJP3",0.97222,0.97222,2.23447,2.23447,0.609750592832829
"TK1",8.14361,8.14361,4.00343,4.00343,1.8274683567073
"TK2",32.36537,32.36537,22.31367,22.31367,1.43115047952553
"TKT",253.16283,253.16283,110.69937,110.69937,2.27541865276411
"TKTL1",0.05227,0.05227,2.85516,2.85516,0.272951057803048
"TKTL2",0.01045,0.01045,0.06207,0.06207,0.951396800587532
"TLCD1",6.27236,6.27236,3.01033,3.01033,1.81340687674082
"TLCD2",0.89904,0.89904,0.80689,0.80689,1.0509992307224
"TLE1",64.17668,64.17668,24.26883,24.26883,2.57933113642381
"TLE1P1",1.40083,1.40083,0,0,2.40083
"TLE2",47.20995,47.20995,109.58214,109.58214,0.435965066329879
"TLE3",14.65641,14.65641,15.70336,15.70336,0.937320994099391
"TLE4",14.01872,14.01872,117.03037,117.03037,0.127244538841995
"TLE6",2.10124,2.10124,3.04136,3.04136,0.767375338994794
"TLK1",18.55573,18.55573,34.85153,34.85153,0.54546430793888
"TLK1P1",0,0,0,0,1
"TLK2",18.61845,18.61845,22.15849,22.15849,0.847138565597325
"TLK2P1",0.16726,0.16726,0.06207,0.06207,1.09904243599763
"TLL1",0.47043,0.47043,0.49655,0.49655,0.98254652367111
"TLL2",1.05585,1.05585,7.78961,7.78961,0.233895474315698
"TLN1",143.07249,143.07249,141.51644,141.51644,1.01091838948545
"TLN2",47.3563,47.3563,15.8275,15.8275,2.87364730352102
"TLR1",4.84017,4.84017,2.91722,2.91722,1.49089660524556
"TLR10",1.88171,1.88171,0.71379,0.71379,1.68148372904498
"TLR12P",0.01045,0.01045,0,0,1.01045
"TLR2",8.1227,8.1227,3.87929,3.87929,1.86967776049384
"TLR3",1.59945,1.59945,1.48965,1.48965,1.04410258470066
"TLR4",4.13976,4.13976,4.43791,4.43791,0.945171950252947
"TLR5",2.09079,2.09079,2.69998,2.69998,0.835353164071157
"TLR6",0.75268,0.75268,1.36551,1.36551,0.740931131130285
"TLR7",2.43577,2.43577,7.82065,7.82065,0.389514378192083
"TLR8",0.7945,0.7945,0.55862,0.55862,1.15133900501726
"TLR9",0.16726,0.16726,0.40345,0.40345,0.831707577754819
"TLX1",0.02091,0.02091,0,0,1.02091
"TLX2",32.75216,32.75216,0.62069,0.62069,20.8257964200433
"TLX3",68.88095,68.88095,6.36203,6.36203,9.49207623440817
"TM2D1",37.74914,37.74914,52.94453,52.94453,0.718314535319892
"TM2D2",79.79485,79.79485,18.46541,18.46541,4.15068832354417
"TM2D3",82.54423,82.54423,42.33079,42.33079,1.92805693134143
"TM4SF1",42.85066,42.85066,48.07214,48.07214,0.893595836660068
"TM4SF18",2.88528,2.88528,8.03789,8.03789,0.429887949510339
"TM4SF19",0.06272,0.06272,0.24827,0.24827,0.851354274315653
"TM4SF20",0.02091,0.02091,0.0931,0.0931,0.933958466745952
"TM4SF4",0.07318,0.07318,0.68275,0.68275,0.637753677016788
"TM4SF5",0,0,0.34138,0.34138,0.745500902056091
"TM6SF1",16.24541,16.24541,14.9275,14.9275,1.08274431015539
"TM6SF2",0.34498,0.34498,0.77586,0.77586,0.757368261011566
"TM7SF2",81.84382,81.84382,59.6169,59.6169,1.36667859953247
"TM7SF3",76.81548,76.81548,53.96866,53.96866,1.4156335628338
"TM9SF1",15.08502,15.08502,14.12061,14.12061,1.06378115697713
"TM9SF2",91.97368,91.97368,39.97219,39.97219,2.26918990661715
"TM9SF3",32.88806,32.88806,35.34808,35.34808,0.932320496708492
"TM9SF4",18.78571,18.78571,15.79646,15.79646,1.17796904823993
"TMA16",10.97663,10.97663,7.29306,7.29306,1.44417500898341
"TMA16P1",0,0,0,0,1
"TMA16P2",0,0,0,0,1
"TMA7",423.68734,423.68734,391.03226,391.03226,1.08329692051363
"TMBIM1",106.61964,106.61964,148.31295,148.31295,0.720765613431387
"TMBIM4",84.42594,84.42594,115.47866,115.47866,0.733404213269624
"TMBIM6",223.39004,223.39004,471.87663,471.87663,0.474521314364806
"TMC1",0.12545,0.12545,3.13446,3.13446,0.272212090575311
"TMC2",0.03136,0.03136,0.40345,0.40345,0.734874772881114
"TMC3",0.66905,0.66905,0.06207,0.06207,1.57150658619488
"TMC4",1.63081,1.63081,5.55514,5.55514,0.401335440585556
"TMC5",0.35543,0.35543,0.15517,0.15517,1.17335976522936
"TMC6",65.70295,65.70295,160.3853,160.3853,0.413314905384815
"TMC7",1.589,1.589,12.78613,12.78613,0.187797445693607
"TMC8",5.36287,5.36287,17.06887,17.06887,0.352145430234431
"TMCC1",8.92766,8.92766,58.12726,58.12726,0.167903264923827
"TMCC1P1",0,0,0,0,1
"TMCC2",12.99424,12.99424,71.1927,71.1927,0.193845638132387
"TMCC3",2.82256,2.82256,20.45161,20.45161,0.178194550432345
"TMCO1",78.6031,78.6031,58.22036,58.22036,1.3441846689213
"TMCO2",0.02091,0.02091,0,0,1.02091
"TMCO3",35.40746,35.40746,61.13758,61.13758,0.58591692820995
"TMCO4",8.87539,8.87539,5.46204,5.46204,1.52821554803127
"TMCO5A",0,0,0.46551,0.46551,0.682356312819428
"TMCO5B",0.02091,0.02091,0.12414,0.12414,0.908169800914477
"TMCO6",10.44348,10.44348,15.48612,15.48612,0.694128151438907
"TMCO7",11.56205,11.56205,18.093,18.093,0.657940082752841
"TMED1",48.00445,48.00445,30.28948,30.28948,1.56616377133784
"TMED10",134.47936,134.47936,86.24434,86.24434,1.55287277088691
"TMED10P1",0.35543,0.35543,0.77586,0.77586,0.76325273388668
"TMED10P2",0.20908,0.20908,0.43448,0.43448,0.842869890134404
"TMED11P",0,0,0,0,1
"TMED2",58.35384,58.35384,75.63061,75.63061,0.77454479352311
"TMED3",152.4183,152.4183,34.38601,34.38601,4.33556368745727
"TMED4",51.39152,51.39152,69.36168,69.36168,0.744603028239235
"TMED5",12.6388,12.6388,16.19991,16.19991,0.792957637569034
"TMED6",0.20908,0.20908,0,0,1.20908
"TMED7",17.07127,17.07127,28.79984,28.79984,0.606421712331341
"TMED7-TICAM2",0.30316,0.30316,0.58965,0.58965,0.81977793853993
"TMED8",6.86823,6.86823,3.78619,3.78619,1.64394434821852
"TMED9",190.20926,190.20926,70.23064,70.23064,2.68436813146702
"TMEFF1",21.08558,21.08558,29.32742,29.32742,0.728238010354986
"TMEFF2",132.67083,132.67083,135.55785,135.55785,0.978858630243519
"TMEM100",4.06658,4.06658,3.32067,3.32067,1.17263757704245
"TMEM101",40.164,40.164,23.4309,23.4309,1.68491541449558
"TMEM102",3.11527,3.11527,1.05517,1.05517,2.00239882832077
"TMEM104",12.57608,12.57608,17.75162,17.75162,0.723995046827954
"TMEM105",0.09409,0.09409,0.06207,0.06207,1.03014867193311
"TMEM106A",2.10124,2.10124,3.97239,3.97239,0.623692027375166
"TMEM106B",8.34224,8.34224,22.18953,22.18953,0.402864568622132
"TMEM106C",32.88806,32.88806,21.94125,21.94125,1.47716711164387
"TMEM107",20.98104,20.98104,10.70684,10.70684,1.87762367983162
"TMEM108",4.15021,4.15021,35.56532,35.56532,0.140849580969071
"TMEM109",93.85539,93.85539,43.72734,43.72734,2.12074739968887
"TMEM11",50.6702,50.6702,28.83087,28.83087,1.73210503079528
"TMEM110",13.956,13.956,10.08615,10.08615,1.34907068729902
"TMEM110-MUSTN1",2.1326,2.1326,3.53791,3.53791,0.690317789466957
"TMEM114",0.03136,0.03136,1.64482,1.64482,0.389954703911797
"TMEM115",47.4713,47.4713,14.05854,14.05854,3.21885787068335
"TMEM116",7.08776,7.08776,36.03083,36.03083,0.2184061226821
"TMEM117",19.08888,19.08888,49.68593,49.68593,0.396340365067781
"TMEM119",15.97361,15.97361,8.47237,8.47237,1.79190741071136
"TMEM120A",250.96751,250.96751,172.83005,172.83005,1.44950490435917
"TMEM120B",7.87181,7.87181,9.27926,9.27926,0.863078665195744
"TMEM121",17.92849,17.92849,10.05512,10.05512,1.71219217882755
"TMEM123",65.09662,65.09662,87.36157,87.36157,0.748024508844739
"TMEM125",0.18817,0.18817,55.30313,55.30313,0.0211030896506109
"TMEM126A",65.15935,65.15935,29.23432,29.23432,2.18822020802849
"TMEM126B",88.82705,88.82705,56.04796,56.04796,1.57458829377948
"TMEM127",19.09933,19.09933,12.662,12.662,1.47118503879373
"TMEM128",28.29879,28.29879,41.15149,41.15149,0.695083139409781
"TMEM129",58.1134,58.1134,48.38248,48.38248,1.1970520719089
"TMEM130",113.71785,113.71785,58.3445,58.3445,1.93308309952902
"TMEM131",5.41514,5.41514,9.65167,9.65167,0.602266123528048
"TMEM132A",40.92714,40.92714,77.7099,77.7099,0.53267937070178
"TMEM132B",6.33508,6.33508,3.66205,3.66205,1.57335935908023
"TMEM132C",6.39781,6.39781,5.431,5.431,1.1503358731146
"TMEM132D",4.11885,4.11885,0.77586,0.77586,2.8824625815098
"TMEM132E",83.65235,83.65235,4.22067,4.22067,16.2148440717379
"TMEM133",5.77057,5.77057,2.32757,2.32757,2.03468897724165
"TMEM134",68.74505,68.74505,130.43719,130.43719,0.530634061790274
"TMEM135",9.19946,9.19946,105.08216,105.08216,0.0961467979158795
"TMEM136",4.56837,4.56837,19.73782,19.73782,0.268512794498168
"TMEM138",27.01296,27.01296,20.38954,20.38954,1.30965696316985
"TMEM139",4.85062,4.85062,28.02398,28.02398,0.201578832399967
"TMEM140",10.79891,10.79891,29.20328,29.20328,0.39064995589883
"TMEM141",200.23458,200.23458,108.12352,108.12352,1.84409905398946
"TMEM143",10.34939,10.34939,3.59998,3.59998,2.46726942291053
"TMEM144",2.6553,2.6553,354.50489,354.50489,0.0102819964023561
"TMEM145",13.2974,13.2974,20.04816,20.04816,0.679270777113059
"TMEM147",196.48162,196.48162,67.37548,67.37548,2.88819354540546
"TMEM14A",102.04081,102.04081,66.941,66.941,1.5166219219617
"TMEM14B",121.19241,121.19241,194.89545,194.89545,0.623763390114472
"TMEM14C",179.42081,179.42081,76.71681,76.71681,2.32151589855528
"TMEM14D",0.07318,0.07318,1.24137,1.24137,0.478805373499244
"TMEM14E",0,0,0.21724,0.21724,0.82153067595544
"TMEM150A",14.58323,14.58323,15.42405,15.42405,0.948805562574395
"TMEM150B",1.57854,1.57854,2.88619,2.88619,0.663513621310332
"TMEM150C",9.29354,9.29354,4.49997,4.49997,1.87156293579783
"TMEM151A",49.53072,49.53072,142.69574,142.69574,0.351650786585601
"TMEM151B",14.37415,14.37415,6.29996,6.29996,2.10605948525745
"TMEM154",0.26135,0.26135,0.77586,0.77586,0.710275584787089
"TMEM155",0.59587,0.59587,0.0931,0.0931,1.45994876955448
"TMEM156",2.20578,2.20578,2.1724,2.1724,1.01052200226958
"TMEM158",7.18185,7.18185,4.46894,4.46894,1.49605773696548
"TMEM159",23.73042,23.73042,7.23099,7.23099,3.00454987796122
"TMEM160",182.06565,182.06565,32.80326,32.80326,5.41562115606601
"TMEM161A",36.90237,36.90237,29.17225,29.17225,1.25619965365526
"TMEM161B",3.78432,3.78432,5.39997,5.39997,0.747553504157051
"TMEM163",39.51586,39.51586,47.23421,47.23421,0.839981830323333
"TMEM164",11.64568,11.64568,9.5896,9.5896,1.19416030822694
"TMEM165",49.80252,49.80252,119.45105,119.45105,0.42176900907049
"TMEM167A",47.66992,47.66992,30.38259,30.38259,1.55085733841598
"TMEM167AP1",0,0,0,0,1
"TMEM167B",31.74859,31.74859,18.06197,18.06197,1.71800658588803
"TMEM168",6.49189,6.49189,13.7482,13.7482,0.50798673736456
"TMEM169",3.48116,3.48116,3.04136,3.04136,1.10882475206366
"TMEM17",8.7813,8.7813,4.53101,4.53101,1.76844735409988
"TMEM170A",5.28969,5.28969,23.77228,23.77228,0.253900327301322
"TMEM170B",2.69711,2.69711,3.84825,3.84825,0.762565874284536
"TMEM171",0.44952,0.44952,0.34138,0.34138,1.08061846754835
"TMEM173",25.62258,25.62258,20.85505,20.85505,1.21814317514716
"TMEM174",0.09409,0.09409,0,0,1.09409
"TMEM175",83.20283,83.20283,235.05384,235.05384,0.356710274232353
"TMEM176A",307.68008,307.68008,67.59272,67.59272,4.50018719187692
"TMEM176B",471.51407,471.51407,54.34107,54.34107,8.53821709627226
"TMEM177",15.48227,15.48227,9.5896,9.5896,1.55645822316235
"TMEM178A",3.1989,3.1989,197.09888,197.09888,0.0211959805123583
"TMEM178B",5.57194,5.57194,2.20344,2.20344,2.05152585970082
"TMEM179",231.50229,231.50229,19.52058,19.52058,11.330200705828
"TMEM179B",60.66416,60.66416,47.01697,47.01697,1.28421597614343
"TMEM18",66.42427,66.42427,37.83082,37.83082,1.73635967512404
"TMEM180",12.12656,12.12656,12.8482,12.8482,0.947889256365448
"TMEM181",8.70812,8.70812,10.55166,10.55166,0.840409084062377
"TMEM182",5.43604,5.43604,19.30334,19.30334,0.31699414973103
"TMEM183A",71.50488,71.50488,24.48607,24.48607,2.84488271436122
"TMEM183AP1",0,0,0,0,1
"TMEM184A",0.16726,0.16726,0.27931,0.27931,0.912413723022567
"TMEM184B",48.62123,48.62123,68.1203,68.1203,0.717896623712571
"TMEM184C",15.57636,15.57636,11.04821,11.04821,1.37583591255465
"TMEM185A",9.11583,9.11583,10.64477,10.64477,0.868701571606824
"TMEM185AP1",0.70041,0.70041,0.27931,0.27931,1.32916181379025
"TMEM185B",5.9901,5.9901,6.92065,6.92065,0.882515955129945
"TMEM186",9.06356,9.06356,9.24822,9.24822,0.98198126113608
"TMEM187",15.21047,15.21047,10.79994,10.79994,1.37377562936761
"TMEM189",52.42646,52.42646,96.23739,96.23739,0.549443583378781
"TMEM189-UBE2V1",0,0,0,0,1
"TMEM19",8.96947,8.96947,10.11718,10.11718,0.896762488328875
"TMEM190",0.31362,0.31362,0,0,1.31362
"TMEM191A",28.27788,28.27788,15.85853,15.85853,1.73668048163155
"TMEM192",7.86136,7.86136,6.5172,6.5172,1.17881125951152
