"Hs_symbol","DRG","dHs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"SMPX",8.9172,8.9172,303.464165,309.032437,280.110933,297.535845,3399,3926,3265,0.033219461468689
"SMR3A",0,0,0,0,0,0,0,0,0,1
"SMR3B",0,0,0,0,0,0,0,0,0,1
"SMS",86.52718,86.52718,67.86494,58.350601,50.255079,58.82354,1888,1640,1501,1.46308927890259
"SMTN",68.65096,68.65096,42.439339,37.332841,40.565443,40.112541,1108,802,746,1.69415361604626
"SMTNL1",0.43907,0.43907,0,0,0,0,0,0,0,1.43907
"SMTNL2",0.81541,0.81541,26.858845,21.089521,20.521654,22.82334,312,317,273,0.0762030009226246
"SMU1",27.28476,27.28476,3.857589,3.483203,2.846737,3.395843,573,520,418,6.43443362285687
"SMUG1",43.35245,43.35245,12.325785,11.174691,10.950682,11.4837193333333,213,184,163,3.5528233866627
"SMURF1",7.50592,7.50592,4.112661,3.350267,2.519016,3.32731466666667,506,394,294,1.96563473082306
"SMURF2",3.8575,3.8575,11.704311,4.170895,2.22337,6.03285866666667,359,275,254,0.690686423576643
"SMYD1",0.16726,0.16726,119.018938,105.198306,103.725654,109.314299333333,11062,9607,8021,0.0105812211748989
"SMYD2",50.28341,50.28341,121.376505,112.171523,109.762835,114.436954333333,2311,1935,1710,0.444254704190437
"SMYD3",107.35141,107.35141,12.71867,15.062583,11.557873,13.113042,121,90,69,7.67739584421275
"SMYD4",3.25117,3.25117,1.938948,1.121765,1.151172,1.40396166666667,146,101,87,1.76840174240161
"SMYD5",22.90456,22.90456,22.248189,9.571361,7.96511,13.2615533333333,236,196,149,1.67615402342802
"SNAI1",5.81239,5.81239,0.226615,0.149267,0.240215,0.205365666666667,8,5,8,5.6517206258571
"SNAI2",5.32105,5.32105,0.37766,0.276598,0.221817,0.292025,15,10,8,4.89235889398425
"SNAI3",3.08391,3.08391,0.13336,0.1759,0.144108,0.151122666666667,5,6,5,3.54776264794253
"SNAP23",10.56892,10.56892,76.223021,49.408676,55.067303,60.233,411,372,330,0.18893276501233
"SNAP25",502.10227,502.10227,2.33815,1.9497,1.198953,1.82893433333333,72,76,47,177.841621868682
"SNAP29",25.23579,25.23579,12.54774,10.147196,11.861695,11.518877,645,509,489,2.09569836016441
"SNAP47",46.14365,46.14365,9.543891,8.061784,7.755765,8.45381333333333,291,242,226,4.98673374835692
"SNAP91",65.67159,65.67159,2.621745,1.996789,5.580858,3.39979733333333,25,39,14,15.1533320625677
"SNAPC1",3.28253,3.28253,1.91458,1.599718,2.016946,1.843748,71,63,80,1.50594567451124
"SNAPC2",35.62699,35.62699,38.087115,11.278076,17.07297,22.1460536666667,114,102,94,1.58242914872126
"SNAPC3",15.87952,15.87952,13.44845,6.856034,7.095261,9.13324833333333,531,435,335,1.66575607788815
"SNAPC4",4.89244,4.89244,1.577826,1.078716,1.090144,1.24889533333333,186,116,119,2.62014861815119
"SNAPC5",81.95881,81.95881,17.570394,17.55062,15.514409,16.8784743333333,205,242,204,4.64015040955303
"SNAPC5P1",0,0,0,0,0,0,0,0,0,1
"SNAPIN",48.97666,48.97666,25.436824,23.850604,21.819483,23.7023036666667,432,386,347,2.02315786715223
"SNCA",140.19766,140.19766,6.718847,4.035129,5.6161,5.456692,43,34,29,21.8684211667523
"SNCAIP",0.57497,0.57497,1.856378,0.394467,0.167285,0.806043333333333,31,18,9,0.872055487778994
"SNCB",97.53517,97.53517,0.13778,0.182713,0.736178,0.352223666666667,1,2,6,72.8689878967262
"SNCG",7194.17534,7194.17534,4.752005,2.83791,2.083415,3.22444333333333,52,35,24,1703.22448953827
"SND1",82.52333,82.52333,63.598904,51.253578,38.911983,51.2548216666667,1625,1299,1126,1.59838513147734
"SNED1",7.34911,7.34911,0.348225,0.103195,0.182111,0.211177,25,18,6,6.89338552498933
"SNF8",141.73439,141.73439,88.495684,71.63441,62.584072,74.2380553333333,695,668,546,1.89710365808409
"SNHG1",39.52631,39.52631,65.846323,58.273673,48.79758,57.639192,433,442,366,0.691113035800357
"SNHG11",36.31695,36.31695,6.172675,4.101099,4.483659,4.91914433333333,125,86,79,6.30445008577535
"SNHG12",24.96399,24.96399,4.127806,5.689669,5.265656,5.02771033333333,70,67,55,4.30743824175139
"SNHG15",70.0727,70.0727,8.70249,8.430525,7.54748,8.22683166666667,81,97,77,7.70282829118482
"SNHG16",35.09384,35.09384,24.431201,27.469836,22.3644,24.7551456666667,1040,1190,989,1.40142247561481
"SNHG3",11.64568,11.64568,2.7333,20.435672,2.559417,8.57612966666667,135,168,119,1.3205418514766
"SNHG5",130.55914,130.55914,214.906236,246.087805,285.927199,248.973746666667,497,480,402,0.526291827659129
"SNHG6",322.94282,322.94282,40.24407,117.27567,44.933617,67.4844523333333,172,254,167,4.73016588383124
"SNHG7",63.27764,63.27764,11.144503,12.296506,10.962735,11.4679146666667,223,224,203,5.15544433198987
"SNHG9",54.53815,54.53815,94.823172,109.750554,117.207053,107.260259666667,83,83,92,0.513005882038358
"SNIP1",4.02476,4.02476,2.420954,1.841489,2.047234,2.10322566666667,127,136,106,1.61920547834259
"SNN",31.87403,31.87403,4.887836,3.852193,3.571851,4.10396,348,261,240,6.44088707591752
"SNPH",26.82479,26.82479,1.648104,1.436107,1.257361,1.44719066666667,195,156,136,11.3700948516203
"SNRK",11.76067,11.76067,2.383914,1.187132,0.553529,1.37485833333333,130,99,53,5.37323419291677
"SNRNP200",53.17914,53.17914,22.572272,21.032847,17.985083,20.5300673333333,1850,1120,1036,2.51644080630062
"SNRNP25",177.73772,177.73772,41.516289,33.312413,33.473566,36.100756,452,397,326,4.81763013131053
"SNRNP27",57.54889,57.54889,17.875261,19.67351,19.635653,19.0614746666667,223,175,188,2.91847388952331
"SNRNP35",23.60497,23.60497,12.855988,11.276553,9.68152,11.2713536666667,181,175,142,2.00507382220071
"SNRNP40",36.19151,36.19151,13.288833,12.722133,6.535108,10.8486913333333,188,193,131,3.13887069497464
"SNRNP48",4.96562,4.96562,3.288147,2.1639,2.16606,2.539369,209,152,157,1.68550382850728
"SNRNP70",132.92172,132.92172,100.203307,62.024446,58.546076,73.5912763333333,3516,2663,2565,1.79540727258146
"SNRPA",38.99316,38.99316,35.045395,41.289362,26.375618,34.2367916666667,290,291,229,1.13498301372973
"SNRPA1",53.29414,53.29414,49.922939,58.003902,37.782807,48.5698826666667,346,370,262,1.09530499325773
"SNRPB",117.25128,117.25128,33.998826,31.160122,24.639134,29.932694,679,585,464,3.8228574594893
"SNRPB2",41.40802,41.40802,13.75371,14.94588,14.237939,14.3125096666667,255,333,279,2.76950159857314
"SNRPBP1",0,0,0,0,0,0,0,0,0,1
"SNRPC",151.38337,151.38337,65.355293,67.571645,67.770668,66.899202,735,688,630,2.24425862913676
"SNRPD1",60.27736,60.27736,71.614205,63.346857,54.637706,63.1995893333333,344,328,291,0.954482117974919
"SNRPD2",727.08131,727.08131,189.060037,173.504353,171.443657,178.002682333333,725,648,630,4.06743240106419
"SNRPD3",114.04193,114.04193,45.835582,35.503449,32.402796,37.9139423333333,860,801,678,2.95631650513744
"SNRPE",120.98334,120.98334,64.95794,73.603318,63.672222,67.41116,128,198,151,1.78309123833012
"SNRPEP8",0,0,0,0,0,0,0,0,0,1
"SNRPEP9",0,0,0,0,0,0,0,0,0,1
"SNRPF",31.49769,31.49769,19.569328,16.889306,15.908671,17.4557683333333,276,223,190,1.76084189035388
"SNRPFP3",0,0,0,0,0,0,0,0,0,1
"SNRPFP4",0,0,0,0,0,0,0,0,0,1
"SNRPG",92.31866,92.31866,65.219657,73.766689,58.499622,65.828656,292,279,250,1.39638690324701
"SNRPGP12",0,0,0,0,0,0,0,0,0,1
"SNRPGP14",0.44952,0.44952,0,3.759359,11.38198,5.047113,0,1,3,0.23970446723916
"SNRPGP8",0,0,0,0,0,0,0,0,0,1
"SNRPN",237.06378,237.06378,109.215394,106.887536,86.546628,100.883186,2929,2732,2287,2.33663462389172
"SNTA1",35.43882,35.43882,148.435401,138.586939,114.155461,133.725933666667,6716,5740,4776,0.270466264425047
"SNTB1",4.04567,4.04567,0.056965,0.033579,0.011203,0.0339156666666667,5,3,1,4.88015624743088
"SNTB2",3.00028,3.00028,1.919591,0.805749,0.60801,1.11111666666667,178,154,86,1.89486448719872
"SNTG1",0.73178,0.73178,0.520149,0,0.362769,0.294306,5,0,5,1.33799889670603
"SNTG2",2.15351,2.15351,0.289259,0.226695,0.303519,0.273157666666667,1,2,1,2.47692024527991
"SNTN",0,0,0.183555,0,0.039494,0.0743496666666667,7,0,3,0.930795653432511
"SNUPN",28.37197,28.37197,11.837525,6.33951,7.996514,8.72451633333333,183,141,123,3.02040420245065
"SNURF",678.5228,678.5228,227.587803,148.543606,142.426113,172.852507333333,508,282,375,3.90861662234832
"SNW1",33.02397,33.02397,24.804405,19.522944,17.381794,20.5697143333333,529,434,371,1.5773954849008
"SNX1",46.22728,46.22728,34.535504,66.236855,27.300674,42.691011,769,617,525,1.08093813622212
"SNX10",77.91314,77.91314,1.998014,0.839706,1.11601,1.31791,28,27,24,34.0449542907188
"SNX11",26.26027,26.26027,3.886411,4.33315,3.852729,4.02409666666667,175,150,121,5.42590475634426
"SNX12",64.63665,64.63665,15.769439,15.490462,13.541606,14.9338356666667,458,411,336,4.11932515014642
"SNX13",8.5095,8.5095,6.803647,5.082353,3.002799,4.962933,313,314,171,1.59476888303122
"SNX14",97.54562,97.54562,49.72914,58.322231,44.296625,50.7826653333333,408,466,306,1.90306194873605
"SNX15",21.17966,21.17966,11.864882,7.639761,7.557857,9.02083333333333,165,138,134,2.21335484407484
"SNX16",15.8377,15.8377,2.401157,2.200696,1.846258,2.14937033333333,61,51,44,5.34637029560724
"SNX17",147.86039,147.86039,30.343354,26.581292,22.218356,26.3810006666667,964,932,743,5.43663074305465
"SNX18",5.26878,5.26878,2.791251,1.974563,1.997578,2.254464,254,183,186,1.92620966156024
"SNX18P2",0.01045,0.01045,0,0.080765,0,0.0269216666666667,0,1,0,0.983960152754267
"SNX18P27",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"SNX19",12.68062,12.68062,13.061915,7.65863,6.705005,9.14185,918,690,553,1.34892746392423
"SNX2",51.62151,51.62151,75.931484,73.693843,54.983974,68.2031003333333,888,855,576,0.760392377603545
"SNX20",4.74608,4.74608,0,0.025315,0,0.00843833333333333,0,1,0,5.69799839025027
"SNX21",57.42344,57.42344,11.278554,9.577092,6.954335,9.26999366666667,476,376,323,5.6887513173085
"SNX22",1.97579,1.97579,0.511822,0.484867,0.645356,0.547348333333333,34,35,42,1.92315455795883
"SNX24",26.0721,26.0721,38.257022,27.175954,24.737351,30.0567756666667,409,350,331,0.871697058656883
"SNX25",11.31115,11.31115,3.692399,3.050499,3.770088,3.50432866666667,189,161,140,2.73318199249226
"SNX25P1",0.45997,0.45997,0.090473,0.085846,0.270348,0.148889,1,1,3,1.27076680166665
"SNX27",7.14003,7.14003,3.863059,3.240069,2.608207,3.23711166666667,492,399,310,1.92112708853948
"SNX29",10.31803,10.31803,1.097534,0.485268,0.388552,0.657118,125,78,68,6.82994813887726
"SNX2P2",0,0,0,0,0,0,0,0,0,1
"SNX3",311.99755,311.99755,54.357492,64.392668,48.132921,55.6276936666667,1107,1301,964,5.52728761729957
"SNX30",2.82256,2.82256,1.641785,1.035307,0.441835,1.03964233333333,143,107,65,1.87413250721899
"SNX31",0.03136,0.03136,0,0,0,0,0,0,0,1.03136
"SNX32",9.38763,9.38763,0.592852,0.197216,0.607971,0.466013,20,7,24,7.08563293777067
"SNX33",5.84375,5.84375,2.260228,2.508659,2.096338,2.28840833333333,203,189,150,2.08117402289355
"SNX3P1X",0,0,0,0,0,0,0,0,0,1
"SNX4",25.68531,25.68531,14.813092,12.828354,8.554673,12.065373,253,220,174,2.04244532475269
"SNX5",46.8127,46.8127,28.947153,28.819448,18.497313,25.4213046666667,569,537,403,1.80962676155508
"SNX5P1",0,0,0.059071,0,0,0.0196903333333333,1,0,0,0.980689889185311
"SNX6",50.76429,50.76429,25.320758,20.002506,14.673645,19.9989696666667,682,709,687,2.46508713625934
"SNX7",42.70431,42.70431,6.357333,9.183033,4.628588,6.72298466666667,151,167,135,5.6589922013743
"SNX8",44.69055,44.69055,13.296146,6.810687,4.808142,8.30499166666667,251,155,132,4.91032680487803
"SNX9",17.68805,17.68805,6.503143,4.950383,4.623601,5.35904233333333,548,412,382,2.93881515806861
"SOAT1",3.71115,3.71115,1.875601,1.121772,0.677226,1.22486633333333,132,139,87,2.11749799501064
"SOAT2",0.32407,0.32407,0.053938,0.057295,0,0.0370776666666667,2,2,0,1.27673176518763
"SOBP",4.56837,4.56837,2.529552,1.842012,2.079661,2.15040833333333,305,221,225,1.76750738660861
"SOCS1",2.87483,2.87483,0.041318,0.243067,0.320257,0.201547333333333,1,5,7,3.22486671353216
"SOCS2",15.24183,15.24183,0.215717,0.202193,0.213385,0.210431666666667,3,5,3,13.4182130617314
"SOCS3",32.5849,32.5849,17.676607,14.933918,18.165338,16.9252876666667,1050,821,1007,1.8736045203031
"SOCS4",5.78102,5.78102,1.980616,1.509809,0.745945,1.41212333333333,112,98,85,2.81122441223984
"SOCS5",5.03879,5.03879,2.896598,2.034834,1.195661,2.04236433333333,156,132,77,1.98490034011925
"SOCS6",4.58928,4.58928,6.705566,5.065345,3.881951,5.21762066666667,413,361,265,0.898941942528712
"SOCS7",1.2022,1.2022,1.624516,1.322261,1.179865,1.37554733333333,279,217,199,0.92702846586092
"SOD1",1502.19843,1502.19843,144.57796,130.904796,128.090948,134.524568,1957,1778,1714,11.0917042731322
"SOD2",77.31727,77.31727,72.713226,43.201454,45.60563,53.8401033333333,2693,2452,2211,1.42810215954492
"SOD3",177.19412,177.19412,27.659846,37.111334,21.228827,28.666669,179,199,166,6.00654289836179
"SOGA1",1.89216,1.89216,4.191666,3.201301,2.784664,3.39254366666667,1306,956,826,0.6584248716632
"SOGA3",7.39093,7.39093,0.110822,0.084217,0.011318,0.0687856666666667,2,1,1,7.85090057033574
"SOHLH1",22.54913,22.54913,0,0,0,0,0,0,0,23.54913
"SOHLH2",0.33453,0.33453,0.048869,0.048476,0.024722,0.040689,2,2,1,1.28235236463535
"SON",55.64627,55.64627,68.153491,33.336247,32.32406,44.6045993333333,2472,1521,1247,1.24211747999277
"SORBS1",45.90321,45.90321,7.715744,6.299578,4.469227,6.16151633333333,529,407,325,6.54934064475824
"SORBS2",14.78186,14.78186,528.81968,275.021986,281.962616,361.934760666667,13143,9917,7709,0.0434840134105938
"SORBS3",86.71535,86.71535,111.736951,85.193609,53.730455,83.5536716666667,673,582,549,1.03739256109182
"SORCS1",6.15736,6.15736,0.784725,0.360776,0.546336,0.563945666666667,71,48,32,4.57647612225233
"SORCS2",5.40468,5.40468,0.154644,0.314423,0.15927,0.209445666666667,20,12,14,5.29554999990354
"SORCS3",1.00358,1.00358,0.520823,0.394435,1.94137,0.952209333333333,62,45,49,1.0263141179532
"SORD",8.34224,8.34224,12.746474,10.246193,7.954676,10.315781,611,552,431,0.825593920561029
"SORL1",5.4465,5.4465,2.407951,3.270114,1.925972,2.534679,440,340,269,1.82378654469048
"SORT1",34.61296,34.61296,13.670415,12.512792,10.836954,12.3400536666667,1579,1217,1070,2.66962644153281
"SOS1",15.03275,15.03275,6.217134,1.985121,6.09018,4.764145,363,296,219,2.78146195142558
"SOS2",6.32463,6.32463,5.44017,4.219937,2.590987,4.083698,434,355,241,1.44080745945176
"SOST",0,0,0,0.113278,0.022391,0.045223,0,5,1,0.956733634831993
"SOSTDC1",1.32765,1.32765,0,0.069242,0,0.0230806666666667,0,2,0,2.27513829147392
"SOWAHA",0.18817,0.18817,0,0,0.016858,0.00561933333333333,0,0,1,1.18153058579489
"SOWAHB",0.34498,0.34498,0.023312,0,0.024732,0.0160146666666667,2,0,2,1.3237801029119
"SOWAHC",3.46025,3.46025,0.353314,0.538353,0.319689,0.403785333333333,28,43,26,3.17730203763348
"SOWAHD",2.16396,2.16396,0.030119,0,0,0.0100396666666667,1,0,0,3.13251063737101
"SOX1",0.48088,0.48088,0.011196,0,0,0.003732,1,0,0,1.47537390458808
"SOX10",107.43504,107.43504,0.049403,0,0.211586,0.0869963333333333,2,0,2,99.7565830488849
"SOX11",0.82586,0.82586,2.245203,1.653248,1.70334,1.86726366666667,382,280,292,0.636795290655167
"SOX12",10.63165,10.63165,5.024719,4.746476,4.850583,4.873926,510,429,451,1.9802173197279
"SOX13",16.17223,16.17223,1.647644,0.875776,0.971903,1.16510766666667,70,64,57,7.93135152786089
"SOX14",0,0,0,0,0,0,0,0,0,1
"SOX15",2.85392,2.85392,0.411559,0.421073,0.532695,0.455109,11,8,11,2.64854385479026
"SOX17",6.47098,6.47098,0.324202,0.645825,0.219851,0.396626,14,25,9,5.3493061134477
"SOX18",22.94638,22.94638,0.15082,0.037381,0.033985,0.074062,5,1,1,22.2951561455484
"SOX2",23.68861,23.68861,0.021391,0,0,0.00713033333333333,1,0,0,24.5138183042182
"SOX21",0,0,0.018699,0,0,0.006233,1,0,0,0.993805609635144
"SOX3",0.74223,0.74223,0.136669,0.157924,0.100318,0.131637,6,6,4,1.53956613295606
"SOX30",0.07318,0.07318,0.019325,0.039831,0,0.0197186666666667,1,2,0,1.05242753229976
"SOX4",1.93398,1.93398,3.942159,3.646127,3.271784,3.62002333333333,369,326,299,0.635057398700007
"SOX5",0.86768,0.86768,0.168871,0.080229,0.121703,0.123601,6,4,5,1.66222707170962
"SOX6",1.41128,1.41128,1.203187,0.287337,0.319886,0.60347,77,50,38,1.50378865834721
"SOX7",1.78762,1.78762,0.202688,0.105401,0.062579,0.123556,13,7,4,2.48106903438725
"SOX8",22.93592,22.93592,0.029994,0.034149,0.065517,0.04322,2,2,4,22.9442687065049
"SOX9",2.96892,2.96892,1.203163,1.312155,1.032622,1.18264666666667,91,96,77,1.81839784726189
"SP1",5.26878,5.26878,3.677807,2.423135,1.786405,2.62911566666667,544,383,278,1.72735745448363
"SP100",32.90897,32.90897,5.961622,5.441721,3.395943,4.93309533333333,71,57,42,5.71522419494804
"SP110",13.67374,13.67374,3.167717,0.747683,1.109932,1.67511066666667,31,22,22,5.48528335027137
"SP140",1.12902,1.12902,0.002005,0,0,0.000668333333333333,0,0,0,2.12759805529971
"SP140L",5.07016,5.07016,0.384644,1.05258,0.064286,0.500503333333333,11,6,3,4.0454158715631
"SP2",6.6487,6.6487,5.939096,6.446526,2.423733,4.93645166666667,232,168,152,1.28842959220028
"SP3",9.51308,9.51308,6.526581,4.468258,2.481329,4.492056,336,265,190,1.91423394080468
"SP4",1.02449,1.02449,1.141395,1.469488,0.351675,0.987519333333333,52,34,26,1.01860141234685
"SP5",0.53315,0.53315,0,0,0,0,0,0,0,1.53315
"SP6",0.32407,0.32407,0.126783,0.138146,0.099158,0.121362333333333,11,11,8,1.18076910614975
"SP7",0.05227,0.05227,0,0,0,0,0,0,0,1.05227
"SP8",0,0,0,0,0,0,0,0,0,1
"SP9",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"SPA17",14.45779,14.45779,3.192346,2.691942,2.076392,2.65356,39,44,29,4.23088439768336
"SPACA1",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"SPACA3",0.01045,0.01045,0.119931,0.063013,0,0.0609813333333333,2,1,0,0.952373023213729
"SPACA4",0.04182,0.04182,0,0,0,0,0,0,0,1.04182
"SPACA5",0.05227,0.05227,0,0,0,0,0,0,0,1.05227
"SPACA5B",0,0,0,0,0,0,0,0,0,1
"SPACA7",0,0,0.196084,0,0,0.0653613333333333,2,0,0,0.938648671311517
"SPAG1",2.71802,2.71802,1.783309,0.987657,0.903451,1.22480566666667,27,32,22,1.67116618575076
"SPAG11A",0,0,0,0,0,0,0,0,0,1
"SPAG11B",0,0,0,0,0,0,0,0,0,1
"SPAG16",15.64953,15.64953,9.274319,15.320111,8.432051,11.008827,135,203,149,1.38644099044811
"SPAG17",0.60633,0.60633,0,0,0,0,0,0,0,1.60633
"SPAG4",3.62751,3.62751,2.97115,0.935627,2.479438,2.12873833333333,33,11,19,1.47903388106921
"SPAG5",1.85035,1.85035,23.209989,22.773641,13.744397,19.9093423333333,353,272,187,0.136319447764553
"SPAG6",0.12545,0.12545,0,0,0,0,0,0,0,1.12545
"SPAG7",153.57869,153.57869,85.670198,71.204323,68.086909,74.9871433333333,1419,1180,1011,2.0342742629751
"SPAG8",12.71198,12.71198,1.604526,0.984925,0.934454,1.174635,24,16,16,6.30541677109032
"SPAG9",25.71667,25.71667,39.98509,10.568724,11.857988,20.803934,640,455,318,1.22531420247374
"SPAM1",0,0,0,0,0,0,0,0,0,1
"SPANXA1",0,0,0,0,0,0,0,0,0,1
"SPANXA2",0,0,0,0,0,0,0,0,0,1
"SPANXB1",0,0,0,0,0,0,0,0,0,1
"SPANXC",0.11499,0.11499,0,0,0,0,0,0,0,1.11499
"SPANXD",0.09409,0.09409,0,0,0.209962,0.0699873333333333,0,0,2,1.02252612336221
"SPANXN1",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"SPANXN2",0,0,0,0,0.039914,0.0133046666666667,0,0,1,0.986870023296712
"SPANXN3",0.02091,0.02091,0,0,0,0,0,0,0,1.02091
"SPANXN4",0,0,0,0,0,0,0,0,0,1
"SPANXN5",0,0,0,0,0,0,0,0,0,1
"SPARC",932.74148,932.74148,453.630497,363.691965,229.912633,349.078365,3326,3481,2855,2.66723560594783
"SPARCL1",509.94272,509.94272,0,0,0.040692,0.013564,0,0,2,504.105039247645
"SPAST",6.16782,6.16782,2.525185,1.1341,0.722281,1.460522,93,75,51,2.91312981554321
"SPATA1",0.66905,0.66905,1.285673,1.873068,0.481273,1.213338,5,8,2,0.754087265478657
"SPATA12",0.02091,0.02091,0.066396,0.092694,0,0.05303,3,4,0,0.96949754517915
"SPATA13",10.53756,10.53756,0.257275,0.355909,0.174702,0.262628666666667,35,28,21,9.13773012176185
"SPATA16",0,0,0,0,0,0,0,0,0,1
"SPATA17",1.17084,1.17084,0.173274,1.372104,0.165433,0.570270333333333,3,8,3,1.38246259508182
"SPATA18",0.88858,0.88858,1.006973,0.973441,0.748505,0.909639666666667,78,73,56,0.988971915993227
"SPATA19",0.07318,0.07318,0,0.225782,0,0.0752606666666667,0,2,0,0.998064965332437
"SPATA2",8.16452,8.16452,2.063863,1.208606,1.297066,1.52317833333333,179,102,108,3.63213328163487
"SPATA20",62.14862,62.14862,24.567802,18.552571,15.109465,19.409946,1003,811,588,3.09401210566652
"SPATA21",5.24787,5.24787,0.122129,0,0.0507,0.0576096666666667,3,0,1,5.90753866659691
"SPATA22",2.08033,2.08033,0.051386,2.362575,2.347377,1.58711266666667,1,3,1,1.19064393278582
"SPATA24",7.01459,7.01459,3.324327,5.11057,3.390956,3.941951,30,31,31,1.62174614843409
"SPATA25",0.59587,0.59587,3.610303,2.131353,2.302669,2.68144166666667,45,25,27,0.433490503041155
"SPATA2L",8.26906,8.26906,1.117158,1.02601,0.930486,1.02455133333333,57,48,30,4.57832797192596
"SPATA2P1",0,0,0,0,0,0,0,0,0,1
"SPATA3",0,0,0,0,0,0,0,0,0,1
"SPATA4",0.34498,0.34498,0.082099,0.051555,0.053284,0.0623126666666667,2,1,1,1.26608675788484
"SPATA5",0.41816,0.41816,0.418783,0.328298,0.321602,0.356227666666667,61,47,47,1.04566514520792
"SPATA5L1",6.241,6.241,5.724354,6.082969,2.125753,4.64435866666667,91,87,60,1.28287382635027
"SPATA6",6.41871,6.41871,6.356866,1.122988,4.024753,3.834869,30,30,22,1.5344179956065
"SPATA6L",0.83631,0.83631,0.331779,0.375122,0.478706,0.395202333333333,7,7,5,1.31616035619206
"SPATA7",12.5029,12.5029,4.125654,2.139567,1.789576,2.68493233333333,106,81,56,3.66435494021283
"SPATA8",0,0,0.075117,0.139393,0,0.0715033333333333,2,2,0,0.933268211951433
"SPATA9",0.59587,0.59587,0.383926,0.770653,0.102444,0.419007666666667,5,11,2,1.12463803930587
"SPATC1",0.05227,0.05227,0.756469,0.294971,0.315979,0.455806333333333,31,13,14,0.722809054959004
"SPATS1",0.22999,0.22999,0.062905,0.025323,0.03034,0.0395226666666667,5,2,3,1.1832257625936
"SPATS2",28.57059,28.57059,15.855066,15.656067,8.935721,13.4822846666667,329,317,238,2.0418456535426
"SPATS2L",53.94228,53.94228,26.329444,16.325171,13.213734,18.622783,446,360,270,2.79992292632498
"SPC24",3.29299,3.29299,10.453555,10.573685,9.523414,10.1835513333333,199,194,159,0.383866436701949
"SPC25",4.45337,4.45337,4.028712,4.703553,1.46361,3.398625,68,107,31,1.23978970701071
"SPCS1",112.21249,112.21249,23.566083,34.318096,23.005588,26.9632556666667,413,526,381,4.04861620369025
"SPCS2",72.17394,72.17394,226.322161,204.617416,201.028494,210.656023666667,523,534,479,0.345721037050381
"SPCS3",28.56014,28.56014,10.277262,6.567154,7.74833,8.197582,452,448,411,3.21390339330489
"SPDEF",1.10812,1.10812,0.049267,0,0.026665,0.0253106666666667,2,0,1,2.05607926313065
"SPDYA",0.25089,0.25089,1.366926,0.457895,0.161593,0.662138,16,5,2,0.752578907407207
"SPDYC",0.04182,0.04182,0.056259,0,0,0.018753,1,0,0,1.02264238731076
"SPDYE1",0.05227,0.05227,0.361977,0.18269,0.452019,0.332228666666667,15,5,13,0.789856896438699
"SPDYE2",0,0,2.8694,0.103803,1.368154,1.447119,88,2,44,0.408643797052779
"SPDYE3",10.24485,10.24485,0.056241,0.07621,0.018191,0.050214,2,4,1,10.7071987233078
"SPDYE4",0,0,0,0,0,0,0,0,0,1
"SPDYE6",0,0,1.137324,0.752199,0.366829,0.752117333333333,60,39,19,0.570738032764929
"SPECC1",16.84128,16.84128,24.785992,25.346389,12.3903,20.8408936666667,449,415,301,0.816874999360908
"SPECC1L",29.48008,29.48008,6.819577,3.986991,3.183681,4.66341633333333,783,513,428,5.38192465572459
"SPEF1",3.063,3.063,0.048069,0.033225,0,0.027098,2,1,0,3.95580558038279
"SPEF2",1.474,1.474,0.771082,0.803306,0.498066,0.690818,48,34,37,1.46319710341385
"SPEG",221.23653,221.23653,62.394556,51.262393,45.921109,53.192686,4576,3150,2763,4.10085837044504
"SPEM1",0.01045,0.01045,0,0,0,0,0,0,0,1.01045
"SPEN",9.68034,9.68034,6.814174,4.940202,3.722198,5.158858,438,287,201,1.73414292065185
"SPESP1",0.94085,0.94085,0.045849,0,0,0.015283,1,0,0,1.91163449008799
"SPG11",19.45476,19.45476,35.934125,23.327918,18.816108,26.0260503333333,657,441,323,0.756853470918448
"SPG21",56.54531,56.54531,18.723072,18.564785,13.273746,16.8538676666667,499,493,372,3.2231285161499
"SPG7",62.09635,62.09635,48.978234,31.723743,25.591918,35.4312983333333,1321,926,817,1.73192702117534
"SPHK1",36.53649,36.53649,1.026066,1.359679,1.047361,1.14436866666667,42,44,39,17.5046812535034
"SPHK2",73.64794,73.64794,5.095638,2.854123,2.535017,3.494926,205,123,104,16.6071566028006
"SPHKAP",10.65256,10.65256,17.626787,10.697503,8.260865,12.1950516666667,1427,965,761,0.88310074824767
"SPI1",92.695,92.695,0,0.272544,0.07991,0.117484666666667,0,6,2,83.8445508872008
"SPIB",1.4531,1.4531,0.412873,0.110783,0.048672,0.190776,10,7,3,2.06008518814622
"SPIC",0.04182,0.04182,0,0.04983,0.051697,0.0338423333333333,0,1,1,1.00771652157147
"SPICE1",1.05585,1.05585,1.637005,0.830131,0.842687,1.10327433333333,64,22,28,0.977452140892066
