"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","FoldChange"
"ABHD17B",9.608137,10.13461,9.429544,9.724097,351,345,244,"Abhd17b",22.041201,20.581638,22.935141,1825,435,732,21.85266,0.469271279579708
"ABHD17C",26.356909,23.923575,30.757178,27.012554,465,485,360,"Abhd17c",11.283472,13.469857,8.899621,714,148,294,11.21765,2.29279394973665
"ABHD18",3.898036,4.946809,4.114577,4.31980733333333,195,202,135,"Abhd18",3.17983,3.46159,2.752458,273,75,108,3.13129266666667,1.28768590428274
"ABHD2",24.811763,18.501694,16.975591,20.0963493333333,1534,1881,1288,"Abhd2",36.723837,35.505954,38.19751,10887,2566,4419,36.8091003333333,0.557970148650544
"ABHD3",2.112366,4.383957,4.812756,3.769693,34,41,40,"Abhd3",14.353249,12.050526,13.142816,749,205,280,13.182197,0.336315522905231
"ABHD4",5.832204,5.914283,14.836758,8.86108166666667,103,107,75,"Abhd4",50.359455,48.462447,50.512159,4010,834,1505,49.7780203333333,0.194199805386925
"ABHD5",6.272151,9.717485,9.994526,8.66138733333333,224,264,185,"Abhd5",30.875776,28.899154,33.675929,1450,328,540,31.1502863333333,0.300507038511705
"ABHD6",12.738211,13.156293,8.173231,11.3559116666667,201,211,124,"Abhd6",12.397356,10.977638,11.245281,974,215,348,11.5400916666667,0.985312707044273
"ABHD8",7.19407,9.390167,9.704944,8.76306033333333,145,236,124,"Abhd8",37.222072,31.595592,35.732559,2814,569,1151,34.8500743333333,0.272330267506744
"ABI1",19.731057,19.365981,20.50402,19.8670193333333,618,612,424,"Abi1",73.499723,76.395454,73.837698,3519,880,1307,74.577625,0.276100490500109
"ABI2",50.424881,51.894418,63.248999,55.1894326666667,3251,3183,2502,"Abi2",33.5103,22.271769,32.250394,3171,695,1283,29.3441543333333,1.85173829691942
"ABI3",0,0.209091,0.075429,0.09484,0,3,1,"Abi3",0.648225,0.232863,1.080233,18,6,10,0.653773666666667,0.662025295279221
"ABI3BP",0.99652,1.116168,1.795284,1.30265733333333,15,18,16,"Abi3bp",1.766439,2.649653,2.136867,308,112,149,2.18431966666667,0.723123798605228
"ABITRAM",12.878776,15.022405,19.706706,15.8692956666667,130,158,143,"Abitram",3.739558,3.621243,4.375773,439,119,176,3.91219133333333,3.4341690952049
"ABL1",23.387004,25.535463,27.529949,25.4841386666667,995,1264,955,"Abl1",8.536541,8.902709,11.083969,1262,319,543,9.50773966666667,2.52044107551326
"ABL2",4.876134,5.408775,4.808567,5.03115866666667,785,862,542,"Abl2",5.264426,4.654585,6.798877,2047,472,841,5.57262933333333,0.917617343196188
"ABLIM1",100.860799,75.151885,120.837451,98.950045,7750,6453,5627,"Ablim1",44.867705,42.117908,43.063424,9236,2061,3536,43.349679,2.25368136260919
"ABLIM2",19.980956,30.901303,25.59889,25.4937163333333,462,672,364,"Ablim2",27.7936,29.426839,21.693994,1532,345,560,26.304811,0.970294807509685
"ABLIM3",48.422608,52.934019,47.138285,49.498304,1626,2148,1222,"Ablim3",13.169178,12.081958,12.860354,2375,528,912,12.70383,3.6849774114244
"ABO",0.839964,0.413628,1.770949,1.00818033333333,23,39,31,"Abo",0.10168,0,0.037192,7,0,1,0.0462906666666667,1.9193331234915
"ABR",591.586845,672.731938,685.513728,649.944170333333,3340,3625,3006,"Abr",59.447352,52.550682,58.358209,10128,2156,3916,56.7854143333333,11.2648525210598
"ABRA",0.028665,0.053548,0.080009,0.054074,1,2,2,"Abra",0.017227,0,0.044071,2,0,2,0.0204326666666667,1.03296771500194
"ABRACL",19.223716,14.20645,19.051796,17.4939873333333,138,111,99,"Abracl",37.088713,47.865666,52.35161,184,56,84,45.768663,0.395435450727624
"ABRAXAS1",4.102444,3.794132,3.584166,3.826914,77,83,56,"Abraxas1",3.576158,3.463709,2.394861,158,35,60,3.14490933333333,1.16454031000919
"ABRAXAS2",9.187908,9.791007,10.77312,9.917345,353,405,295,"Abraxas2",19.151046,15.849001,18.553229,1604,384,645,17.851092,0.579135946076758
"ABT1",4.88843,4.285503,5.231131,4.801688,188,179,143,"Abt1",1.783222,1.437852,1.858162,334,66,136,1.69307866666667,2.15429577747203
"ABTB1",2.982307,4.057105,10.245762,5.76172466666667,62,115,92,"Abtb1",46.710301,42.045226,46.427737,1463,361,559,45.061088,0.14679906533399
"ABTB2",1.344934,1.96267,3.69669,2.33476466666667,85,140,90,"Abtb2",16.08518,16.368571,14.737303,2968,692,1128,15.7303513333333,0.199324246109675
"ACAA1",46.486176,54.061449,53.958237,51.501954,591,740,475,"Acaa1a",25.849155,26.174187,25.673361,1300,309,546,25.898901,1.95182524371535
"ACAA1",46.486176,54.061449,53.958237,51.501954,591,740,475,"Acaa1b",0.255714,0.200968,0.42739,5,3,3,0.294690666666667,40.5517359101479
"ACAA2",7.463552,10.616386,8.612113,8.89735033333333,146,199,117,"Acaa2",48.921519,40.774913,50.141634,1806,371,659,46.6126886666667,0.207872115826603
"ACACA",87.127535,78.297049,72.405289,79.2766243333333,3380,3012,2176,"Acaca",28.483863,24.922881,36.571534,7673,1813,3098,29.9927593333333,2.59017351343074
"ACACB",3.694984,3.933355,3.564281,3.73087333333333,62,63,54,"Acacb",2.097291,2.286744,2.776692,428,116,205,2.386909,1.39681146831324
"ACAD10",11.611479,11.630295,14.269463,12.5037456666667,185,171,157,"Acad12",3.621239,3.400602,3.793902,278,56,108,3.60524766666667,2.93225177972694
"ACAD10",11.611479,11.630295,14.269463,12.5037456666667,185,171,157,"Acad10",5.900381,5.058764,3.772682,398,85,139,4.910609,2.2846623193425
"ACAD11",6.956361,6.78533,9.702243,7.81464466666667,123,171,123,"Acad11",8.306437,8.234552,10.686786,908,217,371,9.075925,0.874822377763497
"ACAD8",28.56967,26.216904,35.090426,29.959,521,559,449,"Acad8",19.029721,18.683449,17.581744,1000,249,370,18.431638,1.59322646912216
"ACAD9",16.730664,15.138342,15.036653,15.6352196666667,348,375,288,"Acad9",35.76316,32.365758,33.771603,1593,407,659,33.9668403333333,0.475742718189169
"ACADL",0.288112,0.704497,0.707281,0.56663,9,17,9,"Acadl",73.220247,63.531695,77.515492,4260,1046,1720,71.422478,0.0216318198888472
"ACADM",34.991444,30.116255,36.311604,33.8064343333333,538,526,442,"Acadm",104.286834,133.069582,89.941463,2042,555,727,109.099293,0.31613676514102
"ACADS",1.771714,2.673468,3.757556,2.734246,38,59,46,"Acads",9.784882,10.757871,9.318308,551,138,214,9.953687,0.340912242608356
"ACADSB",5.696079,5.142362,5.947202,5.59521433333333,415,396,308,"Acadsb",96.232375,126.89331,108.03208,1698,455,653,110.385921666667,0.0592104840059605
"ACADVL",236.028354,256.563668,245.533457,246.041826333333,1257,1410,953,"Acadvl",42.023617,41.941155,42.073591,3114,819,1237,42.0127876666667,5.74345072093018
"ACAN",0.108891,0.370897,0.103268,0.194352,8,10,6,"Acan",0.130892,0.191164,0.119876,36,15,14,0.147310666666667,1.0410013910792
"ACAP1",9.140538,8.118628,5.692809,7.65065833333333,23,41,22,"Acap1",0.091783,0.232758,0.226778,10,6,5,0.183773,7.30770032204936
"ACAP2",19.442193,11.477702,6.945933,12.6219426666667,361,356,272,"Acap2",20.793923,20.213468,20.579347,2488,592,1000,20.5289126666667,0.632727851962426
"ACAP3",237.983872,241.790025,300.03488,259.936259,2282,2631,2345,"Acap3",26.341607,23.504182,26.967993,2641,611,998,25.604594,9.80793989940234
"ACAT1",122.137156,118.34408,129.991315,123.490850333333,655,741,527,"Acat1",45.268253,39.492711,43.532401,3117,754,1257,42.764455,2.84456530609906
"ACAT2",150.038137,113.788996,97.188096,120.338409666667,2596,2136,1199,"Acat2",118.574216,110.048324,111.242826,6929,1639,2550,113.288455333333,1.06168562093845
"ACAT2",150.038137,113.788996,97.188096,120.338409666667,2596,2136,1199,"Acat3",0.439284,0.279318,1.026169,16,4,8,0.581590333333333,76.7192408232136
"ACBD3",55.57853,50.960754,31.733687,46.0909903333333,687,749,476,"Acbd3",19.496714,17.2792,18.511416,2687,586,1015,18.42911,2.42373378571295
"ACBD4",2.513592,3.070246,3.546908,3.043582,36,57,47,"Acbd4",125.69735,116.889252,125.849008,2023,465,730,122.81187,0.0326590818796292
"ACBD5",22.086031,24.008406,24.78825,23.6275623333333,786,939,654,"Acbd5",54.568877,48.479724,53.439881,5713,1396,2284,52.1628273333333,0.463247791147702
"ACBD6",44.648742,40.179244,47.697377,44.175121,561,617,466,"Acbd6",31.172844,27.736285,33.386355,1047,224,446,30.7651613333333,1.42215934387825
"ACBD7",1.043718,2.012931,2.647439,1.90136266666667,46,68,57,"Acbd7",2.097597,1.943282,1.424488,26,6,7,1.821789,1.02819972246921
"ACCS",2.852259,6.929111,6.720408,5.50059266666667,40,71,38,"Accs",5.583149,6.109839,6.953522,303,83,147,6.21550333333333,0.900920194525584
"ACCSL",0,0.041683,0,0.0138943333333333,0,1,0,"Accsl",0.399985,0.65421,0.94449,14,3,7,0.666228333333333,0.608496634614904
"ACD",10.823814,17.900748,15.750557,14.8250396666667,143,186,143,"Acd",9.397863,8.513551,9.52039,513,112,212,9.14393466666667,1.56004944695359
"ACE",7.650195,4.932748,4.196313,5.59308533333333,104,116,46,"Ace",1.529936,1.266676,2.28227,228,53,111,1.69296066666667,2.44826648043628
"ACE2",0.257103,0.077158,0.190801,0.175020666666667,1,1,1,"Ace2",0.39351,0.513533,0.554108,55,13,29,0.487050333333333,0.790168725515007
"ACER1",0.061841,0,0.249022,0.103621,1,0,3,"Acer1",0.010316,0,0,1,0,0,0.00343866666666667,1.09983902022246
"ACER2",1.702671,1.924675,1.809561,1.81230233333333,61,75,46,"Acer2",1.42388,1.059207,1.465725,188,45,74,1.31627066666667,1.21415099444337
"ACER3",5.618697,5.605735,6.031901,5.752111,410,489,347,"Acer3",11.530842,8.637076,12.811604,2090,500,908,10.993174,0.562996167653367
"ACHE",123.812487,148.175891,116.216143,129.401507,2791,3847,1730,"Ache",38.543926,55.551307,51.784107,3098,717,1169,48.6264466666667,2.62766157480279
"ACIN1",89.895784,89.267185,92.097629,90.4201993333333,1572,1683,1229,"Acin1",47.715773,48.866846,39.717388,3077,703,1044,45.4333356666667,1.96884841506146
"ACKR1",9.846748,12.019005,14.314649,12.060134,231,292,219,"Ackr1",401.909922,315.577281,419.361754,3251,659,1169,378.949652333333,0.0343733279390982
"ACKR2",0.432002,0.122803,0.473199,0.342668,14,5,6,"Ackr2",0.230189,0,0.108776,12,0,5,0.112988333333333,1.20636304962765
"ACKR3",0,0.074184,0.633304,0.235829333333333,0,2,7,"Ackr3",1.643219,1.944276,2.196828,207,60,91,1.92810766666667,0.422057340104639
"ACKR4",0.106321,0,0,0.0354403333333333,3,0,0,"Ackr4",0.241529,0.299142,0.237301,17,5,6,0.259324,0.822219169437995
"ACLY",254.093676,248.408509,244.338036,248.946740333333,6921,7108,4396,"Acly",260.392702,266.512395,241.396209,29254,7300,11058,256.100435333333,0.972175484686655
"ACMSD",0.255707,0.275251,0.059046,0.196668,1,2,1,"Acmsd",0.189202,0.252901,0.032532,16,5,1,0.158211666666667,1.03320319976055
"ACO1",9.414829,8.829655,9.906688,9.383724,628,626,488,"Aco1",7.573506,6.423898,6.797077,1067,248,407,6.93149366666667,1.30917635900527
"ACO2",76.722101,90.811985,92.660824,86.7316366666667,1805,2351,1468,"Aco2",152.882375,199.289559,138.928187,10153,2348,3906,163.700040333333,0.532675259150564
"ACOD1",0,0,0,0,0,0,0,"Acod1",0,0,0,0,0,0,0,1
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,3.5055267129352
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,1.27241504706782
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot1",7.148477,6.705464,7.257272,166,41,75,7.037071,0.445662771093267
"ACOT1",2.580575,3.185492,1.979403,2.58182333333333,39,58,23,"Acot5",0.022455,0,0.05176,1,0,1,0.0247383333333333,3.49535409852597
"ACOT11",0.582734,0.576701,0.609753,0.589729333333333,40,51,26,"Acot11",5.597158,7.963591,11.898845,600,147,282,8.48653133333333,0.167577513579428
"ACOT12",0.331608,0.188218,0.467097,0.328974333333333,5,2,2,"Acot12",0.253707,0.347489,0.164709,20,3,8,0.255301666666667,1.0586892128187
"ACOT13",4.473594,5.647834,5.032359,5.05126233333333,165,201,127,"Acot13",205.896612,167.600238,198.430747,1013,228,414,190.642532333333,0.0315757794454942
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot1",7.148477,6.705464,7.257272,166,41,75,7.037071,1.92669522682247
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot5",0.022455,0,0.05176,1,0,1,0.0247383333333333,15.1111613859148
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,15.1551397679962
"ACOT2",14.610747,12.124256,16.719956,14.4849863333333,110,123,100,"Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,5.50092167606618
"ACOT4",0.210825,0.819407,0.499504,0.509912,6,26,10,"Acot4",0.992779,0.335627,0.515927,108,21,53,0.614777666666667,0.935058758347124
"ACOT6",0.113721,0.104565,0.160646,0.126310666666667,1,1,1,"Acot6",2.60611,2.315262,2.593869,342,74,141,2.50508033333333,0.321336619864443
"ACOT7",141.034258,158.621084,147.569266,149.074869333333,2164,2658,1722,"Acot7",344.989077,443.110743,384.06596,14119,3064,5131,390.721926666667,0.383115825581647
"ACOT8",15.109551,19.026084,18.961389,17.699008,206,295,187,"Acot8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,2.58008407932841
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot9",26.639485,27.561747,26.413979,1699,442,663,26.871737,0.643258114842286
"ACOT9",19.733347,15.220957,15.831859,16.928721,376,398,279,"Acot10",0.019903,0,0.102498,1,0,2,0.0408003333333333,17.2258985953438
"ACOX1",26.69153,36.454793,34.43575,32.5273576666667,665,715,462,"Acox1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,0.720604435242499
"ACOX2",0,0.720589,0,0.240196333333333,0,2,0,"Acox2",0.274602,0.923317,0.505337,7,3,3,0.567752,0.791066656801161
"ACOX3",9.956542,12.099373,8.284384,10.113433,181,210,142,"Acox3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,0.36178855458641
"ACOXL",0.165362,0.317846,0.200234,0.227814,4,5,4,"Acoxl",0.278136,0.365673,0.129186,7,1,3,0.257665,0.976264744586197
"ACP1",61.586263,66.10944,74.714785,67.4701626666667,798,920,684,"Acp1",69.524444,80.252228,59.21009,2779,715,1126,69.662254,0.968977902497515
"ACP2",115.861262,97.504509,108.715051,107.360274,595,540,395,"Acp2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,4.83649282612516
"ACP3",0.048184,0.022238,0,0.023474,2,1,0,"Acpp",134.809442,127.300134,124.943353,24531,5637,8911,129.017643,0.00787180859754549
"ACP4",0.140216,0.12039,0.201053,0.153886333333333,2,2,2,"Acp4",0.036404,0,0,2,0,0,0.0121346666666667,1.14005218014467
"ACP5",0.900021,1.872376,0.519606,1.09733433333333,4,9,1,"Acp5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,1.5555540447229
"ACP6",5.681603,4.537779,4.413437,4.87760633333333,128,125,95,"Acp6",4.6856,4.305309,3.799063,212,42,65,4.263324,1.116709959967
"ACR",0,0.561401,0,0.187133666666667,0,4,0,"Acr",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,0.831702731862702
"ACRBP",0.871936,1.387368,0.356541,0.871948333333333,8,10,2,"Acrbp",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,0.55135201312364
"ACRV1",0.419432,0.594965,0.365907,0.460101333333333,5,9,3,"Acrv1",0.114023,0.122849,0.250645,15,4,13,0.162505666666667,1.25599502454038
"ACSBG1",0.253329,0.789068,1.028992,0.690463,21,18,25,"Acsbg1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,0.0519760658685787
"ACSBG2",0.326791,0.354839,0.057953,0.246527666666667,2,2,1,"Acsbg2",0,0,0,0,0,0,0,1.24652766666667
"ACSF2",0.770281,0.767876,3.321446,1.61986766666667,2,5,7,"Acsf2",2.962773,6.226708,2.39288,242,54,70,3.860787,0.538980141830256
"ACSF3",15.821189,18.561092,20.415246,18.2658423333333,217,288,178,"Acsf3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,2.27433524789662
"ACSL1",62.19037,73.44608,83.471369,73.0359396666667,894,1047,659,"Acsl1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,2.41992579119173
"ACSL3",130.996535,121.985228,113.197501,122.059754666667,2784,3004,2053,"Acsl3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,2.1760460097135
"ACSL4",61.049607,65.37075,77.690858,68.0370716666667,3385,3357,2270,"Acsl4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,1.48567094524859
"ACSL5",0.344508,0.341116,0.484939,0.390187666666667,7,4,5,"Acsl5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,0.0155095656167083
"ACSL6",16.646079,21.155853,18.209522,18.6704846666667,1030,1182,804,"Acsl6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,0.376008448480561
"ACSM1",0.124507,0.048926,0,0.057811,1,1,0,"Acsm1",0,0,0,0,0,0,0,1.057811
"ACSM2A",2.771496,1.037998,0.161293,1.32359566666667,12,12,4,"Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,2.22873690924757
"ACSM2B",0.143928,1.678159,1.180417,1.00083466666667,5,15,6,"Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,1.91915234430577
"ACSM3",3.546028,4.370048,3.432423,3.782833,37,79,10,"Acsm3",1.668536,0.086036,4.170879,7,1,6,1.97515033333333,1.60759372271496
"ACSM4",0.149807,0.241539,0.10526,0.165535333333333,4,7,2,"Acsm4",0.011681,0,0,1,0,0,0.00389366666666667,1.16101472898358
"ACSM5",0,0.179494,0,0.0598313333333333,0,2,0,"Acsm5",0.010922,0,0.067589,1,0,1,0.0261703333333333,1.03280254642585
"ACSS1",0.066638,0.220548,0.348834,0.212006666666667,3,9,8,"Acss1",5.087956,4.342374,2.77257,379,83,138,4.06763333333333,0.239166211709608
"ACSS2",148.399461,146.694353,101.822483,132.305432333333,739,725,433,"Acss2",32.116218,36.911547,32.976423,2928,717,1271,34.001396,3.80857473037171
"ACSS3",0.627096,0.612727,1.358752,0.866191666666667,13,15,29,"Acss3",0.843975,1.166672,1.521837,128,38,81,1.17749466666667,0.857036159598707
"ACTA1",0.242012,0.585729,0.672663,0.500134666666667,3,10,8,"Acta1",1.394919,0.378221,25.322945,73,5,539,9.03202833333333,0.14953453248155
"ACTA2",2.655925,3.057572,5.813821,3.84243933333333,28,47,56,"Acta2",4.303764,4.087699,3.435474,254,52,85,3.94231233333333,0.979792252438922
"ACTB",2178.850167,2041.670166,2557.016143,2259.17882533333,20799,21935,16943,"Actb",1556.786857,1612.427402,1492.218794,24658,5626,8954,1553.81101766667,1.45366787323467
"ACTBL2",0.259337,0.108094,0,0.122477,9,4,0,"Actbl2",0,0,0,0,0,0,0,1.122477
"ACTC1",0.551692,0.56988,1.037101,0.719557666666667,8,10,7,"Actc1",0.036088,0.148678,0.092232,2,2,2,0.0923326666666667,1.57420694184128
"ACTG1",1435.350734,1536.991071,1807.979395,1593.4404,23732,27012,21393,"Actg1",2004.01029,1523.633044,1856.611586,88405,19214,32920,1794.75164,0.887895833969557
"ACTG2",0.239946,0.184371,2.284464,0.902927,2,2,27,"Actg2",0.473826,0.461321,0.243348,22,4,4,0.392831666666667,1.36622898914561
"ACTL10",0.141201,0.158296,0.137933,0.14581,3,4,2,"Actl10",0.710671,1.282088,1.125032,41,18,26,1.03926366666667,0.561874375898098
"ACTL6A",67.288182,35.925033,85.845286,63.0195003333333,123,104,102,"Actl6a",15.588001,15.09347,14.716698,542,125,207,15.132723,3.96830097022885
"ACTL6B",154.861852,109.866441,166.128293,143.618862,576,645,448,"Actl6b",27.33672,29.359854,27.058544,1222,287,444,27.9183726666667,5.00093361638906
"ACTL7A",0,0,0.078863,0.0262876666666667,0,0,1,"Actl7a",0,0,0,0,0,0,0,1.02628766666667
"ACTL7B",0,0,0.088939,0.0296463333333333,0,0,1,"Actl7b",0.036577,0,0,2,0,0,0.0121923333333333,1.01724375835027
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.05846,0.08034,0,3,1,0,0.0462666666666667,0.955779278705238
"ACTN1",42.915893,53.04208,30.351943,42.1033053333333,709,901,468,"Actn1",26.457163,22.758434,23.531673,2408,540,957,24.24909,1.70712312140094
"ACTN2",10.431195,12.550374,2.658834,8.546801,163,226,63,"Actn2",0.779912,0.277064,1.615409,32,6,43,0.890795,5.04909363521693
"ACTN3",0.026669,0.072504,0,0.0330576666666667,1,3,0,"Actn3",0.298521,0.370089,4.380687,36,4,187,1.683099,0.385024058622759
"ACTR10",175.090819,207.781083,223.094765,201.988889,1347,1561,1119,"Actr10",185.797811,187.589243,180.691628,4556,1115,1722,184.692894,1.09314300955426
"ACTR1A",135.467299,131.59114,164.703958,143.920799,3143,3440,2547,"Actr1a",165.00618,161.356953,178.532191,14779,3373,5588,168.298441333333,0.856007874961259
"ACTR1B",28.348357,31.987461,34.845941,31.727253,679,815,581,"Actr1b",227.024848,189.513865,231.271463,13607,3035,5063,215.936725333333,0.150860823356272
"ACTR2",90.130579,85.113097,98.337326,91.1936673333333,4098,3983,3193,"Actr2",96.296041,101.249478,99.582966,13928,3643,5634,99.0428283333333,0.921541992257083
"ACTR3",83.778842,80.647357,87.559013,83.9950706666667,1903,1958,1481,"Actr3",145.131737,168.363044,170.156065,9217,2330,3769,161.216948666667,0.523959249420477
"ACTR3B",23.73554,20.329805,21.54651,21.8706183333333,309,312,235,"Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.7255171416899
"ACTR3C",0.030079,0.14202,0.021249,0.0644493333333333,2,4,1,"Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,0.0337671778933999
"ACTR5",2.282428,2.070326,3.460384,2.60437933333333,72,72,77,"Actr5",3.185785,3.273232,1.840116,157,40,66,2.76637766666667,0.956988292818573
"ACTR8",23.771453,22.759294,31.53109,26.0206123333333,450,503,352,"Actr8",24.912195,25.178437,23.250779,1393,346,585,24.447137,1.06183309868349
"ACTRT1",0,0,0.167548,0.0558493333333333,0,0,2,"Actrt1",0,0,0,0,0,0,0,1.05584933333333
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",1.443018,1.511988,0.769716,1.241574,29,33,11,"Actrt3",0.065465,0.160985,0.13359,5,3,4,0.120013333333333,2.00138153117225
"ACVR1",6.034686,8.207685,6.259893,6.834088,217,313,134,"Acvr1",6.331841,5.288368,7.568124,673,151,282,6.396111,1.05921720212149
"ACVR1B",55.209179,56.089019,59.415097,56.9044316666667,1548,1896,1377,"Acvr1b",11.607059,11.481997,11.118233,2190,527,822,11.4024296666667,4.66879742299956
"ACVR1C",0.137088,0.073565,0.237864,0.149505666666667,13,9,9,"Acvr1c",0.080072,0.045659,0.043683,23,3,6,0.0564713333333333,1.08806138926628
"ACVR2A",25.003915,23.782342,23.796881,24.1943793333333,1564,1417,966,"Acvr2a",7.64131,6.40039,7.648165,1424,353,587,7.229955,3.06130219829067
"ACVR2B",6.214092,4.560656,8.131002,6.30191666666667,990,790,922,"Acvr2b",1.358074,0.918885,2.699623,132,27,71,1.65886066666667,2.74625773294877
"ACVRL1",2.000151,0.803904,0.719904,1.174653,17,40,28,"Acvrl1",6.082505,9.150695,10.053328,277,93,123,8.42884266666667,0.230638380221143
"ACY1",10.842162,5.437314,8.266339,8.18193833333333,50,52,41,"Acy1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,1.7205364891913
"ACY3",0,0,0,0,0,0,0,"Acy3",1.653723,1.194308,1.348363,53,11,18,1.398798,0.416875451788771
"ACYP2",20.955971,15.854271,16.292319,17.7008536666667,172,145,100,"Acyp2",48.054839,48.618364,51.955606,1220,310,511,49.5429363333333,0.369999351508459
"ADA",0.922875,1.829261,0.70398,1.15203866666667,13,16,8,"Ada",2.553355,2.584854,2.5156,167,36,64,2.55126966666667,0.605991340749585
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0.258936,0.627989,0.295641666666667,0,1,3,"Adad2",0,0,0,0,0,0,0,1.29564166666667
"ADAL",9.378484,7.193559,10.742324,9.104789,227,237,166,"Adal",9.814622,8.060594,10.907806,724,153,280,9.59434066666667,0.953791209659044
"ADAM10",34.061006,24.686719,34.283331,31.010352,691,616,515,"Adam10",20.803336,22.193819,23.33995,3832,1035,1664,22.1123683333333,1.38498796567869
"ADAM11",23.644833,33.066844,44.802479,33.838052,1084,1499,1443,"Adam11",137.812725,161.782235,134.020864,11859,2760,4460,144.538608,0.239373266508087
"ADAM12",8.973317,5.716452,10.949544,8.54643766666667,581,454,513,"Adam12",0.563817,0.709663,0.437105,105,22,29,0.570195,6.07977841393373
"ADAM15",18.903104,21.508581,19.628954,20.0135463333333,201,239,154,"Adam15",63.263206,51.405287,70.5958,3352,696,1175,61.7547643333333,0.334851808568925
"ADAM17",9.86407,13.149275,14.571838,12.5283943333333,391,394,303,"Adam17",8.31185,6.102938,11.098401,847,190,321,8.50439633333333,1.42338280716338
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0.078051,0,0,1,0,0.026017,0.97464272034479
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam20",0,0,0,0,0,0,0,1.048658
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam39",0,0,0,0,0,0,0,1.048658
"ADAM20",0.055566,0.051316,0.039092,0.048658,2,2,1,"Adam25",0,0,0,0,0,0,0,1.048658
"ADAM21",0.175871,0.28972,0.247976,0.237855666666667,6,11,6,"Adam21",0.204589,0.03484,0.152023,24,1,7,0.130484,1.09497849298766
"ADAM22",14.849654,14.25824,14.463086,14.52366,1382,1676,1175,"Adam22",73.005469,65.709896,69.824886,12397,2947,4961,69.513417,0.220151861311727
"ADAM23",30.45531,32.68447,48.390528,37.1767693333333,1224,1432,1029,"Adam23",107.87443,102.211616,126.643939,15260,3452,6510,112.243328333333,0.337121576124639
"ADAM28",0.264589,0.406801,0.059004,0.243464666666667,8,6,4,"Adam28",0.058131,0.12204,0.083089,7,4,4,0.0877533333333333,1.14314948854826
"ADAM29",0.651684,0.674166,0.788744,0.704864666666667,24,20,14,"Adam29",0,0,0,0,0,0,0,1.70486466666667
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.541507,0.630154,0.831368,0.667676333333333,18,23,18,"Adam33",1.08604,1.806548,0.918762,72,23,28,1.27045,0.734513569263068
"ADAM7",0.067906,0.02098,0.122618,0.0705013333333333,3,1,3,"Adam7",0.220917,0.074536,0.327898,20,2,9,0.207783666666667,0.886335328815784
"ADAM8",2.265081,4.232185,7.470717,4.65599433333333,41,65,39,"Adam8",7.150305,7.312317,5.429994,379,89,132,6.630872,0.741198952535612
